"","Sero1","Sero2","ccN","mlstN.x","mlstN.y","same.sg","both.glcA","both.gal","both.glc","both.glcnac","both.ac","both.rha","both.gro","both.ribol","both.cho","both.fucnac","both.mannac","both.NAC"
"1417","19F","18B",0,1199,21,0,"0","1","2","0","0","2","1","0","0","0","1","1"
"1418","22F","18B",1,194,21,0,"1","2","2","0","0","2","1","0","0","0","0","0"
"1419","18C","18B",10,306,21,1,"0","2","2","0","0","2","2","0","0","0","0","0"
"1420","19C","18B",0,10,21,0,"0","1","2","0","0","2","1","0","0","0","1","1"
"1421","4","18B",0,284,21,0,"0","2","1","0","0","1","1","0","0","1","1","1"
"1422","28A","18B",0,15,21,0,"0","1","1","0","0","1","1","0","1","0","0","0"
"1423","10F","18B",0,41,21,0,"0","2","1","0","0","1","1","1","0","0","0","1"
"1424","9L","18B",0,34,21,0,"1","2","2","1","0","1","1","0","0","0","1","1"
"1425","33A","18B",0,14,21,0,"0","2","2","0","0","1","1","0","0","0","0","0"
"1426","11C","18B",0,9,21,0,"0","2","2","0","0","1","2","0","0","0","0","1"
"1427","9N","18B",0,136,21,0,"1","1","2","1","0","1","1","0","0","0","1","1"
"1428","33D","18B",0,11,21,0,"0","2","2","0","0","1","1","1","0","0","0","1"
"1429","7A","18B",0,7,21,0,"0","2","2","1","0","2","1","0","0","0","0","1"
"1430","17F","18B",0,127,21,0,"0","2","2","0","0","2","1","0","0","0","0","0"
"1431","33F","18B",0,110,21,0,"0","2","2","0","0","1","1","0","0","0","0","0"
"1432","19A","18B",1,1132,21,0,"0","1","2","0","0","2","1","0","0","0","1","1"
"1433","46","18B",0,8,21,0,"0","2","1","1","0","1","1","0","0","1","0","1"
"1434","27","18B",0,13,21,0,"0","2","2","1","0","2","1","0","1","0","0","1"
"1435","6F","18B",0,2,21,0,"0","2","2","0","0","2","1","1","0","0","0","0"
"1436","32A","18B",0,10,21,0,"0","1","2","0","0","2","1","0","1","0","0","0"
"1437","35A","18B",0,32,21,0,"0","2","2","0","0","1","1","0","0","0","0","0"
"1438","10C","18B",0,4,21,0,"0","2","1","0","0","1","1","1","0","0","0","1"
"1439","11B","18B",0,15,21,0,"0","2","2","1","0","1","1","1","0","0","0","1"
"1440","21","18B",0,116,21,0,"0","2","2","0","0","1","1","0","0","0","0","0"
"1441","9V","18B",0,258,21,0,"1","2","2","0","0","1","1","0","0","0","1","1"
"1442","12F","18B",0,114,21,0,"0","2","2","0","0","1","1","0","0","1","0","1"
"1443","6G","18B",0,1,21,0,"0","2","2","0","0","2","1","1","0","0","0","0"
"1444","10A","18B",0,192,21,0,"0","2","1","0","0","1","1","1","0","0","0","1"
"1445","37","18B",0,27,21,0,"0","1","2","0","0","1","1","0","0","0","0","0"
"1446","19B","18B",0,33,21,0,"0","1","2","0","0","2","1","0","0","0","1","1"
"1447","5","18B",0,73,21,0,"1","1","2","0","0","1","1","0","0","1","0","1"
"1448","20B","18B",0,2,21,0,"0","2","2","1","0","1","1","0","0","0","0","1"
"1449","2","18B",0,25,21,0,"1","1","2","0","0","2","1","0","0","0","0","0"
"1450","16F","18B",0,229,21,0,"0","2","2","0","0","2","2","0","0","0","0","0"
"1451","31","18B",0,75,21,0,"1","2","1","0","0","2","1","0","0","0","0","0"
"1452","32F","18B",0,6,21,0,"0","1","2","0","0","2","1","0","1","0","0","0"
"1453","25F","18B",0,12,21,0,"0","1","2","0","0","2","1","1","0","0","0","0"
"1454","1","18B",0,240,21,0,"0","1","1","0","0","1","1","0","0","0","0","0"
"1455","9A","18B",0,33,21,0,"1","2","2","0","0","1","1","0","0","0","1","1"
"1456","15A","18B",0,285,21,0,"0","2","2","1","0","1","2","0","0","0","0","1"
"1457","11E","18B",0,1,21,0,"0","2","2","0","0","1","2","0","0","0","0","0"
"1458","28F","18B",0,24,21,0,"0","1","2","0","0","2","2","0","1","0","0","0"
"1459","7F","18B",1,176,21,0,"0","2","2","1","0","2","1","0","0","0","0","1"
"1460","12A","18B",0,14,21,0,"0","1","2","1","0","1","1","0","0","1","0","1"
"1461","8","18B",0,180,21,0,"1","2","2","0","0","1","1","0","0","0","0","0"
"1462","18F","18B",1,21,21,1,"0","2","2","0","0","2","2","0","0","0","0","0"
"1463","18B","18B",0,21,21,1,"0","2","2","0","0","2","2","0","0","0","0","0"
"1464","34","18B",0,204,21,0,"0","2","2","0","0","1","1","1","0","0","0","0"
"1465","15F","18B",0,21,21,0,"0","2","2","1","0","1","1","0","1","0","0","1"
"1466","6E","18B",0,84,21,0,"0","1","1","0","0","1","1","0","0","0","0","0"
"1467","14","18B",0,808,21,0,"0","2","2","1","0","1","1","0","0","0","0","1"
"1468","6A","18B",0,979,21,0,"0","2","2","0","0","2","1","1","0","0","0","0"
"1469","42","18B",0,10,21,0,"0","2","2","0","0","1","1","0","0","0","0","0"
"1470","23F","18B",0,810,21,0,"0","2","2","0","0","2","2","0","0","0","0","0"
"1471","23F","18C",2,810,306,0,"0","2","2","0","2","2","2","0","0","0","0","0"
"1472","12A","18C",0,14,306,0,"0","1","2","1","2","1","1","0","0","1","0","1"
"1473","9A","18C",0,33,306,0,"1","2","2","0","2","1","1","0","0","0","1","1"
"1474","6G","18C",0,1,306,0,"0","2","2","0","2","2","1","1","0","0","0","0"
"1475","24F","18C",2,69,306,0,"0","1","2","0","2","2","1","1","0","0","0","0"
"1476","32A","18C",0,10,306,0,"0","1","2","0","2","2","1","0","1","0","0","0"
"1477","3","18C",1,382,306,0,"1","1","2","0","2","1","1","0","0","0","0","0"
"1478","19F","18C",3,1199,306,0,"0","1","2","0","2","2","1","0","0","0","1","1"
"1479","11A","18C",2,240,306,0,"0","2","2","0","2","1","2","0","0","0","0","0"
"1480","11E","18C",0,1,306,0,"0","2","2","0","2","1","2","0","0","0","0","0"
"1481","10B","18C",0,27,306,0,"0","2","1","0","2","1","1","1","0","0","0","1"
"1482","13","18C",1,112,306,0,"0","2","2","1","2","1","1","1","0","0","0","1"
"1483","12F","18C",0,114,306,0,"0","2","2","0","2","1","1","0","0","1","0","1"
"1484","35A","18C",1,32,306,0,"0","2","2","0","2","1","1","0","0","0","0","0"
"1485","18B","18C",10,21,306,1,"0","2","2","0","2","2","2","0","0","0","0","0"
"1486","18C","18C",0,306,306,1,"0","2","2","0","2","2","2","0","0","0","0","0"
"1487","46","18C",0,8,306,0,"0","2","1","1","2","1","1","0","0","1","0","1"
"1488","2","18C",0,25,306,0,"1","1","2","0","2","2","1","0","0","0","0","0"
"1489","35F","18C",1,113,306,0,"0","2","1","0","2","1","1","1","0","0","0","0"
"1490","7F","18C",3,176,306,0,"0","2","2","1","2","2","1","0","0","0","0","1"
"1491","29","18C",0,55,306,0,"0","2","1","0","2","1","1","1","0","0","0","1"
"1492","19A","18C",5,1132,306,0,"0","1","2","0","2","2","1","0","0","0","1","1"
"1493","10A","18C",0,192,306,0,"0","2","1","0","2","1","1","1","0","0","0","1"
"1494","11D","18C",0,2,306,0,"0","2","2","0","2","1","2","0","0","0","0","1"
"1495","17F","18C",0,127,306,0,"0","2","2","0","2","2","1","0","0","0","0","0"
"1496","7A","18C",1,7,306,0,"0","2","2","1","2","2","1","0","0","0","0","1"
"1497","20B","18C",0,2,306,0,"0","2","2","1","2","1","1","0","0","0","0","1"
"1498","6E","18C",0,84,306,0,"0","1","1","0","2","1","1","0","0","0","0","0"
"1499","28A","18C",0,15,306,0,"0","1","1","0","2","1","1","0","1","0","0","0"
"1500","19B","18C",0,33,306,0,"0","1","2","0","2","2","1","0","0","0","1","1"
"1501","14","18C",4,808,306,0,"0","2","2","1","2","1","1","0","0","0","0","1"
"1502","34","18C",0,204,306,0,"0","2","2","0","2","1","1","1","0","0","0","0"
"1503","10C","18C",0,4,306,0,"0","2","1","0","2","1","1","1","0","0","0","1"
"1504","1","18C",2,240,306,0,"0","1","1","0","2","1","1","0","0","0","0","0"
"1505","18A","18C",1,40,306,1,"0","2","2","1","2","2","2","0","0","0","0","1"
"1506","33C","18C",0,13,306,0,"0","2","1","0","2","1","1","1","0","0","0","1"
"1507","16F","18C",0,229,306,0,"0","2","2","0","2","2","2","0","0","0","0","0"
"1508","6B","18C",3,1168,306,0,"0","2","2","0","2","2","1","1","0","0","0","0"
"1509","9L","18C",0,34,306,0,"1","2","2","1","2","1","1","0","0","0","1","1"
"1510","10F","18C",0,41,306,0,"0","2","1","0","2","1","1","1","0","0","0","1"
"1511","15F","18C",0,21,306,0,"0","2","2","1","2","1","1","0","1","0","0","1"
"1512","11C","18C",0,9,306,0,"0","2","2","0","2","1","2","0","0","0","0","1"
"1513","37","18C",0,27,306,0,"0","1","2","0","2","1","1","0","0","0","0","0"
"1514","19C","18C",0,10,306,0,"0","1","2","0","2","2","1","0","0","0","1","1"
"1515","6A","18C",2,979,306,0,"0","2","2","0","2","2","1","1","0","0","0","0"
"1516","42","18C",0,10,306,0,"0","2","2","0","2","1","1","0","0","0","0","0"
"1517","25F","18C",0,12,306,0,"0","1","2","0","2","2","1","1","0","0","0","0"
"1518","9V","18C",2,258,306,0,"1","2","2","0","2","1","1","0","0","0","1","1"
"1519","27","18C",0,13,306,0,"0","2","2","1","2","2","1","0","1","0","0","1"
"1520","15B/C","18C",5,320,306,0,"0","2","2","1","2","1","2","0","0","0","0","1"
"1521","4","18C",3,284,306,0,"0","2","1","0","2","1","1","0","0","1","1","1"
"1522","18F","18C",3,21,306,1,"0","2","2","0","2","2","2","0","0","0","0","0"
"1523","21","18C",3,116,306,0,"0","2","2","0","2","1","1","0","0","0","0","0"
"1524","33A","18C",1,14,306,0,"0","2","2","0","2","1","1","0","0","0","0","0"
"1525","28F","18C",0,24,306,0,"0","1","2","0","2","2","2","0","1","0","0","0"
"1526","11B","18C",0,15,306,0,"0","2","2","1","2","1","1","1","0","0","0","1"
"1527","35B","18C",1,228,306,0,"0","2","2","0","2","1","1","1","0","0","0","1"
"1528","8","18C",1,180,306,0,"1","2","2","0","2","1","1","0","0","0","0","0"
"1529","32F","18C",0,6,306,0,"0","1","2","0","2","2","1","0","1","0","0","0"
"1530","22F","18C",2,194,306,0,"1","2","2","0","2","2","1","0","0","0","0","0"
"1531","9N","18C",1,136,306,0,"1","1","2","1","2","1","1","0","0","0","1","1"
"1532","6F","18C",0,2,306,0,"0","2","2","0","2","2","1","1","0","0","0","0"
"1533","5","18C",0,73,306,0,"1","1","2","0","2","1","1","0","0","1","0","1"
"1534","15A","18C",1,285,306,0,"0","2","2","1","2","1","2","0","0","0","0","1"
"1535","33D","18C",0,11,306,0,"0","2","2","0","2","1","1","1","0","0","0","1"
"1536","24A","18C",0,9,306,0,"0","1","1","0","2","1","1","0","1","0","0","0"
"1537","33B","18C",1,20,306,0,"0","2","2","0","2","1","1","1","0","0","0","1"
"1538","31","18C",0,75,306,0,"1","2","1","0","2","2","1","0","0","0","0","0"
"1539","33F","18C",1,110,306,0,"0","2","2","0","2","1","1","0","0","0","0","0"
"1540","35C","18C",0,41,306,0,"0","2","2","0","2","1","1","0","0","0","0","0"
"1541","42","18F",0,10,21,0,"0","2","2","0","2","1","1","0","0","0","0","0"
"1542","9A","18F",0,33,21,0,"1","2","2","0","2","1","1","0","0","0","1","1"
"1543","11A","18F",0,240,21,0,"0","2","2","0","2","1","2","0","0","0","0","0"
"1544","28F","18F",0,24,21,0,"0","1","2","0","2","2","2","0","1","0","0","0"
"1545","6B","18F",1,1168,21,0,"0","2","2","0","2","2","1","1","0","0","0","0"
"1546","17F","18F",0,127,21,0,"0","2","2","0","2","2","1","0","0","0","0","0"
"1547","12A","18F",0,14,21,0,"0","1","2","1","2","1","1","0","0","1","0","1"
"1548","11E","18F",0,1,21,0,"0","2","2","0","2","1","2","0","0","0","0","0"
"1549","15A","18F",0,285,21,0,"0","2","2","1","2","1","2","0","0","0","0","1"
"1550","10F","18F",0,41,21,0,"0","2","1","0","2","1","1","1","0","0","0","1"
"1551","23F","18F",1,810,21,0,"0","2","2","0","2","2","2","0","0","0","0","0"
"1552","3","18F",0,382,21,0,"1","1","2","0","2","1","1","0","0","0","0","0"
"1553","5","18F",0,73,21,0,"1","1","2","0","2","1","1","0","0","1","0","1"
"1554","35C","18F",0,41,21,0,"0","2","2","0","2","1","1","0","0","0","0","0"
"1555","18A","18F",1,40,21,1,"0","2","2","1","2","2","2","0","0","0","0","1"
"1556","33A","18F",0,14,21,0,"0","2","2","0","2","1","1","0","0","0","0","0"
"1557","34","18F",0,204,21,0,"0","2","2","0","2","1","1","1","0","0","0","0"
"1558","8","18F",0,180,21,0,"1","2","2","0","2","1","1","0","0","0","0","0"
"1559","9L","18F",0,34,21,0,"1","2","2","1","2","1","1","0","0","0","1","1"
"1560","19F","18F",1,1199,21,0,"0","1","2","0","2","2","1","0","0","0","1","1"
"1561","10A","18F",0,192,21,0,"0","2","1","0","2","1","1","1","0","0","0","1"
"1562","6A","18F",1,979,21,0,"0","2","2","0","2","2","1","1","0","0","0","0"
"1563","31","18F",0,75,21,0,"1","2","1","0","2","2","1","0","0","0","0","0"
"1564","21","18F",0,116,21,0,"0","2","2","0","2","1","1","0","0","0","0","0"
"1565","33C","18F",0,13,21,0,"0","2","1","0","2","1","1","1","0","0","0","1"
"1566","33D","18F",0,11,21,0,"0","2","2","0","2","1","1","1","0","0","0","1"
"1567","11C","18F",0,9,21,0,"0","2","2","0","2","1","2","0","0","0","0","1"
"1568","32F","18F",0,6,21,0,"0","1","2","0","2","2","1","0","1","0","0","0"
"1569","28A","18F",0,15,21,0,"0","1","1","0","2","1","1","0","1","0","0","0"
"1570","37","18F",0,27,21,0,"0","1","2","0","2","1","1","0","0","0","0","0"
"1571","2","18F",0,25,21,0,"1","1","2","0","2","2","1","0","0","0","0","0"
"1572","19C","18F",0,10,21,0,"0","1","2","0","2","2","1","0","0","0","1","1"
"1573","6G","18F",0,1,21,0,"0","2","2","0","2","2","1","1","0","0","0","0"
"1574","14","18F",1,808,21,0,"0","2","2","1","2","1","1","0","0","0","0","1"
"1575","12F","18F",0,114,21,0,"0","2","2","0","2","1","1","0","0","1","0","1"
"1576","1","18F",0,240,21,0,"0","1","1","0","2","1","1","0","0","0","0","0"
"1577","15F","18F",0,21,21,0,"0","2","2","1","2","1","1","0","1","0","0","1"
"1578","24F","18F",1,69,21,0,"0","1","2","0","2","2","1","1","0","0","0","0"
"1579","29","18F",0,55,21,0,"0","2","1","0","2","1","1","1","0","0","0","1"
"1580","7F","18F",1,176,21,0,"0","2","2","1","2","2","1","0","0","0","0","1"
"1581","7A","18F",0,7,21,0,"0","2","2","1","2","2","1","0","0","0","0","1"
"1582","22F","18F",0,194,21,0,"1","2","2","0","2","2","1","0","0","0","0","0"
"1583","35A","18F",0,32,21,0,"0","2","2","0","2","1","1","0","0","0","0","0"
"1584","33F","18F",0,110,21,0,"0","2","2","0","2","1","1","0","0","0","0","0"
"1585","35F","18F",0,113,21,0,"0","2","1","0","2","1","1","1","0","0","0","0"
"1586","4","18F",0,284,21,0,"0","2","1","0","2","1","1","0","0","1","1","1"
"1587","13","18F",0,112,21,0,"0","2","2","1","2","1","1","1","0","0","0","1"
"1588","27","18F",0,13,21,0,"0","2","2","1","2","2","1","0","1","0","0","1"
"1589","16F","18F",0,229,21,0,"0","2","2","0","2","2","2","0","0","0","0","0"
"1590","9N","18F",0,136,21,0,"1","1","2","1","2","1","1","0","0","0","1","1"
"1591","24A","18F",0,9,21,0,"0","1","1","0","2","1","1","0","1","0","0","0"
"1592","6E","18F",0,84,21,0,"0","1","1","0","2","1","1","0","0","0","0","0"
"1593","19B","18F",0,33,21,0,"0","1","2","0","2","2","1","0","0","0","1","1"
"1594","19A","18F",1,1132,21,0,"0","1","2","0","2","2","1","0","0","0","1","1"
"1595","9V","18F",0,258,21,0,"1","2","2","0","2","1","1","0","0","0","1","1"
"1596","18F","18F",0,21,21,1,"0","2","2","0","2","2","2","0","0","0","0","0"
"1597","15B/C","18F",0,320,21,0,"0","2","2","1","2","1","2","0","0","0","0","1"
"1598","18B","18F",1,21,21,1,"0","2","2","0","2","2","2","0","0","0","0","0"
"1599","35B","18F",0,228,21,0,"0","2","2","0","2","1","1","1","0","0","0","1"
"1600","11B","18F",0,15,21,0,"0","2","2","1","2","1","1","1","0","0","0","1"
"1601","18C","18F",3,306,21,1,"0","2","2","0","2","2","2","0","0","0","0","0"
"1602","25F","18F",0,12,21,0,"0","1","2","0","2","2","1","1","0","0","0","0"
"1603","46","18F",0,8,21,0,"0","2","1","1","2","1","1","0","0","1","0","1"
"1604","6F","18F",0,2,21,0,"0","2","2","0","2","2","1","1","0","0","0","0"
"1605","11D","18F",0,2,21,0,"0","2","2","0","2","1","2","0","0","0","0","1"
"1606","10C","18F",0,4,21,0,"0","2","1","0","2","1","1","1","0","0","0","1"
"1607","10B","18F",0,27,21,0,"0","2","1","0","2","1","1","1","0","0","0","1"
"1608","33B","18F",0,20,21,0,"0","2","2","0","2","1","1","1","0","0","0","1"
"1609","20B","18F",0,2,21,0,"0","2","2","1","2","1","1","0","0","0","0","1"
"1610","32A","18F",0,10,21,0,"0","1","2","0","2","2","1","0","1","0","0","0"
"1611","9L","19A",1,34,1132,0,"1","1","2","1","0","1","0","0","0","0","2","2"
"1612","6E","19A",4,84,1132,0,"0","0","1","0","0","1","0","0","0","0","1","1"
"1613","35F","19A",0,113,1132,0,"0","1","1","0","0","1","0","1","0","0","1","1"
"1614","25F","19A",0,12,1132,0,"0","0","2","0","0","2","0","1","0","0","1","1"
"1615","28A","19A",0,15,1132,0,"0","0","1","0","0","1","0","0","1","0","1","1"
"1616","4","19A",6,284,1132,0,"0","1","1","0","0","1","0","0","0","1","2","2"
"1617","6G","19A",0,1,1132,0,"0","1","2","0","0","2","0","1","0","0","1","1"
"1618","37","19A",1,27,1132,0,"0","0","2","0","0","1","0","0","0","0","1","1"
"1619","10F","19A",0,41,1132,0,"0","1","1","0","0","1","0","1","0","0","1","2"
"1620","6A","19A",17,979,1132,0,"0","1","2","0","0","2","0","1","0","0","1","1"
"1621","24F","19A",4,69,1132,0,"0","0","2","0","0","2","0","1","0","0","1","1"
"1622","18B","19A",1,21,1132,0,"0","1","2","0","0","2","1","0","0","0","1","1"
"1623","27","19A",1,13,1132,0,"0","1","2","1","0","2","0","0","1","0","1","2"
"1624","18A","19A",0,40,1132,0,"0","1","2","1","0","2","1","0","0","0","1","2"
"1625","29","19A",2,55,1132,0,"0","1","1","0","0","1","0","1","0","0","1","2"
"1626","15B/C","19A",23,320,1132,0,"0","1","2","1","0","1","1","0","0","0","1","2"
"1627","11D","19A",1,2,1132,0,"0","1","2","0","0","1","1","0","0","0","1","2"
"1628","28F","19A",0,24,1132,0,"0","0","2","0","0","2","1","0","1","0","1","1"
"1629","11A","19A",9,240,1132,0,"0","1","2","0","0","1","1","0","0","0","1","1"
"1630","10B","19A",0,27,1132,0,"0","1","1","0","0","1","0","1","0","0","1","2"
"1631","10C","19A",0,4,1132,0,"0","1","1","0","0","1","0","1","0","0","1","2"
"1632","33A","19A",0,14,1132,0,"0","1","2","0","0","1","0","0","0","0","1","1"
"1633","33F","19A",1,110,1132,0,"0","1","2","0","0","1","0","0","0","0","1","1"
"1634","7F","19A",4,176,1132,0,"0","1","2","1","0","2","0","0","0","0","1","2"
"1635","19A","19A",0,1132,1132,1,"0","0","2","0","0","2","0","0","0","0","2","2"
"1636","33C","19A",0,13,1132,0,"0","1","1","0","0","1","0","1","0","0","1","2"
"1637","24A","19A",0,9,1132,0,"0","0","1","0","0","1","0","0","1","0","1","1"
"1638","19B","19A",1,33,1132,1,"0","0","2","0","0","2","0","0","0","0","2","2"
"1639","20B","19A",0,2,1132,0,"0","1","2","1","0","1","0","0","0","0","1","2"
"1640","11C","19A",0,9,1132,0,"0","1","2","0","0","1","1","0","0","0","1","2"
"1641","31","19A",2,75,1132,0,"1","1","1","0","0","2","0","0","0","0","1","1"
"1642","19F","19A",60,1199,1132,1,"0","0","2","0","0","2","0","0","0","0","2","2"
"1643","8","19A",2,180,1132,0,"1","1","2","0","0","1","0","0","0","0","1","1"
"1644","22F","19A",4,194,1132,0,"1","1","2","0","0","2","0","0","0","0","1","1"
"1645","13","19A",2,112,1132,0,"0","1","2","1","0","1","0","1","0","0","1","2"
"1646","2","19A",0,25,1132,0,"1","0","2","0","0","2","0","0","0","0","1","1"
"1647","5","19A",2,73,1132,0,"1","0","2","0","0","1","0","0","0","1","1","2"
"1648","12A","19A",0,14,1132,0,"0","0","2","1","0","1","0","0","0","1","1","2"
"1649","6B","19A",19,1168,1132,0,"0","1","2","0","0","2","0","1","0","0","1","1"
"1650","34","19A",4,204,1132,0,"0","1","2","0","0","1","0","1","0","0","1","1"
"1651","42","19A",2,10,1132,0,"0","1","2","0","0","1","0","0","0","0","1","1"
"1652","12F","19A",2,114,1132,0,"0","1","2","0","0","1","0","0","0","1","1","2"
"1653","9A","19A",5,33,1132,0,"1","1","2","0","0","1","0","0","0","0","2","2"
"1654","9V","19A",13,258,1132,0,"1","1","2","0","0","1","0","0","0","0","2","2"
"1655","18F","19A",1,21,1132,0,"0","1","2","0","0","2","1","0","0","0","1","1"
"1656","14","19A",28,808,1132,0,"0","1","2","1","0","1","0","0","0","0","1","2"
"1657","15A","19A",13,285,1132,0,"0","1","2","1","0","1","1","0","0","0","1","2"
"1658","23F","19A",31,810,1132,0,"0","1","2","0","0","2","1","0","0","0","1","1"
"1659","33B","19A",0,20,1132,0,"0","1","2","0","0","1","0","1","0","0","1","2"
"1660","35A","19A",0,32,1132,0,"0","1","2","0","0","1","0","0","0","0","1","1"
"1661","18C","19A",5,306,1132,0,"0","1","2","0","0","2","1","0","0","0","1","1"
"1662","32F","19A",0,6,1132,0,"0","0","2","0","0","2","0","0","1","0","1","1"
"1663","35C","19A",1,41,1132,0,"0","1","2","0","0","1","0","0","0","0","1","1"
"1664","6F","19A",0,2,1132,0,"0","1","2","0","0","2","0","1","0","0","1","1"
"1665","35B","19A",8,228,1132,0,"0","1","2","0","0","1","0","1","0","0","1","2"
"1666","46","19A",0,8,1132,0,"0","1","1","1","0","1","0","0","0","1","1","2"
"1667","7A","19A",0,7,1132,0,"0","1","2","1","0","2","0","0","0","0","1","2"
"1668","1","19A",5,240,1132,0,"0","0","1","0","0","1","0","0","0","0","1","1"
"1669","3","19A",8,382,1132,0,"1","0","2","0","0","1","0","0","0","0","1","1"
"1670","19C","19A",1,10,1132,1,"0","0","2","0","0","2","0","0","0","0","2","2"
"1671","15F","19A",5,21,1132,0,"0","1","2","1","0","1","0","0","1","0","1","2"
"1672","33D","19A",0,11,1132,0,"0","1","2","0","0","1","0","1","0","0","1","2"
"1673","32A","19A",0,10,1132,0,"0","0","2","0","0","2","0","0","1","0","1","1"
"1674","16F","19A",3,229,1132,0,"0","1","2","0","0","2","1","0","0","0","1","1"
"1675","21","19A",4,116,1132,0,"0","1","2","0","0","1","0","0","0","0","1","1"
"1676","9N","19A",3,136,1132,0,"1","0","2","1","0","1","0","0","0","0","2","2"
"1677","17F","19A",2,127,1132,0,"0","1","2","0","0","2","0","0","0","0","1","1"
"1678","11B","19A",0,15,1132,0,"0","1","2","1","0","1","0","1","0","0","1","2"
"1679","10A","19A",4,192,1132,0,"0","1","1","0","0","1","0","1","0","0","1","2"
"1680","11E","19A",1,1,1132,0,"0","1","2","0","0","1","1","0","0","0","1","1"
"1681","11E","19B",0,1,33,0,"0","1","2","0","0","1","1","0","0","0","1","1"
"1682","6E","19B",0,84,33,0,"0","0","1","0","0","1","0","0","0","0","1","1"
"1683","9A","19B",0,33,33,0,"1","1","2","0","0","1","0","0","0","0","2","2"
"1684","19B","19B",0,33,33,1,"0","0","2","0","0","2","0","0","0","0","2","2"
"1685","31","19B",0,75,33,0,"1","1","1","0","0","2","0","0","0","0","1","1"
"1686","33F","19B",0,110,33,0,"0","1","2","0","0","1","0","0","0","0","1","1"
"1687","9V","19B",0,258,33,0,"1","1","2","0","0","1","0","0","0","0","2","2"
"1688","22F","19B",0,194,33,0,"1","1","2","0","0","2","0","0","0","0","1","1"
"1689","20B","19B",0,2,33,0,"0","1","2","1","0","1","0","0","0","0","1","2"
"1690","10A","19B",0,192,33,0,"0","1","1","0","0","1","0","1","0","0","1","2"
"1691","17F","19B",0,127,33,0,"0","1","2","0","0","2","0","0","0","0","1","1"
"1692","8","19B",0,180,33,0,"1","1","2","0","0","1","0","0","0","0","1","1"
"1693","9N","19B",0,136,33,0,"1","0","2","1","0","1","0","0","0","0","2","2"
"1694","19F","19B",2,1199,33,1,"0","0","2","0","0","2","0","0","0","0","2","2"
"1695","32A","19B",0,10,33,0,"0","0","2","0","0","2","0","0","1","0","1","1"
"1696","12F","19B",0,114,33,0,"0","1","2","0","0","1","0","0","0","1","1","2"
"1697","35C","19B",0,41,33,0,"0","1","2","0","0","1","0","0","0","0","1","1"
"1698","19A","19B",1,1132,33,1,"0","0","2","0","0","2","0","0","0","0","2","2"
"1699","6A","19B",0,979,33,0,"0","1","2","0","0","2","0","1","0","0","1","1"
"1700","11B","19B",0,15,33,0,"0","1","2","1","0","1","0","1","0","0","1","2"
"1701","35A","19B",0,32,33,0,"0","1","2","0","0","1","0","0","0","0","1","1"
"1702","13","19B",0,112,33,0,"0","1","2","1","0","1","0","1","0","0","1","2"
"1703","15B/C","19B",1,320,33,0,"0","1","2","1","0","1","1","0","0","0","1","2"
"1704","7F","19B",0,176,33,0,"0","1","2","1","0","2","0","0","0","0","1","2"
"1705","42","19B",0,10,33,0,"0","1","2","0","0","1","0","0","0","0","1","1"
"1706","5","19B",0,73,33,0,"1","0","2","0","0","1","0","0","0","1","1","2"
"1707","29","19B",0,55,33,0,"0","1","1","0","0","1","0","1","0","0","1","2"
"1708","18C","19B",0,306,33,0,"0","1","2","0","0","2","1","0","0","0","1","1"
"1709","11C","19B",0,9,33,0,"0","1","2","0","0","1","1","0","0","0","1","2"
"1710","33B","19B",0,20,33,0,"0","1","2","0","0","1","0","1","0","0","1","2"
"1711","33C","19B",0,13,33,0,"0","1","1","0","0","1","0","1","0","0","1","2"
"1712","24A","19B",1,9,33,0,"0","0","1","0","0","1","0","0","1","0","1","1"
"1713","18B","19B",0,21,33,0,"0","1","2","0","0","2","1","0","0","0","1","1"
"1714","10C","19B",0,4,33,0,"0","1","1","0","0","1","0","1","0","0","1","2"
"1715","19C","19B",0,10,33,1,"0","0","2","0","0","2","0","0","0","0","2","2"
"1716","33D","19B",0,11,33,0,"0","1","2","0","0","1","0","1","0","0","1","2"
"1717","11D","19B",0,2,33,0,"0","1","2","0","0","1","1","0","0","0","1","2"
"1718","16F","19B",0,229,33,0,"0","1","2","0","0","2","1","0","0","0","1","1"
"1719","37","19B",0,27,33,0,"0","0","2","0","0","1","0","0","0","0","1","1"
"1720","23F","19B",1,810,33,0,"0","1","2","0","0","2","1","0","0","0","1","1"
"1721","6G","19B",0,1,33,0,"0","1","2","0","0","2","0","1","0","0","1","1"
"1722","25F","19B",0,12,33,0,"0","0","2","0","0","2","0","1","0","0","1","1"
"1723","28A","19B",0,15,33,0,"0","0","1","0","0","1","0","0","1","0","1","1"
"1724","18A","19B",0,40,33,0,"0","1","2","1","0","2","1","0","0","0","1","2"
"1725","35B","19B",0,228,33,0,"0","1","2","0","0","1","0","1","0","0","1","2"
"1726","9L","19B",0,34,33,0,"1","1","2","1","0","1","0","0","0","0","2","2"
"1727","33A","19B",0,14,33,0,"0","1","2","0","0","1","0","0","0","0","1","1"
"1728","2","19B",0,25,33,0,"1","0","2","0","0","2","0","0","0","0","1","1"
"1729","6B","19B",0,1168,33,0,"0","1","2","0","0","2","0","1","0","0","1","1"
"1730","15F","19B",1,21,33,0,"0","1","2","1","0","1","0","0","1","0","1","2"
"1731","6F","19B",0,2,33,0,"0","1","2","0","0","2","0","1","0","0","1","1"
