"","Sero1","Sero2","ccN","mlstN.x","mlstN.y","same.sg","both.glcA","both.gal","both.glc","both.glcnac","both.ac","both.rha","both.gro","both.ribol","both.cho","both.fucnac","both.mannac","both.NAC"
"1285","19A","15F",7,103,13,0,"0","1","2","1","0","1","0","0","1","0","1","2"
"1286","28F","15F",0,6,13,0,"0","1","2","1","0","1","1","0","2","0","0","1"
"1287","10A","15F",3,31,13,0,"0","2","1","1","0","0","0","1","1","0","0","2"
"1288","33B","15F",1,8,13,0,"0","2","2","1","0","0","0","1","1","0","0","2"
"1289","2","15F",1,2,13,0,"1","1","2","1","0","1","0","0","1","0","0","1"
"1290","33D","15F",0,4,13,0,"0","2","2","1","0","0","0","1","1","0","0","2"
"1291","9V","15F",4,26,13,0,"1","2","2","1","0","0","0","0","1","0","1","2"
"1292","46","15F",0,2,13,0,"0","2","1","2","0","0","0","0","1","1","0","2"
"1293","18A","15F",3,11,13,0,"0","2","2","2","0","1","1","0","1","0","0","2"
"1294","45","15F",0,4,13,0,"0","2","1","2","0","1","1","0","1","1","0","2"
"1295","32F","15F",0,2,13,0,"0","1","2","1","0","1","0","0","2","0","0","1"
"1296","18B","15F",1,7,13,0,"0","2","2","1","0","1","1","0","1","0","0","1"
"1297","33A","15F",1,3,13,0,"0","2","2","1","0","0","0","0","1","0","0","1"
"1298","12F","15F",2,20,13,0,"0","2","2","1","0","0","0","0","1","1","0","2"
"1299","10F","15F",1,9,13,0,"0","2","1","1","0","0","0","1","1","0","0","2"
"1300","13","15F",2,25,13,0,"0","2","2","2","0","0","0","1","1","0","0","2"
"1301","19B","15F",2,9,13,0,"0","1","2","1","0","1","0","0","1","0","1","2"
"1302","15F","15F",0,13,13,1,"0","2","2","2","0","0","0","0","2","0","0","2"
"1303","6A","15F",5,108,13,0,"0","2","2","1","0","1","0","1","1","0","0","1"
"1304","18F","15F",1,7,13,0,"0","2","2","1","0","1","1","0","1","0","0","1"
"1305","35F","15F",2,20,13,0,"0","2","1","1","0","0","0","1","1","0","0","1"
"1306","28A","15F",0,3,13,0,"0","1","1","1","0","0","0","0","2","0","0","1"
"1307","19F","15F",7,95,13,0,"0","1","2","1","0","1","0","0","1","0","1","2"
"1308","5","15F",1,11,13,0,"1","1","2","1","0","0","0","0","1","1","0","2"
"1309","16F","15F",0,27,13,0,"0","2","2","1","0","1","1","0","1","0","0","1"
"1310","4","15F",2,45,13,0,"0","2","1","1","0","0","0","0","1","1","1","2"
"1311","27","15F",0,4,13,0,"0","2","2","2","0","1","0","0","2","0","0","2"
"1312","15B/C","15F",6,38,13,1,"0","2","2","2","0","0","1","0","1","0","0","2"
"1313","25F","15F",0,2,13,0,"0","1","2","1","0","1","0","1","1","0","0","1"
"1314","20B","15F",0,2,13,0,"0","2","2","2","0","0","0","0","1","0","0","2"
"1315","18C","15F",2,26,13,0,"0","2","2","1","0","1","1","0","1","0","0","1"
"1316","7A","15F",0,5,13,0,"0","2","2","2","0","1","0","0","1","0","0","2"
"1317","11E","15F",1,1,13,0,"0","2","2","1","0","0","1","0","1","0","0","1"
"1318","11C","15F",1,5,13,0,"0","2","2","1","0","0","1","0","1","0","0","2"
"1319","23F","15F",6,68,13,0,"0","2","2","1","0","1","1","0","1","0","0","1"
"1320","39","15F",0,5,13,0,"0","2","1","1","0","0","0","1","1","0","0","2"
"1321","35A","15F",1,11,13,0,"0","2","2","1","0","0","0","0","1","0","0","1"
"1322","17F","15F",2,16,13,0,"0","2","2","1","0","1","0","0","1","0","0","1"
"1323","29","15F",2,17,13,0,"0","2","1","1","0","0","0","1","1","0","0","2"
"1324","8","15F",3,22,13,0,"1","2","2","1","0","0","0","0","1","0","0","1"
"1325","3","15F",7,45,13,0,"1","1","2","1","0","0","0","0","1","0","0","1"
"1326","33C","15F",0,2,13,0,"0","2","1","1","0","0","0","1","1","0","0","2"
"1327","24A","15F",0,3,13,0,"0","1","1","1","0","0","0","0","2","0","0","1"
"1328","20A","15F",0,1,13,0,"0","2","2","2","0","0","0","0","1","0","0","2"
"1329","15A","15F",8,35,13,1,"0","2","2","2","0","0","1","0","1","0","0","2"
"1330","6B","15F",4,109,13,0,"0","2","2","1","0","1","0","1","1","0","0","1"
"1331","22F","15F",3,19,13,0,"1","2","2","1","0","1","0","0","1","0","0","1"
"1332","34","15F",2,29,13,0,"0","2","2","1","0","0","0","1","1","0","0","1"
"1333","9A","15F",2,6,13,0,"1","2","2","1","0","0","0","0","1","0","1","2"
"1334","19C","15F",1,5,13,0,"0","1","2","1","0","1","0","0","1","0","1","2"
"1335","42","15F",1,7,13,0,"0","2","2","1","0","0","0","0","1","0","0","1"
"1336","6G","15F",1,1,13,0,"0","2","2","1","0","1","0","1","1","0","0","1"
"1337","6F","15F",1,2,13,0,"0","2","2","1","0","1","0","1","1","0","0","1"
"1338","37","15F",1,8,13,0,"0","1","2","1","0","0","0","0","1","0","0","1"
"1339","12A","15F",1,7,13,0,"0","1","2","2","0","0","0","0","1","1","0","2"
"1340","9N","15F",1,15,13,0,"1","1","2","2","0","0","0","0","1","0","1","2"
"1341","21","15F",2,18,13,0,"0","2","2","1","0","0","0","0","1","0","0","1"
"1342","10B","15F",1,12,13,0,"0","2","1","1","0","0","0","1","1","0","0","2"
"1343","11F","15F",1,2,13,0,"0","2","2","2","0","0","0","1","1","0","0","2"
"1344","9L","15F",2,11,13,0,"1","2","2","2","0","0","0","0","1","0","1","2"
"1345","35C","15F",0,16,13,0,"0","2","2","1","0","0","0","0","1","0","0","1"
"1346","14","15F",4,49,13,0,"0","2","2","2","0","0","0","0","1","0","0","2"
"1347","10C","15F",1,2,13,0,"0","2","1","1","0","0","0","1","1","0","0","2"
"1348","31","15F",2,8,13,0,"1","2","1","1","0","1","0","0","1","0","0","1"
"1349","11A","15F",6,32,13,0,"0","2","2","1","0","0","1","0","1","0","0","1"
"1350","6E","15F",2,15,13,0,"0","1","1","1","0","0","0","0","1","0","0","1"
"1351","24A","16F",0,3,27,0,"0","1","1","0","0","1","1","0","1","0","0","0"
"1352","19A","16F",6,103,27,0,"0","1","2","0","0","2","1","0","0","0","1","1"
"1353","20A","16F",0,1,27,0,"0","2","2","1","0","1","1","0","0","0","0","1"
"1354","47A","16F",0,1,27,0,"0","2","2","1","0","1","1","1","0","0","0","1"
"1355","7F","16F",2,20,27,0,"0","2","2","1","0","2","1","0","0","0","0","1"
"1356","6E","16F",0,15,27,0,"0","1","1","0","0","1","1","0","0","0","0","0"
"1357","23F","16F",2,68,27,0,"0","2","2","0","0","2","2","0","0","0","0","0"
"1358","25F","16F",0,2,27,0,"0","1","2","0","0","2","1","1","0","0","0","0"
"1359","19C","16F",0,5,27,0,"0","1","2","0","0","2","1","0","0","0","1","1"
"1360","37","16F",1,8,27,0,"0","1","2","0","0","1","1","0","0","0","0","0"
"1361","46","16F",0,2,27,0,"0","2","1","1","0","1","1","0","0","1","0","1"
"1362","2","16F",0,2,27,0,"1","1","2","0","0","2","1","0","0","0","0","0"
"1363","1","16F",2,28,27,0,"0","1","1","0","0","1","1","0","0","0","0","0"
"1364","10C","16F",0,2,27,0,"0","2","1","0","0","1","1","1","0","0","0","1"
"1365","4","16F",1,45,27,0,"0","2","1","0","0","1","1","0","0","1","1","1"
"1366","35A","16F",1,11,27,0,"0","2","2","0","0","1","1","0","0","0","0","0"
"1367","35C","16F",1,16,27,0,"0","2","2","0","0","1","1","0","0","0","0","0"
"1368","15A","16F",1,35,27,0,"0","2","2","1","0","1","2","0","0","0","0","1"
"1369","27","16F",0,4,27,0,"0","2","2","1","0","2","1","0","1","0","0","1"
"1370","10B","16F",0,12,27,0,"0","2","1","0","0","1","1","1","0","0","0","1"
"1371","19B","16F",0,9,27,0,"0","1","2","0","0","2","1","0","0","0","1","1"
"1372","11A","16F",4,32,27,0,"0","2","2","0","0","1","2","0","0","0","0","0"
"1373","8","16F",2,22,27,0,"1","2","2","0","0","1","1","0","0","0","0","0"
"1374","41A","16F",0,1,27,0,"1","2","2","0","0","2","1","0","0","0","0","0"
"1375","18A","16F",0,11,27,0,"0","2","2","1","0","2","2","0","0","0","0","1"
"1376","18C","16F",2,26,27,0,"0","2","2","0","0","2","2","0","0","0","0","0"
"1377","22F","16F",3,19,27,0,"1","2","2","0","0","2","1","0","0","0","0","0"
"1378","9L","16F",0,11,27,0,"1","2","2","1","0","1","1","0","0","0","1","1"
"1379","6F","16F",0,2,27,0,"0","2","2","0","0","2","1","1","0","0","0","0"
"1380","21","16F",1,18,27,0,"0","2","2","0","0","1","1","0","0","0","0","0"
"1381","12A","16F",0,7,27,0,"0","1","2","1","0","1","1","0","0","1","0","1"
"1382","13","16F",1,25,27,0,"0","2","2","1","0","1","1","1","0","0","0","1"
"1383","28A","16F",0,3,27,0,"0","1","1","0","0","1","1","0","1","0","0","0"
"1384","11C","16F",0,5,27,0,"0","2","2","0","0","1","2","0","0","0","0","1"
"1385","16F","16F",0,27,27,1,"0","2","2","0","0","2","2","0","0","0","0","0"
"1386","33D","16F",0,4,27,0,"0","2","2","0","0","1","1","1","0","0","0","1"
"1387","32F","16F",0,2,27,0,"0","1","2","0","0","2","1","0","1","0","0","0"
"1388","17F","16F",1,16,27,0,"0","2","2","0","0","2","1","0","0","0","0","0"
"1389","6B","16F",3,109,27,0,"0","2","2","0","0","2","1","1","0","0","0","0"
"1390","35F","16F",1,20,27,0,"0","2","1","0","0","1","1","1","0","0","0","0"
"1391","6A","16F",4,108,27,0,"0","2","2","0","0","2","1","1","0","0","0","0"
"1392","18B","16F",0,7,27,0,"0","2","2","0","0","2","2","0","0","0","0","0"
"1393","3","16F",2,45,27,0,"1","1","2","0","0","1","1","0","0","0","0","0"
"1394","11D","16F",0,1,27,0,"0","2","2","0","0","1","2","0","0","0","0","1"
"1395","31","16F",1,8,27,0,"1","2","1","0","0","2","1","0","0","0","0","0"
"1396","14","16F",2,49,27,0,"0","2","2","1","0","1","1","0","0","0","0","1"
"1397","33B","16F",0,8,27,0,"0","2","2","0","0","1","1","1","0","0","0","1"
"1398","24F","16F",0,11,27,0,"0","1","2","0","0","2","1","1","0","0","0","0"
"1399","33F","16F",1,14,27,0,"0","2","2","0","0","1","1","0","0","0","0","0"
"1400","42","16F",0,7,27,0,"0","2","2","0","0","1","1","0","0","0","0","0"
"1401","11E","16F",0,1,27,0,"0","2","2","0","0","1","2","0","0","0","0","0"
"1402","33C","16F",0,2,27,0,"0","2","1","0","0","1","1","1","0","0","0","1"
"1403","35B","16F",0,23,27,0,"0","2","2","0","0","1","1","1","0","0","0","1"
"1404","9V","16F",3,26,27,0,"1","2","2","0","0","1","1","0","0","0","1","1"
"1405","11B","16F",0,5,27,0,"0","2","2","1","0","1","1","1","0","0","0","1"
"1406","19F","16F",7,95,27,0,"0","1","2","0","0","2","1","0","0","0","1","1"
"1407","28F","16F",0,6,27,0,"0","1","2","0","0","2","2","0","1","0","0","0"
"1408","39","16F",0,5,27,0,"0","2","1","0","0","1","1","1","0","0","0","1"
"1409","9N","16F",1,15,27,0,"1","1","2","1","0","1","1","0","0","0","1","1"
"1410","7A","16F",0,5,27,0,"0","2","2","1","0","2","1","0","0","0","0","1"
"1411","15B/C","16F",2,38,27,0,"0","2","2","1","0","1","2","0","0","0","0","1"
"1412","34","16F",1,29,27,0,"0","2","2","0","0","1","1","1","0","0","0","0"
"1413","6G","16F",0,1,27,0,"0","2","2","0","0","2","1","1","0","0","0","0"
"1414","15F","16F",0,13,27,0,"0","2","2","1","0","1","1","0","1","0","0","1"
"1415","10A","16F",1,31,27,0,"0","2","1","0","0","1","1","1","0","0","0","1"
"1416","10F","16F",0,9,27,0,"0","2","1","0","0","1","1","1","0","0","0","1"
"1417","29","16F",0,17,27,0,"0","2","1","0","0","1","1","1","0","0","0","1"
"1418","45","16F",1,4,27,0,"0","2","1","1","0","2","2","0","0","1","0","1"
"1419","20B","16F",0,2,27,0,"0","2","2","1","0","1","1","0","0","0","0","1"
"1420","9A","16F",0,6,27,0,"1","2","2","0","0","1","1","0","0","0","1","1"
"1421","33A","16F",1,3,27,0,"0","2","2","0","0","1","1","0","0","0","0","0"
"1422","5","16F",0,11,27,0,"1","1","2","0","0","1","1","0","0","1","0","1"
"1423","12F","16F",2,20,27,0,"0","2","2","0","0","1","1","0","0","1","0","1"
"1424","18F","16F",0,7,27,0,"0","2","2","0","0","2","2","0","0","0","0","0"
"1425","11F","16F",0,2,27,0,"0","2","2","1","0","1","1","1","0","0","0","1"
"1426","39","17F",0,5,16,0,"0","2","1","0","2","1","0","1","0","0","0","1"
"1427","9L","17F",1,11,16,0,"1","2","2","1","2","1","0","0","0","0","1","1"
"1428","7F","17F",2,20,16,0,"0","2","2","1","2","2","0","0","0","0","0","1"
"1429","15A","17F",2,35,16,0,"0","2","2","1","2","1","1","0","0","0","0","1"
"1430","18F","17F",2,7,16,0,"0","2","2","0","2","2","1","0","0","0","0","0"
"1431","11C","17F",2,5,16,0,"0","2","2","0","2","1","1","0","0","0","0","1"
"1432","17F","17F",0,16,16,1,"0","2","2","0","2","2","0","0","0","0","0","0"
"1433","10A","17F",3,31,16,0,"0","2","1","0","2","1","0","1","0","0","0","1"
"1434","32F","17F",0,2,16,0,"0","1","2","0","2","2","0","0","1","0","0","0"
"1435","29","17F",2,17,16,0,"0","2","1","0","2","1","0","1","0","0","0","1"
"1436","20B","17F",0,2,16,0,"0","2","2","1","2","1","0","0","0","0","0","1"
"1437","18A","17F",2,11,16,0,"0","2","2","1","2","2","1","0","0","0","0","1"
"1438","6F","17F",1,2,16,0,"0","2","2","0","2","2","0","1","0","0","0","0"
"1439","41A","17F",0,1,16,0,"1","2","2","0","2","2","0","0","0","0","0","0"
"1440","6A","17F",4,108,16,0,"0","2","2","0","2","2","0","1","0","0","0","0"
"1441","7A","17F",0,5,16,0,"0","2","2","1","2","2","0","0","0","0","0","1"
"1442","4","17F",3,45,16,0,"0","2","1","0","2","1","0","0","0","1","1","1"
"1443","11D","17F",0,1,16,0,"0","2","2","0","2","1","1","0","0","0","0","1"
"1444","47A","17F",0,1,16,0,"0","2","2","1","2","1","0","1","0","0","0","1"
"1445","6B","17F",5,109,16,0,"0","2","2","0","2","2","0","1","0","0","0","0"
"1446","6G","17F",1,1,16,0,"0","2","2","0","2","2","0","1","0","0","0","0"
"1447","46","17F",0,2,16,0,"0","2","1","1","2","1","0","0","0","1","0","1"
"1448","9N","17F",2,15,16,0,"1","1","2","1","2","1","0","0","0","0","1","1"
"1449","14","17F",3,49,16,0,"0","2","2","1","2","1","0","0","0","0","0","1"
"1450","35C","17F",1,16,16,0,"0","2","2","0","2","1","0","0","0","0","0","0"
"1451","21","17F",3,18,16,0,"0","2","2","0","2","1","0","0","0","0","0","0"
"1452","9A","17F",1,6,16,0,"1","2","2","0","2","1","0","0","0","0","1","1"
"1453","13","17F",3,25,16,0,"0","2","2","1","2","1","0","1","0","0","0","1"
"1454","5","17F",0,11,16,0,"1","1","2","0","2","1","0","0","0","1","0","1"
"1455","37","17F",0,8,16,0,"0","1","2","0","2","1","0","0","0","0","0","0"
"1456","19C","17F",2,5,16,0,"0","1","2","0","2","2","0","0","0","0","1","1"
"1457","28A","17F",0,3,16,0,"0","1","1","0","2","1","0","0","1","0","0","0"
"1458","35A","17F",3,11,16,0,"0","2","2","0","2","1","0","0","0","0","0","0"
"1459","35B","17F",3,23,16,0,"0","2","2","0","2","1","0","1","0","0","0","1"
"1460","12A","17F",0,7,16,0,"0","1","2","1","2","1","0","0","0","1","0","1"
"1461","22F","17F",7,19,16,0,"1","2","2","0","2","2","0","0","0","0","0","0"
"1462","1","17F",4,28,16,0,"0","1","1","0","2","1","0","0","0","0","0","0"
"1463","11F","17F",1,2,16,0,"0","2","2","1","2","1","0","1","0","0","0","1"
"1464","33D","17F",0,4,16,0,"0","2","2","0","2","1","0","1","0","0","0","1"
"1465","18B","17F",3,7,16,0,"0","2","2","0","2","2","1","0","0","0","0","0"
"1466","25F","17F",0,2,16,0,"0","1","2","0","2","2","0","1","0","0","0","0"
"1467","2","17F",1,2,16,0,"1","1","2","0","2","2","0","0","0","0","0","0"
"1468","24F","17F",4,11,16,0,"0","1","2","0","2","2","0","1","0","0","0","0"
"1469","35F","17F",2,20,16,0,"0","2","1","0","2","1","0","1","0","0","0","0"
"1470","15B/C","17F",3,38,16,0,"0","2","2","1","2","1","1","0","0","0","0","1"
"1471","23F","17F",7,68,16,0,"0","2","2","0","2","2","1","0","0","0","0","0"
"1472","42","17F",2,7,16,0,"0","2","2","0","2","1","0","0","0","0","0","0"
"1473","33B","17F",1,8,16,0,"0","2","2","0","2","1","0","1","0","0","0","1"
"1474","31","17F",3,8,16,0,"1","2","1","0","2","2","0","0","0","0","0","0"
"1475","28F","17F",0,6,16,0,"0","1","2","0","2","2","1","0","1","0","0","0"
"1476","33F","17F",1,14,16,0,"0","2","2","0","2","1","0","0","0","0","0","0"
"1477","27","17F",0,4,16,0,"0","2","2","1","2","2","0","0","1","0","0","1"
"1478","6E","17F",2,15,16,0,"0","1","1","0","2","1","0","0","0","0","0","0"
"1479","12F","17F",2,20,16,0,"0","2","2","0","2","1","0","0","0","1","0","1"
"1480","24A","17F",1,3,16,0,"0","1","1","0","2","1","0","0","1","0","0","0"
"1481","11E","17F",0,1,16,0,"0","2","2","0","2","1","1","0","0","0","0","0"
"1482","10F","17F",1,9,16,0,"0","2","1","0","2","1","0","1","0","0","0","1"
"1483","19F","17F",5,95,16,0,"0","1","2","0","2","2","0","0","0","0","1","1"
"1484","10C","17F",1,2,16,0,"0","2","1","0","2","1","0","1","0","0","0","1"
"1485","11A","17F",3,32,16,0,"0","2","2","0","2","1","1","0","0","0","0","0"
"1486","19A","17F",4,103,16,0,"0","1","2","0","2","2","0","0","0","0","1","1"
"1487","33C","17F",0,2,16,0,"0","2","1","0","2","1","0","1","0","0","0","1"
"1488","11B","17F",0,5,16,0,"0","2","2","1","2","1","0","1","0","0","0","1"
"1489","16F","17F",1,27,16,0,"0","2","2","0","2","2","1","0","0","0","0","0"
"1490","19B","17F",1,9,16,0,"0","1","2","0","2","2","0","0","0","0","1","1"
"1491","9V","17F",3,26,16,0,"1","2","2","0","2","1","0","0","0","0","1","1"
"1492","10B","17F",1,12,16,0,"0","2","1","0","2","1","0","1","0","0","0","1"
"1493","15F","17F",2,13,16,0,"0","2","2","1","2","1","0","0","1","0","0","1"
"1494","20A","17F",0,1,16,0,"0","2","2","1","2","1","0","0","0","0","0","1"
"1495","34","17F",2,29,16,0,"0","2","2","0","2","1","0","1","0","0","0","0"
"1496","3","17F",6,45,16,0,"1","1","2","0","2","1","0","0","0","0","0","0"
"1497","45","17F",0,4,16,0,"0","2","1","1","2","2","1","0","0","1","0","1"
"1498","8","17F",2,22,16,0,"1","2","2","0","2","1","0","0","0","0","0","0"
"1499","33A","17F",1,3,16,0,"0","2","2","0","2","1","0","0","0","0","0","0"
"1500","18C","17F",3,26,16,0,"0","2","2","0","2","2","1","0","0","0","0","0"
"1501","6B","18A",5,109,11,0,"0","2","2","1","0","2","1","1","0","0","0","1"
"1502","9A","18A",2,6,11,0,"1","2","2","1","0","1","1","0","0","0","1","2"
"1503","42","18A",1,7,11,0,"0","2","2","1","0","1","1","0","0","0","0","1"
"1504","12A","18A",0,7,11,0,"0","1","2","2","0","1","1","0","0","1","0","2"
"1505","29","18A",1,17,11,0,"0","2","1","1","0","1","1","1","0","0","0","2"
"1506","3","18A",2,45,11,0,"1","1","2","1","0","1","1","0","0","0","0","1"
"1507","20B","18A",0,2,11,0,"0","2","2","2","0","1","1","0","0","0","0","2"
"1508","18C","18A",5,26,11,1,"0","2","2","1","0","2","2","0","0","0","0","1"
"1509","47A","18A",0,1,11,0,"0","2","2","2","0","1","1","1","0","0","0","2"
"1510","35A","18A",3,11,11,0,"0","2","2","1","0","1","1","0","0","0","0","1"
"1511","10A","18A",1,31,11,0,"0","2","1","1","0","1","1","1","0","0","0","2"
"1512","17F","18A",2,16,11,0,"0","2","2","1","0","2","1","0","0","0","0","1"
"1513","21","18A",2,18,11,0,"0","2","2","1","0","1","1","0","0","0","0","1"
"1514","35B","18A",2,23,11,0,"0","2","2","1","0","1","1","1","0","0","0","2"
"1515","11E","18A",0,1,11,0,"0","2","2","1","0","1","2","0","0","0","0","1"
"1516","39","18A",0,5,11,0,"0","2","1","1","0","1","1","1","0","0","0","2"
"1517","24A","18A",0,3,11,0,"0","1","1","1","0","1","1","0","1","0","0","1"
"1518","24F","18A",1,11,11,0,"0","1","2","1","0","2","1","1","0","0","0","1"
"1519","27","18A",0,4,11,0,"0","2","2","2","0","2","1","0","1","0","0","2"
"1520","6F","18A",1,2,11,0,"0","2","2","1","0","2","1","1","0","0","0","1"
"1521","34","18A",1,29,11,0,"0","2","2","1","0","1","1","1","0","0","0","1"
"1522","33D","18A",0,4,11,0,"0","2","2","1","0","1","1","1","0","0","0","2"
"1523","28A","18A",0,3,11,0,"0","1","1","1","0","1","1","0","1","0","0","1"
"1524","33C","18A",0,2,11,0,"0","2","1","1","0","1","1","1","0","0","0","2"
"1525","18B","18A",4,7,11,1,"0","2","2","1","0","2","2","0","0","0","0","1"
"1526","6A","18A",2,108,11,0,"0","2","2","1","0","2","1","1","0","0","0","1"
"1527","28F","18A",1,6,11,0,"0","1","2","1","0","2","2","0","1","0","0","1"
"1528","31","18A",2,8,11,0,"1","2","1","1","0","2","1","0","0","0","0","1"
"1529","22F","18A",3,19,11,0,"1","2","2","1","0","2","1","0","0","0","0","1"
"1530","11F","18A",1,2,11,0,"0","2","2","2","0","1","1","1","0","0","0","2"
"1531","9L","18A",2,11,11,0,"1","2","2","2","0","1","1","0","0","0","1","2"
"1532","11D","18A",0,1,11,0,"0","2","2","1","0","1","2","0","0","0","0","2"
"1533","9V","18A",3,26,11,0,"1","2","2","1","0","1","1","0","0","0","1","2"
"1534","25F","18A",0,2,11,0,"0","1","2","1","0","2","1","1","0","0","0","1"
"1535","7F","18A",1,20,11,0,"0","2","2","2","0","2","1","0","0","0","0","2"
"1536","11B","18A",0,5,11,0,"0","2","2","2","0","1","1","1","0","0","0","2"
"1537","10C","18A",1,2,11,0,"0","2","1","1","0","1","1","1","0","0","0","2"
"1538","9N","18A",2,15,11,0,"1","1","2","2","0","1","1","0","0","0","1","2"
"1539","41A","18A",0,1,11,0,"1","2","2","1","0","2","1","0","0","0","0","1"
"1540","10F","18A",1,9,11,0,"0","2","1","1","0","1","1","1","0","0","0","2"
"1541","45","18A",0,4,11,0,"0","2","1","2","0","2","2","0","0","1","0","2"
"1542","33F","18A",0,14,11,0,"0","2","2","1","0","1","1","0","0","0","0","1"
"1543","35C","18A",2,16,11,0,"0","2","2","1","0","1","1","0","0","0","0","1"
"1544","19B","18A",2,9,11,0,"0","1","2","1","0","2","1","0","0","0","1","2"
"1545","23F","18A",4,68,11,0,"0","2","2","1","0","2","2","0","0","0","0","1"
"1546","19A","18A",3,103,11,0,"0","1","2","1","0","2","1","0","0","0","1","2"
"1547","20A","18A",0,1,11,0,"0","2","2","2","0","1","1","0","0","0","0","2"
"1548","33B","18A",0,8,11,0,"0","2","2","1","0","1","1","1","0","0","0","2"
"1549","12F","18A",1,20,11,0,"0","2","2","1","0","1","1","0","0","1","0","2"
"1550","15F","18A",3,13,11,0,"0","2","2","2","0","1","1","0","1","0","0","2"
"1551","37","18A",0,8,11,0,"0","1","2","1","0","1","1","0","0","0","0","1"
"1552","35F","18A",1,20,11,0,"0","2","1","1","0","1","1","1","0","0","0","1"
"1553","11A","18A",4,32,11,0,"0","2","2","1","0","1","2","0","0","0","0","1"
"1554","33A","18A",0,3,11,0,"0","2","2","1","0","1","1","0","0","0","0","1"
"1555","1","18A",1,28,11,0,"0","1","1","1","0","1","1","0","0","0","0","1"
"1556","6G","18A",1,1,11,0,"0","2","2","1","0","2","1","1","0","0","0","1"
"1557","5","18A",0,11,11,0,"1","1","2","1","0","1","1","0","0","1","0","2"
"1558","32F","18A",0,2,11,0,"0","1","2","1","0","2","1","0","1","0","0","1"
"1559","15B/C","18A",4,38,11,0,"0","2","2","2","0","1","2","0","0","0","0","2"
"1560","18F","18A",3,7,11,1,"0","2","2","1","0","2","2","0","0","0","0","1"
"1561","46","18A",0,2,11,0,"0","2","1","2","0","1","1","0","0","1","0","2"
"1562","18A","18A",0,11,11,1,"0","2","2","2","0","2","2","0","0","0","0","2"
"1563","15A","18A",3,35,11,0,"0","2","2","2","0","1","2","0","0","0","0","2"
"1564","16F","18A",0,27,11,0,"0","2","2","1","0","2","2","0","0","0","0","1"
"1565","19C","18A",1,5,11,0,"0","1","2","1","0","2","1","0","0","0","1","2"
"1566","2","18A",1,2,11,0,"1","1","2","1","0","2","1","0","0","0","0","1"
"1567","6E","18A",2,15,11,0,"0","1","1","1","0","1","1","0","0","0","0","1"
"1568","13","18A",2,25,11,0,"0","2","2","2","0","1","1","1","0","0","0","2"
"1569","19F","18A",3,95,11,0,"0","1","2","1","0","2","1","0","0","0","1","2"
"1570","4","18A",2,45,11,0,"0","2","1","1","0","1","1","0","0","1","1","2"
"1571","8","18A",2,22,11,0,"1","2","2","1","0","1","1","0","0","0","0","1"
"1572","7A","18A",0,5,11,0,"0","2","2","2","0","2","1","0","0","0","0","2"
"1573","11C","18A",2,5,11,0,"0","2","2","1","0","1","2","0","0","0","0","2"
"1574","14","18A",4,49,11,0,"0","2","2","2","0","1","1","0","0","0","0","2"
"1575","10B","18A",0,12,11,0,"0","2","1","1","0","1","1","1","0","0","0","2"
"1576","42","18B",2,7,7,0,"0","2","2","0","0","1","1","0","0","0","0","0"
"1577","9V","18B",2,26,7,0,"1","2","2","0","0","1","1","0","0","0","1","1"
"1578","11B","18B",0,5,7,0,"0","2","2","1","0","1","1","1","0","0","0","1"
"1579","35B","18B",2,23,7,0,"0","2","2","0","0","1","1","1","0","0","0","1"
"1580","19C","18B",1,5,7,0,"0","1","2","0","0","2","1","0","0","0","1","1"
"1581","15F","18B",1,13,7,0,"0","2","2","1","0","1","1","0","1","0","0","1"
"1582","23F","18B",3,68,7,0,"0","2","2","0","0","2","2","0","0","0","0","0"
"1583","41A","18B",0,1,7,0,"1","2","2","0","0","2","1","0","0","0","0","0"
"1584","10C","18B",1,2,7,0,"0","2","1","0","0","1","1","1","0","0","0","1"
"1585","35A","18B",2,11,7,0,"0","2","2","0","0","1","1","0","0","0","0","0"
"1586","18A","18B",4,11,7,1,"0","2","2","1","0","2","2","0","0","0","0","1"
"1587","37","18B",0,8,7,0,"0","1","2","0","0","1","1","0","0","0","0","0"
"1588","11F","18B",1,2,7,0,"0","2","2","1","0","1","1","1","0","0","0","1"
"1589","20B","18B",0,2,7,0,"0","2","2","1","0","1","1","0","0","0","0","1"
"1590","12A","18B",0,7,7,0,"0","1","2","1","0","1","1","0","0","1","0","1"
"1591","28A","18B",0,3,7,0,"0","1","1","0","0","1","1","0","1","0","0","0"
"1592","10F","18B",1,9,7,0,"0","2","1","0","0","1","1","1","0","0","0","1"
"1593","5","18B",0,11,7,0,"1","1","2","0","0","1","1","0","0","1","0","1"
"1594","25F","18B",0,2,7,0,"0","1","2","0","0","2","1","1","0","0","0","0"
"1595","34","18B",2,29,7,0,"0","2","2","0","0","1","1","1","0","0","0","0"
"1596","19F","18B",2,95,7,0,"0","1","2","0","0","2","1","0","0","0","1","1"
"1597","29","18B",1,17,7,0,"0","2","1","0","0","1","1","1","0","0","0","1"
"1598","19A","18B",4,103,7,0,"0","1","2","0","0","2","1","0","0","0","1","1"
"1599","18F","18B",5,7,7,1,"0","2","2","0","0","2","2","0","0","0","0","0"
"1600","15B/C","18B",2,38,7,0,"0","2","2","1","0","1","2","0","0","0","0","1"
"1601","16F","18B",0,27,7,0,"0","2","2","0","0","2","2","0","0","0","0","0"
