"","phylo.grp","In_Silico_Serotype"
"152","1_8","19A"
"153","1_8","19A"
"154","1_8","19A"
"155","1_8","19A"
"156","1_8","19A"
"157","1_8","19F"
"158","1_8","19A"
"159","1_8","19A"
"160","1_8","19F"
"161","1_8","19A"
"162","1_8","19F"
"163","1_8","19F"
"164","1_8","19F"
"165","1_23","19F"
"166","1_8","19F"
"167","1_8","19F"
"168","1_8","19F"
"169","1_8","19F"
"170","1_8","19F"
"171","1_23","19F"
"172","1_23","19F"
"173","1_8","19F"
"174","1_23","19F"
"175","1_23","19F"
"176","1_8","19F"
"177","1_23","19F"
"178","1_8","19F"
"179","1_23","19F"
"180","1_8","19F"
"181","1_8","19F"
"182","1_22","19F"
"183","1_8","19F"
"184","1_8","19A"
"185","1_8","19F"
"186","1_8","19A"
"187","1_8","19A"
"188","1_8","19A"
"189","1_8","19A"
"190","1_8","19A"
"191","1_8","19F"
"192","1_15","19F"
"193","1_12","19F"
"194","1_10","19F"
"195","1_8","19F"
"196","1_8","19F"
"197","1_23","19F"
"198","1_8","19F"
"199","1_23","19F"
"200","1_23","19F"
"201","1_8","19F"
"202","1_23","19F"
"203","1_23","19F"
"204","1_16","19F"
"205","1_14","19F"
"206","1_8","19F"
"207","1_8","19F"
"208","1_8","19F"
"209","1_8","19F"
"210","1_8","19F"
"211","1_8","19F"
"212","1_23","19F"
"213","1_23","19F"
"214","1_8","19F"
"215","1_8","19F"
"216","1_23","19F"
"217","1_8","19F"
"218","1_8","19F"
"219","1_8","19F"
"220","1_8","19F"
"221","1_8","19A"
"222","1_8","19A"
"223","1_8","19A"
"224","1_8","19A"
"225","1_8","19A"
"226","1_8","19A"
"227","1_8","19A"
"228","1_8","19A"
"229","1_8","19A"
"230","1_8","19A"
"231","1_8","19A"
"232","1_8","19A"
"233","1_8","19A"
"234","1_8","19A"
"235","1_8","19A"
"236","1_8","19F"
"237","1_8","19A"
"238","1_8","19A"
"239","1_8","19A"
"240","1_8","19A"
"241","1_8","19A"
"242","1_8","19A"
"243","1_8","19A"
"244","1_8","19A"
"245","1_8","19A"
"246","1_8","19F"
"247","1_8","19F"
"248","1_8","19A"
"249","1_8","19A"
"250","1_8","19F"
"251","1_23","19F"
"252","1_23","19F"
"253","1_8","19F"
"254","1_8","3"
"255","1_8","19F"
"256","1_23","19F"
"257","1_8","19A"
"258","1_8","19F"
"259","1_8","19F"
"260","1_23","19F"
"261","1_8","19A"
"262","1_15","19F"
"263","1_15","19F"
"264","1_15","19F"
"265","1_15","19F"
"266","1_15","19F"
"267","1_20","19F"
"268","1_15","19F"
"269","1_15","19F"
"270","1_4","19A"
"271","1_9","19F"
"272","1_3","19A"
"273","1_8","19F"
"274","1_8","19F"
"275","1_8","19A"
"276","1_8","19A"
"277","1_8","19A"
"278","1_8","19F"
"279","1_8","19F"
"280","1_8","19F"
"281","1_8","19F"
"282","1_7","19F"
"283","1_8","19A"
"284","1_8","19F"
"285","1_8","19A"
"286","1_8","19F"
"287","1_8","19A"
"288","1_8","19F"
"289","1_8","19A"
"290","1_8","19A"
"291","1_8","19F"
"292","1_8","19A"
"293","1_8","19F"
"294","1_8","19A"
"295","1_8","19F"
"296","1_8","19A"
"297","1_8","19A"
"298","1_8","19A"
"299","1_23","19F"
"300","1_23","19F"
"301","1_8","3"
"302","1_23","19F"
"303","1_23","19F"
"304","1_23","19F"
"305","1_23","19F"
"306","1_16","19F"
"307","1_23","19F"
"308","1_8","19F"
"309","1_8","19F"
"310","1_8","19F"
"311","1_8","19F"
"312","1_8","23F"
"313","1_8","19F"
"314","1_19","19F"
"315","1_18","19F"
"316","1_8","19F"
"317","1_23","19F"
"318","1_8","19F"
"319","1_8","19F"
"320","1_23","19F"
"321","1_8","19F"
"322","1_23","19F"
"323","1_8","19F"
"324","1_8","19F"
"325","1_23","19F"
"326","1_23","19F"
"327","1_8","19F"
"328","1_8","19F"
"329","1_23","19F"
"330","1_8","19F"
"331","1_23","19F"
"332","1_8","19F"
"333","1_8","19F"
"334","1_22","19F"
"335","1_22","19F"
"336","1_22","19F"
"337","1_22","19F"
"338","1_22","19F"
"339","1_8","19F"
"340","1_23","19F"
"341","1_23","19F"
"342","1_23","19F"
"343","1_23","19F"
"344","1_23","19F"
"345","1_8","19F"
"346","1_23","19F"
"347","1_23","19F"
"348","1_23","19F"
"349","1_8","19F"
"350","1_8","19F"
"351","1_23","19F"
"352","1_8","19F"
"353","1_8","19F"
"354","1_11","19F"
"355","1_15","19F"
"356","1_1","19A"
"357","1_8","19A"
"358","1_15","19F"
"359","1_17","19F"
"360","1_8","19F"
"361","1_7","19F"
"362","1_8","19F"
"363","1_8","19F"
"364","1_8","14"
"365","1_7","19F"
"366","1_8","19F"
"367","1_7","19F"
"368","1_7","19F"
"369","1_8","19F"
"370","1_7","19F"
"371","1_7","19F"
"372","1_7","19F"
"373","1_8","19F"
"374","1_7","19F"
"375","1_8","19F"
"376","1_8","19F"
"377","1_8","19F"
"378","1_8","19F"
"379","1_8","19F"
"380","1_8","19F"
"381","1_8","19F"
"382","1_8","19F"
"383","1_8","19F"
"384","1_8","19F"
"385","1_8","19A"
"386","1_8","19A"
"387","1_8","19A"
"388","1_8","19F"
"389","1_8","19F"
"390","1_8","19F"
"391","1_8","19A"
"392","1_8","19A"
"393","1_8","19F"
"394","1_8","19A"
"395","1_8","19A"
"396","1_8","19F"
"397","1_8","19F"
"398","1_8","19F"
"399","1_8","19A"
"400","1_8","19F"
"401","1_8","19F"
"402","1_8","19F"
"403","1_8","19F"
"404","1_8","19F"
"405","1_8","19F"
"406","1_7","19F"
"407","1_8","19F"
"408","1_8","19F"
"409","1_7","19F"
"410","1_8","19F"
"411","1_8","19F"
"412","1_8","19A"
"413","1_8","19A"
"414","1_8","19A"
"415","1_8","19F"
"416","1_8","19F"
"417","1_8","19F"
"418","1_8","19F"
"419","1_8","19A"
"420","1_8","19F"
"421","1_8","19F"
"422","1_8","19A"
"423","1_8","19A"
"424","1_8","19F"
"425","1_8","6C"
"426","1_8","19F"
"427","1_8","19F"
"428","1_8","19F"
"429","1_8","19F"
"430","1_8","19F"
"431","1_8","19F"
"432","1_8","19A"
"433","1_8","19A"
"434","1_8","19F"
"435","1_8","19F"
"436","1_8","19F"
"437","1_8","19A"
"438","1_8","19F"
"439","1_8","19F"
"440","1_8","19F"
"441","1_5","19F"
"442","1_8","19F"
"443","1_8","19F"
"444","1_8","19A"
"445","1_8","19F"
"446","1_8","19F"
"447","1_8","19F"
"448","1_8","19F"
"449","1_8","19F"
"450","1_8","19F"
"451","1_8","19A"
"452","1_8","19A"
"453","1_8","19F"
"454","1_8","19F"
"455","1_8","19F"
"456","1_8","19A"
"457","1_2","19A"
"458","1_21","19F"
"459","1_8","19F"
"460","1_8","19A"
"461","1_7","19F"
"462","1_8","19A"
"463","1_8","19A"
"464","1_8","19A"
"465","1_8","19A"
"466","1_8","19A"
"467","1_8","19A"
"468","1_8","19A"
"469","1_8","19A"
"470","1_8","19A"
"471","1_8","19A"
"472","1_8","19A"
"473","1_8","19F"
"474","1_8","19F"
"475","1_8","19F"
"476","1_8","19F"
"477","1_6","19F"
"478","1_8","19F"
"479","1_8","19F"
"480","1_8","19A"
"481","1_8","19F"
"482","1_8","19F"
"483","1_8","19A"
"484","1_8","19F"
"485","1_8","19A"
"486","1_8","19A"
"487","1_8","19A"
"488","1_8","19A"
"489","1_8","19A"
"490","1_8","19A"
"491","1_8","19A"
"492","1_8","19A"
"493","1_8","19A"
"494","1_8","19F"
"495","1_8","19A"
"496","1_8","19F"
"497","1_8","19F"
"498","1_8","19A"
"499","1_8","19A"
"500","1_8","19F"
"501","1_8","19F"
"502","1_8","19F"
"503","1_8","19A"
"504","1_8","19A"
"505","2_18","1"
"506","2_19","1"
"507","2_19","1"
"508","2_19","1"
"509","2_11","1"
"510","2_7","1"
"511","2_15","1"
"512","2_18","1"
"513","2_15","1"
"514","2_15","1"
"515","2_15","1"
"516","2_15","1"
"517","2_15","1"
"518","2_19","1"
"519","2_15","1"
"520","2_15","1"
"521","2_15","1"
"522","2_15","1"
"523","2_15","1"
"524","2_15","1"
"525","2_19","1"
"526","2_15","1"
"527","2_15","1"
"528","2_19","1"
"529","2_15","1"
"530","2_15","1"
"531","2_15","1"
"532","2_17","1"
"533","2_15","1"
"534","2_15","1"
"535","2_15","1"
"536","2_15","1"
"537","2_18","1"
"538","2_18","1"
"539","2_18","1"
"540","2_18","1"
"541","2_18","1"
"542","2_18","1"
"543","2_18","1"
"544","2_18","1"
"545","2_18","1"
"546","2_18","1"
"547","2_13","1"
"548","2_13","1"
"549","2_13","1"
"550","2_13","1"
"551","2_13","1"
"552","2_13","1"
"553","2_16","1"
"554","2_16","1"
"555","2_13","1"
"556","2_13","1"
"557","2_16","1"
"558","2_13","1"
"559","2_13","1"
"560","2_13","1"
"561","2_13","1"
"562","2_13","1"
"563","2_13","1"
"564","2_13","1"
"565","2_13","1"
"566","2_13","1"
"567","2_13","1"
"568","2_13","1"
"569","2_16","1"
"570","2_16","1"
"571","2_13","1"
"572","2_16","1"
"573","2_16","1"
"574","2_16","1"
"575","2_13","1"
"576","2_13","1"
"577","2_13","1"
"578","2_13","1"
"579","2_18","1"
"580","2_18","1"
"581","2_13","1"
"582","2_16","1"
"583","2_16","1"
"584","2_16","1"
"585","2_13","1"
"586","2_13","1"
"587","2_16","1"
"588","2_13","1"
"589","2_13","1"
"590","2_13","1"
"591","2_13","1"
"592","2_13","1"
"593","2_13","1"
"594","2_13","1"
"595","2_13","1"
"596","2_13","1"
"597","2_13","1"
"598","2_13","1"
"599","2_16","1"
"600","2_13","1"
"601","2_13","1"
"602","2_13","1"
"603","2_13","1"
"604","2_13","1"
"605","2_13","1"
"606","2_3","1"
"607","2_2","1"
"608","2_16","1"
"609","2_13","1"
"610","2_13","1"
"611","2_13","1"
"612","2_16","1"
"613","2_13","1"
"614","2_18","1"
"615","2_13","1"
"616","2_13","1"
"617","2_1","1"
"618","2_13","1"
"619","2_13","1"
"620","2_16","1"
"621","2_13","1"
"622","2_13","1"
"623","2_13","1"
"624","2_13","1"
"625","2_13","1"
"626","2_16","1"
"627","2_16","1"
"628","2_18","1"
"629","2_13","1"
"630","2_16","1"
"631","2_13","1"
"632","2_13","1"
"633","2_13","1"
"634","2_13","1"
"635","2_13","1"
"636","2_15","1"
"637","2_13","1"
"638","2_13","1"
"639","2_16","1"
"640","2_16","1"
"641","2_19","1"
"642","2_13","1"
"643","2_13","1"
"644","2_13","1"
"645","2_13","1"
"646","2_13","1"
"647","2_13","1"
"648","2_16","1"
"649","2_13","1"
"650","2_13","1"
"651","2_13","1"
"652","2_13","1"
"653","2_13","1"
"654","2_13","1"
"655","2_16","1"
"656","2_16","1"
"657","2_13","1"
"658","2_13","1"
"659","2_13","1"
"660","2_13","1"
"661","2_13","1"
"662","2_16","1"
"663","2_13","1"
"664","2_13","1"
"665","2_13","1"
"666","2_13","1"
"667","2_16","1"
"668","2_13","1"
"669","2_13","1"
"670","2_13","1"
"671","2_13","1"
"672","2_13","1"
"673","2_13","1"
"674","2_16","1"
"675","2_13","1"
"676","2_16","1"
"677","2_13","1"
"678","2_18","1"
"679","2_13","1"
"680","2_13","1"
"681","2_16","1"
"682","2_16","1"
"683","2_13","1"
"684","2_16","1"
"685","2_13","1"
"686","2_13","1"
"687","2_18","1"
"688","2_18","1"
"689","2_18","1"
"690","2_18","1"
"691","2_18","1"
"692","2_18","1"
"693","2_18","1"
"694","2_18","1"
"695","2_18","1"
"696","2_18","1"
"697","2_18","1"
"698","2_18","1"
"699","2_18","1"
"700","2_18","1"
"701","2_18","1"
"702","2_18","1"
"703","2_18","1"
"704","2_18","1"
"705","2_18","1"
"706","2_18","1"
"707","2_18","1"
"708","2_18","1"
"709","2_18","1"
"710","2_18","1"
"711","2_19","1"
"712","2_18","1"
"713","2_18","1"
"714","2_19","1"
"715","2_18","1"
"716","2_18","1"
"717","2_18","1"
"718","2_18","1"
"719","2_18","1"
"720","2_18","1"
"721","2_18","1"
"722","2_18","1"
"723","2_19","1"
"724","2_18","1"
"725","2_15","1"
"726","2_18","1"
"727","2_18","1"
"728","2_18","1"
"729","2_19","1"
"730","2_19","1"
"731","2_15","1"
"732","2_15","1"
"733","2_15","1"
"734","2_15","1"
"735","2_18","1"
"736","2_18","1"
"737","2_18","1"
"738","2_15","1"
"739","2_15","1"
"740","2_19","1"
"741","2_19","1"
"742","2_15","1"
"743","2_18","1"
"744","2_19","1"
"745","2_16","1"
"746","2_13","1"
"747","2_13","1"
"748","2_13","1"
"749","2_13","1"
"750","2_13","1"
"751","2_13","1"
"752","2_13","1"
"753","2_13","1"
"754","2_13","1"
"755","2_16","1"
"756","2_13","1"
"757","2_13","1"
"758","2_18","1"
"759","2_13","1"
"760","2_13","1"
"761","2_16","1"
"762","2_13","1"
"763","2_13","1"
"764","2_19","1"
"765","2_13","1"
"766","2_13","1"
"767","2_13","1"
"768","2_13","1"
"769","2_13","1"
"770","2_13","1"
"771","2_13","1"
"772","2_13","1"
"773","2_16","1"
"774","2_18","1"
"775","2_13","1"
"776","2_16","1"
"777","2_13","1"
"778","2_13","1"
"779","2_13","1"
"780","2_13","1"
"781","2_19","1"
"782","2_18","1"
"783","2_18","1"
"784","2_19","1"
"785","2_18","1"
"786","2_18","1"
"787","2_18","1"
"788","2_18","1"
"789","2_19","1"
"790","2_19","1"
"791","2_13","1"
"792","2_13","1"
"793","2_13","1"
"794","2_13","1"
"795","2_13","1"
"796","2_13","1"
"797","2_13","1"
"798","2_13","1"
"799","2_13","1"
"800","2_13","1"
"801","2_13","1"
"802","2_13","1"
"803","2_18","1"
"804","2_13","1"
"805","2_13","1"
"806","2_13","1"
"807","2_13","1"
"808","2_13","1"
"809","2_13","1"
"810","2_13","1"
"811","2_16","1"
"812","2_13","1"
"813","2_13","1"
"814","2_13","1"
"815","2_13","1"
"816","2_13","1"
"817","2_13","1"
"818","2_13","1"
"819","2_16","1"
"820","2_13","1"
"821","2_13","1"
"822","2_13","1"
"823","2_13","1"
"824","2_13","1"
"825","2_13","1"
"826","2_16","1"
"827","2_16","1"
"828","2_13","1"
"829","2_13","1"
"830","2_13","1"
"831","2_13","1"
"832","2_16","1"
"833","2_19","1"
"834","2_16","1"
"835","2_16","1"
"836","2_16","1"
"837","2_13","1"
"838","2_13","1"
"839","2_13","1"
"840","2_16","1"
"841","2_13","1"
"842","2_13","1"
"843","2_13","1"
"844","2_16","1"
"845","2_13","1"
"846","2_13","1"
"847","2_13","1"
"848","2_13","1"
"849","2_13","1"
"850","2_13","1"
"851","2_18","1"
"852","2_13","1"
"853","2_13","1"
"854","2_13","1"
"855","2_13","1"
"856","2_13","1"
"857","2_16","1"
"858","2_13","1"
"859","2_13","1"
"860","2_13","1"
"861","2_13","1"
"862","2_13","1"
"863","2_13","1"
"864","2_13","1"
"865","2_13","1"
"866","2_13","1"
"867","2_16","1"
"868","2_13","1"
"869","2_19","1"
"870","2_13","1"
"871","2_16","1"
"872","2_13","1"
"873","2_18","1"
"874","2_13","1"
"875","2_19","1"
"876","2_13","1"
"877","2_13","1"
"878","2_13","1"
"879","2_13","1"
"880","2_16","1"
"881","2_13","1"
"882","2_16","1"
"883","2_13","1"
"884","2_13","1"
"885","2_13","1"
"886","2_13","1"
"887","2_13","1"
"888","2_13","1"
"889","2_13","1"
"890","2_13","1"
"891","2_18","1"
"892","2_13","1"
"893","2_13","1"
"894","2_13","1"
"895","2_18","1"
"896","2_13","1"
"897","2_18","1"
"898","2_13","1"
"899","2_13","1"
"900","2_13","1"
"901","2_13","1"
"902","2_13","1"
"903","2_16","1"
"904","2_13","1"
"905","2_18","1"
"906","2_18","1"
"907","2_18","1"
"908","2_18","1"
"909","2_18","1"
"910","2_18","1"
"911","2_18","1"
"912","2_18","1"
"913","2_18","1"
"914","2_18","1"
"915","2_18","1"
"916","2_18","1"
"917","2_18","1"
"918","2_18","1"
"919","2_13","1"
"920","2_18","1"
"921","2_18","1"
"922","2_18","1"
"923","2_18","1"
"924","2_18","1"
"925","2_18","1"
"926","2_18","1"
"927","2_18","1"
"928","2_18","1"
"929","2_18","1"
"930","2_18","1"
"931","2_18","1"
"932","2_18","1"
"933","2_18","1"
"934","2_18","1"
"935","2_19","1"
"936","2_18","1"
"937","2_18","1"
"938","2_18","1"
"939","2_18","1"
"940","2_18","1"
"941","2_18","1"
"942","2_18","1"
"943","2_18","1"
"944","2_18","1"
"945","2_18","1"
"946","2_18","1"
"947","2_18","1"
"948","2_18","1"
"949","2_18","1"
"950","2_18","1"
"951","2_15","1"
"952","2_13","1"
"953","2_18","1"
"954","2_15","1"
"955","2_18","1"
"956","2_18","1"
"957","2_18","1"
"958","2_18","1"
"959","2_14","1"
"960","2_18","1"
"961","2_18","1"
"962","2_18","1"
"963","2_18","1"
"964","2_18","1"
"965","2_18","1"
"966","2_18","1"
"967","2_18","1"
"968","2_18","1"
"969","2_18","1"
"970","2_18","1"
"971","2_18","1"
"972","2_18","1"
"973","2_18","1"
"974","2_18","1"
"975","2_18","1"
"976","2_18","1"
"977","2_18","1"
"978","2_18","1"
"979","2_18","1"
"980","2_18","1"
"981","2_18","1"
"982","2_18","1"
"983","2_18","1"
"984","2_18","1"
"985","2_18","1"
"986","2_18","1"
"987","2_18","1"
"988","2_18","1"
"989","2_18","1"
"990","2_18","1"
"991","2_18","1"
"992","2_18","1"
"993","2_18","1"
"994","2_13","1"
"995","2_13","1"
"996","2_13","1"
"997","2_18","1"
"998","2_16","1"
"999","2_16","1"
"1000","2_16","1"
"1001","2_18","1"
"1002","2_18","1"
"1003","2_18","1"
"1004","2_13","1"
"1005","2_13","1"
"1006","2_13","1"
"1007","2_13","1"
"1008","2_18","1"
"1009","2_13","1"
"1010","2_13","1"
"1011","2_18","1"
"1012","2_16","1"
"1013","2_18","1"
"1014","2_16","1"
"1015","2_13","1"
"1016","2_16","1"
"1017","2_13","1"
"1018","2_13","1"
"1019","2_18","1"
"1020","2_18","1"
"1021","2_18","1"
"1022","2_18","1"
"1023","2_18","1"
"1024","2_18","1"
"1025","2_18","1"
"1026","2_18","1"
"1027","2_18","1"
"1028","2_18","1"
"1029","2_18","1"
"1030","2_18","1"
"1031","2_18","1"
"1032","2_18","1"
"1033","2_18","1"
"1034","2_18","1"
"1035","2_18","1"
"1036","2_18","1"
"1037","2_18","1"
"1038","2_18","1"
"1039","2_18","1"
"1040","2_18","1"
"1041","2_18","1"
"1042","2_18","1"
"1043","2_18","1"
"1044","2_18","1"
"1045","2_18","1"
"1046","2_18","1"
"1047","2_18","1"
"1048","2_18","1"
"1049","2_18","1"
"1050","2_18","1"
"1051","2_18","1"
"1052","2_18","1"
"1053","2_18","1"
"1054","2_18","1"
"1055","2_18","1"
"1056","2_18","1"
"1057","2_18","1"
"1058","2_18","1"
"1059","2_18","1"
"1060","2_18","1"
"1061","2_18","1"
"1062","2_18","1"
"1063","2_18","1"
"1064","2_18","1"
"1065","2_18","1"
"1066","2_18","1"
"1067","2_18","1"
"1068","2_18","1"
"1069","2_18","1"
"1070","2_18","1"
"1071","2_18","1"
"1072","2_18","1"
"1073","2_18","1"
"1074","2_18","1"
"1075","2_18","1"
"1076","2_18","1"
"1077","2_18","1"
"1078","2_18","1"
"1079","2_18","1"
"1080","2_18","1"
"1081","2_18","1"
"1082","2_18","1"
"1083","2_18","1"
"1084","2_18","1"
"1085","2_18","1"
"1086","2_18","1"
"1087","2_18","1"
"1088","2_18","1"
"1089","2_18","1"
"1090","2_9","1"
"1091","2_10","1"
"1092","2_15","1"
"1093","2_15","1"
"1094","2_15","1"
"1095","2_15","1"
"1096","2_18","1"
"1097","2_18","1"
"1098","2_15","1"
"1099","2_18","1"
"1100","2_18","1"
"1101","2_18","1"
"1102","2_18","1"
"1103","2_18","1"
"1104","2_18","1"
"1105","2_19","1"
"1106","2_18","1"
"1107","2_18","1"
"1108","2_18","1"
"1109","2_18","1"
"1110","2_18","1"
"1111","2_15","1"
"1112","2_19","1"
"1113","2_15","1"
"1114","2_18","1"
"1115","2_18","1"
"1116","2_18","1"
"1117","2_18","1"
"1118","2_18","1"
"1119","2_18","1"
"1120","2_15","1"
"1121","2_18","1"
"1122","2_18","1"
"1123","2_18","1"
"1124","2_15","1"
"1125","2_15","1"
"1126","2_18","1"
"1127","2_18","1"
"1128","2_18","1"
"1129","2_15","1"
"1130","2_15","1"
"1131","2_15","1"
"1132","2_18","1"
"1133","2_19","1"
"1134","2_18","1"
"1135","2_15","1"
"1136","2_18","1"
"1137","2_18","1"
"1138","2_18","1"
"1139","2_18","1"
"1140","2_18","1"
"1141","2_18","1"
"1142","2_4","1"
"1143","2_18","1"
"1144","2_5","1"
"1145","2_18","1"
"1146","2_18","1"
"1147","2_18","1"
"1148","2_18","1"
"1149","2_18","1"
"1150","2_18","1"
"1151","2_18","1"
"1152","2_18","1"
"1153","2_18","1"
"1154","2_14","1"
"1155","2_18","1"
"1156","2_18","1"
"1157","2_18","1"
"1158","2_18","1"
"1159","2_18","1"
"1160","2_18","1"
"1161","2_18","1"
"1162","2_18","1"
"1163","2_18","1"
"1164","2_18","1"
"1165","2_18","1"
"1166","2_18","1"
"1167","2_18","1"
"1168","2_8","1"
"1169","2_6","1"
"1170","2_12","1"
"1171","2_19","1"
"1172","2_19","1"
"1173","2_19","1"
"1174","2_19","1"
"1175","2_19","1"
"1176","2_19","1"
"1177","2_19","1"
"1178","2_19","1"
"1179","2_19","1"
"1180","2_19","1"
"1181","2_19","1"
"1182","2_19","1"
"1183","2_19","1"
"1184","2_19","1"
"1185","2_19","1"
"1186","2_19","1"
"1187","2_19","1"
"1188","2_19","1"
"1189","2_19","1"
"1190","2_19","1"
"1191","2_19","1"
"1192","2_19","1"
"1193","2_19","1"
"1194","2_19","1"
"1195","2_19","1"
"1196","2_19","1"
"1197","2_19","1"
"1198","2_19","1"
"1199","2_19","1"
"1200","2_19","1"
"1201","2_19","1"
"1202","2_19","1"
"1203","2_19","1"
"1204","2_19","1"
"1205","2_19","1"
"1206","2_19","1"
"1207","2_19","1"
"1208","2_19","1"
"1209","2_19","1"
"1210","2_19","1"
"1211","2_19","1"
"1212","2_19","1"
"1213","2_19","1"
"1214","2_19","1"
"1215","2_19","1"
"1216","2_19","1"
"1217","2_19","1"
"1218","2_19","1"
"1219","2_19","1"
"1220","2_19","1"
"1221","2_19","1"
"1222","2_19","1"
"1223","2_19","1"
"1224","2_19","1"
"1225","2_19","1"
"1226","2_19","1"
"1227","2_19","1"
"1228","2_19","1"
"1229","2_19","1"
"1230","2_19","1"
"1231","2_19","1"
"1232","2_19","1"
"1233","2_19","1"
"1234","2_19","1"
"1235","2_19","1"
"1236","2_19","1"
"1237","2_19","1"
"1238","2_19","1"
"1239","2_19","1"
"1240","2_19","1"
"1241","2_19","1"
"1242","2_19","1"
"1243","2_19","1"
"1244","2_19","1"
"1245","2_19","1"
"1246","2_19","1"
"1247","2_19","1"
"1248","2_19","1"
"1249","2_19","1"
"1250","2_19","1"
"1251","2_19","1"
"1252","2_19","1"
"1253","2_19","1"
"1254","2_19","1"
"1255","2_19","1"
"1256","2_19","1"
"1257","2_19","1"
"1258","2_19","1"
"1259","2_19","1"
"1260","2_19","1"
"1261","2_19","1"
"1262","2_19","1"
"1263","2_19","1"
"1264","2_19","1"
"1265","2_19","1"
"1266","2_19","1"
"1267","2_19","1"
"1268","2_19","1"
"1269","2_19","1"
"1270","2_19","1"
"1271","2_19","1"
"1272","2_19","1"
"1273","2_19","1"
"1274","2_19","1"
"1275","2_19","1"
"1276","2_18","1"
"1277","2_18","1"
"1278","2_18","1"
"1279","2_18","1"
"1280","2_18","1"
"1281","2_18","1"
"1282","2_18","1"
"1283","2_18","1"
"1284","2_18","1"
"1285","2_18","1"
"1286","2_18","1"
"1287","3_84","18C"
"1288","3_84","33F"
"1289","3_84","33F"
"1290","3_84","33F"
"1291","3_84","33F"
"1292","3_85","11A"
"1293","3_84","33F"
"1294","3_67","33F"
"1295","3_84","18C"
"1296","3_85","11A"
"1297","3_84","33F"
"1298","3_85","11A"
"1299","3_51","23F"
"1300","3_53","33F"
"1301","3_85","11A"
"1302","3_52","33F"
"1303","3_85","11A"
"1304","3_84","33F"
"1305","3_85","11A"
"1306","3_84","33F"
"1307","3_84","33F"
"1308","3_84","33F"
"1309","3_85","11A"
"1310","3_222","8"
"1311","3_136","8"
"1312","3_232","8"
