"","phylo.grp","In_Silico_Serotype"
"2829","7_2","23A"
"2830","7_71","23F"
"2831","7_106","23F"
"2832","7_10","23A"
"2833","7_107","23F"
"2834","7_2","23A"
"2835","7_41","23B"
"2836","7_2","23A"
"2837","7_1","23A"
"2838","7_1","23A"
"2839","7_40","23B"
"2840","7_23","23F"
"2841","7_22","23F"
"2842","7_21","23F"
"2843","7_47","23B"
"2844","7_43","23B"
"2845","7_45","23B"
"2846","7_42","23B"
"2847","7_94","23F"
"2848","7_1","23A"
"2849","7_1","23A"
"2850","7_1","23A"
"2851","7_72","23F"
"2852","7_77","23F"
"2853","7_78","23F"
"2854","7_79","23F"
"2855","7_44","23B"
"2856","7_1","23A"
"2857","7_1","23A"
"2858","7_25","23F"
"2859","7_1","23A"
"2860","8_3","5"
"2861","8_3","5"
"2862","8_3","5"
"2863","8_3","5"
"2864","8_3","5"
"2865","8_3","5"
"2866","8_3","5"
"2867","8_3","5"
"2868","8_3","5"
"2869","8_3","5"
"2870","8_3","5"
"2871","8_3","5"
"2872","8_3","5"
"2873","8_3","5"
"2874","8_1","5"
"2875","8_1","5"
"2876","8_1","5"
"2877","8_1","5"
"2878","8_3","5"
"2879","8_1","5"
"2880","8_3","5"
"2881","8_3","5"
"2882","8_3","5"
"2883","8_3","5"
"2884","8_3","5"
"2885","8_1","5"
"2886","8_1","5"
"2887","8_3","5"
"2888","8_3","5"
"2889","8_1","5"
"2890","8_1","5"
"2891","8_1","5"
"2892","8_1","5"
"2893","8_1","5"
"2894","8_1","5"
"2895","8_1","5"
"2896","8_1","5"
"2897","8_1","5"
"2898","8_1","5"
"2899","8_1","5"
"2900","8_1","5"
"2901","8_1","5"
"2902","8_1","5"
"2903","8_1","5"
"2904","8_1","5"
"2905","8_3","5"
"2906","8_3","5"
"2907","8_3","5"
"2908","8_3","5"
"2909","8_3","5"
"2910","8_3","5"
"2911","8_3","5"
"2912","8_3","5"
"2913","8_3","5"
"2914","8_3","5"
"2915","8_3","5"
"2916","8_3","5"
"2917","8_3","5"
"2918","8_3","5"
"2919","8_3","5"
"2920","8_3","5"
"2921","8_3","5"
"2922","8_3","5"
"2923","8_3","5"
"2924","8_3","5"
"2925","8_3","5"
"2926","8_2","5"
"2927","8_3","5"
"2928","8_3","5"
"2929","8_3","5"
"2930","8_3","5"
"2931","8_3","5"
"2932","8_3","5"
"2933","8_3","5"
"2934","8_3","5"
"2935","8_3","5"
"2936","8_3","5"
"2937","8_3","5"
"2938","8_3","5"
"2939","8_3","5"
"2940","8_3","5"
"2941","8_1","5"
"2942","8_3","5"
"2943","8_3","5"
"2944","8_3","5"
"2945","8_1","5"
"2946","8_1","5"
"2947","8_3","5"
"2948","8_1","5"
"2949","8_3","5"
"2950","8_1","5"
"2951","8_1","5"
"2952","8_1","5"
"2953","8_3","5"
"2954","8_3","5"
"2955","8_3","5"
"2956","8_2","5"
"2957","8_2","5"
"2958","8_2","5"
"2959","8_2","5"
"2960","8_2","5"
"2961","8_2","5"
"2962","8_3","5"
"2963","8_2","5"
"2964","8_2","5"
"2965","8_2","5"
"2966","8_3","5"
"2967","8_3","5"
"2968","8_3","5"
"2969","8_3","5"
"2970","8_3","5"
"2971","8_3","5"
"2972","8_3","5"
"2973","8_3","5"
"2974","8_3","5"
"2975","8_3","5"
"2976","8_3","5"
"2977","8_3","5"
"2978","8_3","5"
"2979","8_3","5"
"2980","8_3","5"
"2981","8_1","5"
"2982","8_1","5"
"2983","8_3","5"
"2984","8_1","5"
"2985","8_3","5"
"2986","8_3","5"
"2987","8_1","5"
"2988","8_3","5"
"2989","8_1","5"
"2990","8_3","5"
"2991","8_3","5"
"2992","8_3","5"
"2993","8_3","5"
"2994","8_1","5"
"2995","8_1","5"
"2996","8_1","5"
"2997","8_1","5"
"2998","8_1","5"
"2999","8_3","5"
"3000","8_1","5"
"3001","8_3","5"
"3002","8_3","5"
"3003","8_1","5"
"3004","8_1","5"
"3005","8_3","5"
"3006","8_3","5"
"3007","8_3","5"
"3008","8_3","5"
"3009","8_3","5"
"3010","8_3","5"
"3011","8_3","5"
"3012","8_3","5"
"3013","8_3","5"
"3014","8_3","5"
"3015","8_3","5"
"3016","8_3","5"
"3017","8_3","5"
"3018","8_3","5"
"3019","8_3","5"
"3020","8_3","5"
"3021","8_3","5"
"3022","8_3","5"
"3023","8_3","5"
"3024","8_3","5"
"3025","8_3","5"
"3026","8_3","5"
"3027","8_3","5"
"3028","8_3","5"
"3029","8_3","5"
"3030","8_3","5"
"3031","8_3","5"
"3032","8_3","5"
"3033","8_3","5"
"3034","8_3","5"
"3035","8_3","5"
"3036","8_3","5"
"3037","8_3","5"
"3038","8_3","5"
"3039","8_3","5"
"3040","8_3","5"
"3041","8_1","5"
"3042","8_1","5"
"3043","8_2","5"
"3044","8_2","5"
"3045","8_3","5"
"3046","8_1","5"
"3047","8_1","5"
"3048","8_1","5"
"3049","8_3","5"
"3050","8_3","5"
"3051","8_3","5"
"3052","8_3","5"
"3053","8_3","5"
"3054","8_3","5"
"3055","8_3","5"
"3056","8_3","5"
"3057","8_3","5"
"3058","8_3","5"
"3059","8_3","5"
"3060","8_3","5"
"3061","8_3","5"
"3062","8_3","5"
"3063","8_1","5"
"3064","8_3","5"
"3065","8_3","5"
"3066","8_3","5"
"3067","8_3","5"
"3068","8_3","5"
"3069","8_3","5"
"3070","8_3","5"
"3071","8_3","5"
"3072","8_2","5"
"3073","8_3","5"
"3074","8_3","5"
"3075","8_3","5"
"3076","8_3","5"
"3077","8_3","5"
"3078","8_3","5"
"3079","8_3","5"
"3080","8_3","5"
"3081","8_3","5"
"3082","8_3","5"
"3083","8_3","5"
"3084","8_3","5"
"3085","8_3","5"
"3086","8_3","5"
"3087","8_3","5"
"3088","8_3","5"
"3089","8_3","5"
"3090","8_3","5"
"3091","8_2","5"
"3092","8_2","5"
"3093","8_3","5"
"3094","8_3","5"
"3095","8_2","5"
"3096","8_2","5"
"3097","8_2","5"
"3098","8_3","5"
"3099","8_3","5"
"3100","8_3","5"
"3101","8_3","5"
"3102","8_3","5"
"3103","8_3","5"
"3104","8_3","5"
"3105","8_3","5"
"3106","8_3","5"
"3107","8_3","5"
"3108","8_3","5"
"3109","8_3","5"
"3110","8_3","5"
"3111","8_3","5"
"3112","8_3","5"
"3113","8_3","5"
"3114","8_3","5"
"3115","8_3","5"
"3116","8_3","5"
"3117","8_3","5"
"3118","8_3","5"
"3119","8_3","5"
"3120","8_3","5"
"3121","8_3","5"
"3122","8_3","5"
"3123","8_3","5"
"3124","8_3","5"
"3125","8_3","5"
"3126","8_3","5"
"3127","8_3","5"
"3128","8_3","5"
"3129","8_3","5"
"3130","8_3","5"
"3131","8_3","5"
"3132","8_3","5"
"3133","8_3","5"
"3134","8_3","5"
"3135","8_3","5"
"3136","8_3","5"
"3137","8_3","5"
"3138","8_3","5"
"3139","8_3","5"
"3140","8_3","5"
"3141","8_3","5"
"3142","8_3","5"
"3143","8_3","5"
"3144","8_3","5"
"3145","8_3","5"
"3146","8_3","5"
"3147","8_3","5"
"3148","8_3","5"
"3149","8_3","5"
"3150","8_3","5"
"3151","8_3","5"
"3152","8_3","5"
"3153","8_3","5"
"3154","8_3","5"
"3155","8_3","5"
"3156","8_3","5"
"3157","8_3","5"
"3158","8_3","5"
"3159","8_3","5"
"3160","8_3","5"
"3161","8_3","5"
"3162","8_3","5"
"3163","8_3","5"
"3164","8_3","5"
"3165","8_3","5"
"3166","8_3","5"
"3167","8_3","5"
"3168","8_3","5"
"3169","8_3","5"
"3170","8_3","5"
"3171","8_3","5"
"3172","8_3","5"
"3173","8_3","5"
"3174","8_3","5"
"3175","8_3","5"
"3176","8_3","5"
"3177","8_3","5"
"3178","8_3","5"
"3179","8_3","5"
"3180","8_3","5"
"3181","8_3","5"
"3182","8_3","5"
"3183","8_3","5"
"3184","8_3","5"
"3185","8_3","5"
"3186","8_3","5"
"3187","8_3","5"
"3188","8_3","5"
"3189","8_3","5"
"3190","8_3","5"
"3191","8_3","5"
"3192","8_3","5"
"3193","8_3","5"
"3194","8_3","5"
"3195","8_3","5"
"3196","8_3","5"
"3197","8_3","5"
"3198","8_3","5"
"3199","8_3","5"
"3200","8_3","5"
"3201","8_3","5"
"3202","8_3","5"
"3203","8_3","5"
"3204","8_3","5"
"3205","8_3","5"
"3206","8_3","5"
"3207","8_3","5"
"3208","8_3","5"
"3209","8_3","5"
"3210","8_3","5"
"3211","8_3","5"
"3212","8_3","5"
"3213","8_3","5"
"3214","8_3","5"
"3215","8_3","5"
"3216","8_3","5"
"3217","8_3","5"
"3218","8_3","5"
"3219","8_3","5"
"3220","8_3","5"
"3221","8_3","5"
"3222","8_3","5"
"3223","8_3","5"
"3224","8_3","5"
"3225","8_3","5"
"3226","8_3","5"
"3227","8_3","5"
"3228","8_3","5"
"3229","8_3","5"
"3230","8_3","5"
"3231","8_3","5"
"3232","8_3","5"
"3233","8_3","5"
"3234","8_3","5"
"3235","8_3","5"
"3236","8_3","5"
"3237","8_3","5"
"3238","8_3","5"
"3239","8_3","5"
"3240","8_3","5"
"3241","8_3","5"
"3242","8_3","5"
"3243","8_3","5"
"3244","8_3","5"
"3245","8_3","5"
"3246","8_3","5"
"3247","8_3","5"
"3248","8_3","5"
"3249","8_3","5"
"3250","9_20","14"
"3251","9_19","14"
"3252","9_24","14"
"3253","9_24","14"
"3254","9_21","15A"
"3255","9_24","14"
"3256","9_24","14"
"3257","9_24","14"
"3258","9_24","14"
"3259","9_24","14"
"3260","9_21","15A"
"3261","9_24","14"
"3262","9_23","14"
"3263","9_23","14"
"3264","9_23","14"
"3265","9_24","14"
"3266","9_14","14"
"3267","9_24","14"
"3268","9_14","14"
"3269","9_23","14"
"3270","9_24","14"
"3271","9_14","14"
"3272","9_21","15A"
"3273","9_21","15A"
"3274","9_21","15A"
"3275","9_21","15A"
"3276","9_24","14"
"3277","9_21","19A"
"3278","9_24","14"
"3279","9_23","14"
"3280","9_23","14"
"3281","9_24","14"
"3282","9_24","14"
"3283","9_24","14"
"3284","9_24","14"
"3285","9_24","14"
"3286","9_23","14"
"3287","9_23","14"
"3288","9_21","15A"
"3289","9_21","15A"
"3290","9_21","15A"
"3291","9_21","15A"
"3292","9_24","14"
"3293","9_23","14"
"3294","9_24","14"
"3295","9_24","14"
"3296","9_17","14"
"3297","9_24","14"
"3298","9_24","14"
"3299","9_23","14"
"3300","9_24","14"
"3301","9_24","14"
"3302","9_24","14"
"3303","9_23","14"
"3304","9_24","14"
"3305","9_23","14"
"3306","9_23","14"
"3307","9_24","14"
"3308","9_14","14"
"3309","9_23","14"
"3310","9_22","14"
"3311","9_24","14"
"3312","9_24","14"
"3313","9_24","14"
"3314","9_16","14"
"3315","9_24","14"
"3316","9_20","14"
"3317","9_15","14"
"3318","9_18","14"
"3319","9_20","14"
"3320","9_24","14"
"3321","9_17","14"
"3322","9_24","14"
"3323","9_24","14"
"3324","9_24","14"
"3325","9_14","14"
"3326","9_24","14"
"3327","9_24","14"
"3328","9_24","14"
"3329","9_24","14"
"3330","9_24","14"
"3331","9_24","14"
"3332","9_24","14"
"3333","9_13","14"
"3334","9_24","14"
"3335","9_24","14"
"3336","9_24","14"
"3337","9_21","15A"
"3338","9_24","14"
"3339","9_21","15A"
"3340","9_21","23B"
"3341","9_21","15A"
"3342","9_24","14"
"3343","9_24","14"
"3344","9_24","14"
"3345","9_24","14"
"3346","9_24","14"
"3347","9_24","14"
"3348","9_24","14"
"3349","9_12","14"
"3350","9_24","14"
"3351","9_24","14"
"3352","9_24","14"
"3353","9_24","14"
"3354","9_24","14"
"3355","9_24","14"
"3356","9_23","14"
"3357","9_23","14"
"3358","9_24","14"
"3359","9_23","14"
"3360","9_23","14"
"3361","9_24","14"
"3362","9_24","14"
"3363","9_23","14"
"3364","9_23","14"
"3365","9_23","14"
"3366","9_21","15A"
"3367","9_21","15A"
"3368","9_5","3"
"3369","9_24","14"
"3370","9_24","14"
"3371","9_24","14"
"3372","9_4","33F"
"3373","9_24","14"
"3374","9_24","14"
"3375","9_24","14"
"3376","9_24","14"
"3377","9_24","14"
"3378","9_3","33F"
"3379","9_2","33F"
"3380","9_24","14"
"3381","9_24","14"
"3382","9_24","14"
"3383","9_7","3"
"3384","9_24","14"
"3385","9_24","14"
"3386","9_24","14"
"3387","9_24","14"
"3388","9_24","14"
"3389","9_24","14"
"3390","9_24","14"
"3391","9_24","14"
"3392","9_24","14"
"3393","9_24","14"
"3394","9_21","19F"
"3395","9_23","14"
"3396","9_23","14"
"3397","9_24","14"
"3398","9_24","14"
"3399","9_24","14"
"3400","9_24","14"
"3401","9_24","14"
"3402","9_24","14"
"3403","9_23","14"
"3404","9_22","14"
"3405","9_24","14"
"3406","9_24","14"
"3407","9_24","14"
"3408","9_24","14"
"3409","9_24","14"
"3410","9_24","14"
"3411","9_24","14"
"3412","9_24","14"
"3413","9_24","14"
"3414","9_24","14"
"3415","9_24","14"
"3416","9_24","14"
"3417","9_24","14"
"3418","9_24","14"
"3419","9_24","NT"
"3420","9_24","14"
"3421","9_24","14"
"3422","9_24","14"
"3423","9_24","14"
"3424","9_24","NT"
"3425","9_24","14"
"3426","9_24","14"
"3427","9_24","14"
"3428","9_24","14"
"3429","9_24","14"
"3430","9_24","14"
"3431","9_24","14"
"3432","9_24","14"
"3433","9_24","14"
"3434","9_24","14"
"3435","9_24","NT"
"3436","9_24","NT"
"3437","9_24","14"
"3438","9_24","14"
"3439","9_24","14"
"3440","9_22","14"
"3441","9_24","14"
"3442","9_24","14"
"3443","9_24","14"
"3444","9_21","15A"
"3445","9_24","14"
"3446","9_24","14"
"3447","9_24","14"
"3448","9_23","14"
"3449","9_24","14"
"3450","9_23","14"
"3451","9_21","15A"
"3452","9_21","15A"
"3453","9_24","14"
"3454","9_24","14"
"3455","9_24","14"
"3456","9_24","14"
"3457","9_10","3"
"3458","9_24","14"
"3459","9_24","14"
"3460","9_24","14"
"3461","9_24","14"
"3462","9_24","14"
"3463","9_1","33F"
"3464","9_24","14"
"3465","9_24","14"
"3466","9_24","14"
"3467","9_21","15A"
"3468","9_21","19A"
"3469","9_24","14"
"3470","9_24","14"
"3471","9_23","14"
"3472","9_21","15A"
"3473","9_8","3"
"3474","9_9","3"
"3475","9_24","14"
"3476","9_11","19F"
"3477","9_24","14"
"3478","9_21","15A"
"3479","9_21","15A"
"3480","9_24","14"
"3481","9_21","15A"
"3482","9_21","15A"
"3483","9_21","15A"
"3484","9_21","15A"
"3485","9_21","15A"
"3486","9_21","15A"
"3487","9_21","15A"
"3488","9_21","15A"
"3489","9_21","15A"
"3490","9_21","15A"
"3491","9_21","15A"
"3492","9_21","15A"
"3493","9_21","15A"
"3494","9_21","15A"
"3495","9_24","14"
"3496","9_24","14"
"3497","9_24","14"
"3498","9_24","14"
"3499","9_24","14"
"3500","9_21","23F"
"3501","9_21","15A"
"3502","9_21","15A"
"3503","9_21","19F"
"3504","9_21","15A"
"3505","9_21","15A"
"3506","9_21","19A"
"3507","9_21","15A"
"3508","9_21","15A"
"3509","9_21","15A"
"3510","9_21","15A"
"3511","9_21","15A"
"3512","9_21","15A"
"3513","9_21","15A"
"3514","9_21","15A"
"3515","9_21","15A"
"3516","9_21","15A"
"3517","9_21","15A"
"3518","9_21","15A"
"3519","9_24","14"
"3520","9_24","14"
"3521","9_24","14"
"3522","9_24","14"
"3523","9_24","14"
"3524","9_6","3"
"3525","9_24","14"
"3526","9_24","14"
"3527","10_7","24"
"3528","10_12","19A"
"3529","10_16","19F"
"3530","10_12","19A"
"3531","10_12","19A"
"3532","10_8","24"
"3533","10_15","19A"
"3534","10_24","14"
"3535","10_24","14"
"3536","10_24","14"
"3537","10_8","24"
"3538","10_12","19A"
"3539","10_24","14"
"3540","10_15","19A"
"3541","10_24","14"
"3542","10_24","14"
"3543","10_24","14"
"3544","10_25","14"
"3545","10_25","14"
"3546","10_24","14"
"3547","10_24","14"
"3548","10_24","14"
"3549","10_24","14"
"3550","10_24","14"
"3551","10_24","14"
"3552","10_24","14"
"3553","10_24","14"
"3554","10_24","14"
"3555","10_24","14"
"3556","10_24","14"
"3557","10_24","14"
"3558","10_24","14"
"3559","10_24","14"
"3560","10_24","14"
"3561","10_24","14"
"3562","10_24","14"
"3563","10_24","14"
"3564","10_24","14"
"3565","10_24","14"
"3566","10_24","14"
"3567","10_24","14"
"3568","10_25","14"
"3569","10_24","14"
"3570","10_12","19A"
"3571","10_12","19A"
"3572","10_15","19A"
"3573","10_15","19A"
"3574","10_24","14"
"3575","10_24","14"
"3576","10_25","14"
"3577","10_19","19A"
"3578","10_24","14"
"3579","10_24","14"
"3580","10_24","14"
"3581","10_24","14"
"3582","10_24","14"
"3583","10_24","14"
"3584","10_24","14"
"3585","10_24","14"
"3586","10_24","14"
"3587","10_24","14"
"3588","10_24","14"
"3589","10_24","14"
"3590","10_24","14"
"3591","10_24","14"
"3592","10_25","14"
"3593","10_25","14"
"3594","10_24","14"
"3595","10_24","14"
"3596","10_24","14"
"3597","10_24","14"
"3598","10_24","14"
"3599","10_24","14"
"3600","10_25","14"
"3601","10_24","14"
"3602","10_24","14"
"3603","10_25","14"
"3604","10_24","14"
"3605","10_24","14"
"3606","10_25","14"
"3607","10_24","14"
"3608","10_24","14"
"3609","10_24","14"
"3610","10_24","14"
"3611","10_25","14"
"3612","10_24","14"
"3613","10_24","14"
"3614","10_24","14"
"3615","10_24","14"
"3616","10_24","14"
"3617","10_24","14"
"3618","10_24","14"
"3619","10_24","14"
"3620","10_15","23F"
"3621","10_16","19A"
"3622","10_17","19F"
"3623","10_24","14"
"3624","10_24","14"
"3625","10_24","14"
"3626","10_25","14"
"3627","10_24","14"
"3628","10_24","14"
"3629","10_24","14"
"3630","10_24","14"
"3631","10_24","14"
"3632","10_21","3"
"3633","10_24","14"
"3634","10_25","14"
"3635","10_25","14"
"3636","10_24","14"
"3637","10_25","14"
"3638","10_24","14"
"3639","10_24","14"
"3640","10_24","14"
"3641","10_24","14"
"3642","10_24","14"
"3643","10_24","14"
"3644","10_24","14"
"3645","10_24","14"
"3646","10_24","14"
"3647","10_25","14"
"3648","10_21","3"
"3649","10_25","14"
"3650","10_24","14"
"3651","10_24","14"
"3652","10_24","14"
"3653","10_24","14"
"3654","10_24","14"
"3655","10_24","14"
"3656","10_24","14"
"3657","10_24","14"
"3658","10_21","3"
"3659","10_24","14"
"3660","10_24","14"
"3661","10_24","14"
"3662","10_24","14"
"3663","10_24","14"
"3664","10_24","14"
"3665","10_21","3"
"3666","10_24","14"
"3667","10_21","3"
"3668","10_21","3"
"3669","10_21","3"
"3670","10_20","19F"
"3671","10_24","14"
"3672","10_24","14"
"3673","10_24","14"
"3674","10_21","3"
"3675","10_21","3"
"3676","10_21","3"
"3677","10_21","3"
"3678","10_1","10A"
"3679","10_12","19A"
"3680","10_12","19A"
"3681","10_10","19A"
"3682","10_2","19F"
"3683","10_12","19A"
"3684","10_3","23A"
"3685","10_24","14"
"3686","10_24","14"
"3687","10_24","14"
"3688","10_21","3"
"3689","10_21","3"
"3690","10_1","10A"
"3691","10_11","7B"
"3692","10_1","10A"
"3693","10_15","19A"
"3694","10_11","7B"
"3695","10_1","10A"
"3696","10_11","19F"
"3697","10_11","19F"
"3698","10_11","7B"
"3699","10_1","10A"
"3700","10_1","10A"
"3701","10_1","10A"
"3702","10_24","14"
"3703","10_24","14"
"3704","10_24","14"
"3705","10_24","14"
"3706","10_24","14"
"3707","10_24","14"
"3708","10_24","14"
"3709","10_20","19F"
"3710","10_1","10A"
"3711","10_11","7B"
"3712","10_11","7B"
"3713","10_24","14"
"3714","10_24","14"
"3715","10_24","14"
"3716","10_24","14"
"3717","10_24","14"
"3718","10_24","14"
"3719","10_13","24"
"3720","10_24","23A"
"3721","10_24","23A"
"3722","10_24","14"
"3723","10_24","14"
"3724","10_24","14"
"3725","10_24","14"
"3726","10_24","14"
"3727","10_1","10A"
"3728","10_21","3"
"3729","10_21","3"
"3730","10_16","19A"
"3731","10_16","19A"
"3732","10_24","14"
"3733","10_6","24"
"3734","10_16","19A"
"3735","10_6","24"
"3736","10_6","24"
"3737","10_21","3"
"3738","10_21","3"
"3739","10_20","19F"
"3740","10_9","19F"
"3741","10_21","3"
"3742","10_21","3"
"3743","10_21","3"
"3744","10_21","3"
"3745","10_21","3"
"3746","10_21","3"
"3747","10_21","3"
"3748","10_4","14"
"3749","10_15","19A"
"3750","10_5","24"
"3751","10_16","19A"
"3752","10_16","19A"
"3753","10_18","23F"
"3754","10_16","19A"
"3755","10_12","19A"
"3756","10_13","17F"
"3757","10_15","19A"
"3758","10_12","19A"
"3759","10_21","3"
"3760","10_21","3"
"3761","10_15","19A"
"3762","10_1","10A"
"3763","10_15","19A"
"3764","10_15","19A"
"3765","10_11","7B"
"3766","10_1","10A"
"3767","10_20","19F"
"3768","10_23","14"
"3769","10_20","19F"
"3770","10_15","19A"
"3771","10_15","19A"
"3772","10_14","19F"
"3773","10_14","19F"
"3774","10_12","19A"
"3775","10_22","19F"
"3776","10_12","19A"
"3777","10_12","19A"
"3778","10_16","19F"
"3779","10_12","19A"
"3780","10_8","24"
"3781","10_12","19A"
"3782","10_24","14"
"3783","10_24","14"
"3784","10_13","23F"
"3785","10_24","14"
"3786","10_12","19A"
"3787","10_24","14"
"3788","10_12","19A"
"3789","10_24","14"
"3790","10_24","14"
"3791","10_24","14"
"3792","10_15","19A"
"3793","10_3","24"
"3794","10_12","19A"
"3795","10_12","19A"
"3796","10_3","24"
"3797","10_24","14"
"3798","10_3","24"
"3799","10_12","19A"
"3800","10_13","17F"
"3801","10_3","24"
"3802","10_13","17F"
"3803","10_10","19F"
"3804","10_15","19A"
"3805","10_24","14"
"3806","10_6","24"
"3807","10_21","3"
"3808","10_21","3"
"3809","10_21","3"
"3810","10_21","3"
"3811","10_21","3"
"3812","10_21","3"
"3813","10_21","3"
"3814","11_62","18C"
"3815","11_64","19A"
"3816","11_63","18C"
"3817","11_9","11A"
"3818","11_59","21"
"3819","11_187","15BC"
"3820","11_66","19A"
"3821","11_97","18C"
"3822","11_134","18A"
"3823","11_134","21"
"3824","11_10","11A"
"3825","11_15","21"
"3826","11_16","21"
"3827","11_60","15BC"
"3828","11_77","18C"
"3829","11_191","15BC"
"3830","11_55","21"
"3831","11_151","15BC"
"3832","11_168","15BC"
"3833","11_103","21"
"3834","11_137","21"
"3835","11_82","18C"
"3836","11_136","21"
"3837","11_91","18C"
"3838","11_104","21"
"3839","11_102","18C"
"3840","11_96","18C"
"3841","11_11","11A"
"3842","11_3","15A"
"3843","11_90","18C"
"3844","11_94","18C"
"3845","11_128","21"
"3846","11_79","18C"
"3847","11_85","18C"
"3848","11_99","18C"
"3849","11_54","15A"
"3850","11_86","18C"
"3851","11_122","21"
"3852","11_100","18C"
"3853","11_89","18C"
"3854","11_95","18C"
"3855","11_61","15BC"
"3856","11_22","19A"
"3857","11_67","33C"
"3858","11_131","21"
"3859","11_98","18C"
"3860","11_92","18C"
"3861","11_112","21"
"3862","11_56","21"
"3863","11_114","21"
"3864","11_190","15BC"
"3865","11_188","15BC"
"3866","11_93","18C"
"3867","11_189","15BC"
"3868","11_134","21"
"3869","11_134","21"
"3870","11_119","21"
"3871","11_134","21"
"3872","11_134","21"
"3873","11_134","11A"
"3874","11_7","21"
"3875","11_134","18A"
"3876","11_134","21"
"3877","11_134","21"
"3878","11_4","21"
"3879","11_65","19A"
"3880","11_145","15BC"
"3881","11_147","15BC"
"3882","11_148","14"
"3883","11_146","15BC"
"3884","11_160","15BC"
"3885","11_159","15BC"
"3886","11_115","15A"
"3887","11_118","15A"
"3888","11_83","18C"
"3889","11_109","21"
"3890","11_108","21"
"3891","11_105","21"
"3892","11_81","18C"
"3893","11_84","3"
"3894","11_142","21"
"3895","11_129","21"
"3896","11_124","21"
"3897","11_132","21"
"3898","11_143","21"
"3899","11_140","21"
"3900","11_139","21"
"3901","11_68","6A"
"3902","11_75","17F"
"3903","11_68","6A"
"3904","11_73","21"
"3905","11_68","6A"
"3906","11_76","17F"
"3907","11_68","6A"
"3908","11_68","6A"
"3909","11_74","19A"
"3910","11_68","6A"
"3911","11_68","6A"
"3912","11_76","17F"
"3913","11_68","6A"
"3914","11_76","17F"
"3915","11_76","17F"
"3916","11_69","21"
"3917","11_70","9N"
"3918","11_71","21"
"3919","11_72","21"
"3920","11_68","6A"
"3921","11_68","6A"
"3922","11_120","21"
"3923","11_133","21"
"3924","11_130","21"
"3925","11_127","21"
"3926","11_111","21"
"3927","11_101","18C"
"3928","11_68","6A"
"3929","11_80","18C"
"3930","11_135","21"
"3931","11_78","18C"
"3932","11_110","21"
"3933","11_87","18C"
"3934","11_125","21"
"3935","11_106","21"
"3936","11_138","21"
"3937","11_113","21"
"3938","11_88","18C"
"3939","11_107","21"
"3940","11_126","21"
"3941","11_144","21"
"3942","11_57","21"
"3943","11_121","21"
"3944","11_134","21"
"3945","11_8","21"
"3946","11_141","21"
"3947","11_38","21"
"3948","11_39","21"
"3949","11_6","21"
"3950","11_13","11A"
"3951","11_12","11A"
"3952","11_2","15BC"
"3953","11_58","21"
"3954","11_14","21"
"3955","11_17","21"
"3956","11_123","21"
"3957","11_154","15BC"
"3958","11_1","15BC"
"3959","11_197","15BC"
"3960","11_156","15BC"
"3961","11_153","15BC"
"3962","11_158","15BC"
"3963","11_195","15BC"
"3964","11_198","15BC"
"3965","11_194","15BC"
"3966","11_180","15BC"
"3967","11_196","15BC"
"3968","11_157","15BC"
"3969","11_181","15BC"
"3970","11_155","15BC"
"3971","11_150","19F"
"3972","11_116","15A"
"3973","11_53","18C"
"3974","11_200","15BC"
"3975","11_117","15A"
"3976","11_199","15BC"
"3977","11_47","18B"
"3978","11_41","18C"
"3979","11_46","18C"
"3980","11_42","18C"
"3981","11_51","18C"
"3982","11_44","18C"
"3983","11_52","18C"
"3984","11_49","18C"
"3985","11_50","18C"
"3986","11_48","18C"
"3987","11_43","18B"
"3988","11_45","18C"
"3989","11_40","11A"
"3990","11_5","15A"
"3991","11_152","15BC"
"3992","11_178","15BC"
"3993","11_185","15BC"
"3994","11_35","19A"
"3995","11_31","19A"
"3996","11_170","15BC"
"3997","11_18","19A"
"3998","11_36","19A"
"3999","11_161","15BC"
"4000","11_164","15BC"
"4001","11_174","15BC"
"4002","11_20","19A"
"4003","11_27","19A"
"4004","11_175","15BC"
"4005","11_169","15BC"
"4006","11_32","19A"
"4007","11_21","19A"
"4008","11_202","11A"
"4009","11_28","19A"
"4010","11_149","15BC"
"4011","11_177","15BC"
"4012","11_192","15BC"
"4013","11_167","15BC"
"4014","11_182","15BC"
"4015","11_186","15BC"
"4016","11_176","15BC"
"4017","11_163","15BC"
"4018","11_171","15BC"
"4019","11_26","19A"
"4020","11_183","15BC"
"4021","11_165","15BC"
"4022","11_179","15BC"
"4023","11_33","19A"
"4024","11_19","19A"
"4025","11_34","19A"
"4026","11_24","19A"
"4027","11_25","19A"
"4028","11_193","15BC"
"4029","11_172","15BC"
"4030","11_201","11A"
"4031","11_166","15BC"
"4032","11_23","19A"
"4033","11_184","15BC"
"4034","11_162","15BC"
"4035","11_30","19A"
"4036","11_173","15BC"
"4037","11_203","11A"
"4038","11_29","19A"
"4039","11_37","18C"
"4040","11_134","11A"
"4041","11_134","11A"
"4042","12_2","3"
"4043","12_2","3"
"4044","12_2","3"
"4045","12_2","3"
"4046","12_2","3"
"4047","12_2","3"
"4048","12_2","3"
"4049","12_2","3"
"4050","12_4","3"
"4051","12_2","3"
"4052","12_2","3"
"4053","12_2","3"
"4054","12_2","3"
"4055","12_2","3"
"4056","12_2","3"
"4057","12_5","3"
"4058","12_2","3"
"4059","12_2","3"
"4060","12_5","3"
"4061","12_2","3"
"4062","12_2","3"
