"","Sero1","Sero2","ccN","mlstN.x","mlstN.y","same.sg","both.glcA","both.gal","both.glc","both.glcnac","both.ac","both.rha","both.gro","both.ribol","both.cho","both.fucnac","both.mannac","both.NAC"
"881","9L","18B",0,10,4,0,"1","2","2","1","0","1","1","0","0","0","1","1"
"882","10F","18B",0,2,4,0,"0","2","1","0","0","1","1","1","0","0","0","1"
"883","33D","18B",0,2,4,0,"0","2","2","0","0","1","1","1","0","0","0","1"
"884","25F","18B",0,2,4,0,"0","1","2","0","0","2","1","1","0","0","0","0"
"885","15A","18B",1,21,4,0,"0","2","2","1","0","1","2","0","0","0","0","1"
"886","33B","18B",0,3,4,0,"0","2","2","0","0","1","1","1","0","0","0","1"
"887","18F","18B",0,6,4,1,"0","2","2","0","0","2","2","0","0","0","0","0"
"888","21","18B",2,10,4,0,"0","2","2","0","0","1","1","0","0","0","0","0"
"889","14","18B",1,21,4,0,"0","2","2","1","0","1","1","0","0","0","0","1"
"890","3","18B",1,18,4,0,"1","1","2","0","0","1","1","0","0","0","0","0"
"891","4","18B",0,14,4,0,"0","2","1","0","0","1","1","0","0","1","1","1"
"892","29","18B",0,10,4,0,"0","2","1","0","0","1","1","1","0","0","0","1"
"893","6B","18B",0,60,4,0,"0","2","2","0","0","2","1","1","0","0","0","0"
"894","6A","18B",1,61,4,0,"0","2","2","0","0","2","1","1","0","0","0","0"
"895","28A","18B",0,3,4,0,"0","1","1","0","0","1","1","0","1","0","0","0"
"896","10B","18B",0,5,4,0,"0","2","1","0","0","1","1","1","0","0","0","1"
"897","7F","18B",0,4,4,0,"0","2","2","1","0","2","1","0","0","0","0","1"
"898","35F","18B",0,13,4,0,"0","2","1","0","0","1","1","1","0","0","0","0"
"899","35A","18B",0,8,4,0,"0","2","2","0","0","1","1","0","0","0","0","0"
"900","33A","18B",0,1,4,0,"0","2","2","0","0","1","1","0","0","0","0","0"
"901","20A","18B",0,9,4,0,"0","2","2","1","0","1","1","0","0","0","0","1"
"902","7B","18B",0,4,4,0,"0","1","2","1","0","2","1","0","0","0","0","1"
"903","34","18B",0,23,4,0,"0","2","2","0","0","1","1","1","0","0","0","0"
"904","18B","18B",0,4,4,1,"0","2","2","0","0","2","2","0","0","0","0","0"
"905","16F","18B",0,23,4,0,"0","2","2","0","0","2","2","0","0","0","0","0"
"906","12F","18B",0,7,4,0,"0","2","2","0","0","1","1","0","0","1","0","1"
"907","28F","18B",0,9,4,0,"0","1","2","0","0","2","2","0","1","0","0","0"
"908","35C","18B",0,4,4,0,"0","2","2","0","0","1","1","0","0","0","0","0"
"909","9N","18B",1,7,4,0,"1","1","2","1","0","1","1","0","0","0","1","1"
"910","19B","18B",0,8,4,0,"0","1","2","0","0","2","1","0","0","0","1","1"
"911","15F","18B",0,2,4,0,"0","2","2","1","0","1","1","0","1","0","0","1"
"912","42","18B",0,1,4,0,"0","2","2","0","0","1","1","0","0","0","0","0"
"913","6C","18B",0,28,4,0,"0","1","2","0","0","2","1","1","0","0","0","0"
"914","19A","18B",1,59,4,0,"0","1","2","0","0","2","1","0","0","0","1","1"
"915","13","18B",1,24,4,0,"0","2","2","1","0","1","1","1","0","0","0","1"
"916","9V","18B",0,9,4,0,"1","2","2","0","0","1","1","0","0","0","1","1"
"917","18A","18B",1,7,4,1,"0","2","2","1","0","2","2","0","0","0","0","1"
"918","8","18B",0,7,4,0,"1","2","2","0","0","1","1","0","0","0","0","0"
"919","45","18B",0,3,4,0,"0","2","1","1","0","2","2","0","0","1","0","1"
"920","22F","18B",0,14,4,0,"1","2","2","0","0","2","1","0","0","0","0","0"
"921","6D","18B",0,2,4,0,"0","1","2","0","0","2","1","1","0","0","0","0"
"922","46","18B",0,2,4,0,"0","2","1","1","0","1","1","0","0","1","0","1"
"923","20B","18B",0,5,4,0,"0","2","2","1","0","1","1","0","0","0","0","1"
"924","33C","18B",1,2,4,0,"0","2","1","0","0","1","1","1","0","0","0","1"
"925","35B","18B",0,18,4,0,"0","2","2","0","0","1","1","1","0","0","0","1"
"926","9A","18B",0,1,4,0,"1","2","2","0","0","1","1","0","0","0","1","1"
"927","33F","18B",0,3,4,0,"0","2","2","0","0","1","1","0","0","0","0","0"
"928","11A","18B",1,20,4,0,"0","2","2","0","0","1","2","0","0","0","0","0"
"929","12A","18C",0,2,13,0,"0","1","2","1","2","1","1","0","0","1","0","1"
"930","11A","18C",4,20,13,0,"0","2","2","0","2","1","2","0","0","0","0","0"
"931","19A","18C",3,59,13,0,"0","1","2","0","2","2","1","0","0","0","1","1"
"932","15A","18C",5,21,13,0,"0","2","2","1","2","1","2","0","0","0","0","1"
"933","33B","18C",0,3,13,0,"0","2","2","0","2","1","1","1","0","0","0","1"
"934","19B","18C",0,8,13,0,"0","1","2","0","2","2","1","0","0","0","1","1"
"935","42","18C",0,1,13,0,"0","2","2","0","2","1","1","0","0","0","0","0"
"936","13","18C",2,24,13,0,"0","2","2","1","2","1","1","1","0","0","0","1"
"937","21","18C",2,10,13,0,"0","2","2","0","2","1","1","0","0","0","0","0"
"938","33C","18C",1,2,13,0,"0","2","1","0","2","1","1","1","0","0","0","1"
"939","23F","18C",3,39,13,0,"0","2","2","0","2","2","2","0","0","0","0","0"
"940","39","18C",0,2,13,0,"0","2","1","0","2","1","1","1","0","0","0","1"
"941","6B","18C",1,60,13,0,"0","2","2","0","2","2","1","1","0","0","0","0"
"942","6D","18C",0,2,13,0,"0","1","2","0","2","2","1","1","0","0","0","0"
"943","3","18C",3,18,13,0,"1","1","2","0","2","1","1","0","0","0","0","0"
"944","18A","18C",2,7,13,1,"0","2","2","1","2","2","2","0","0","0","0","1"
"945","17A","18C",0,2,13,0,"1","2","2","0","2","2","1","0","0","0","0","0"
"946","6C","18C",0,28,13,0,"0","1","2","0","2","2","1","1","0","0","0","0"
"947","10F","18C",0,2,13,0,"0","2","1","0","2","1","1","1","0","0","0","1"
"948","33D","18C",0,2,13,0,"0","2","2","0","2","1","1","1","0","0","0","1"
"949","4","18C",0,14,13,0,"0","2","1","0","2","1","1","0","0","1","1","1"
"950","8","18C",1,7,13,0,"1","2","2","0","2","1","1","0","0","0","0","0"
"951","9N","18C",2,7,13,0,"1","1","2","1","2","1","1","0","0","0","1","1"
"952","6A","18C",2,61,13,0,"0","2","2","0","2","2","1","1","0","0","0","0"
"953","46","18C",0,2,13,0,"0","2","1","1","2","1","1","0","0","1","0","1"
"954","28A","18C",0,3,13,0,"0","1","1","0","2","1","1","0","1","0","0","0"
"955","35C","18C",0,4,13,0,"0","2","2","0","2","1","1","0","0","0","0","0"
"956","22F","18C",1,14,13,0,"1","2","2","0","2","2","1","0","0","0","0","0"
"957","29","18C",0,10,13,0,"0","2","1","0","2","1","1","1","0","0","0","1"
"958","33F","18C",1,3,13,0,"0","2","2","0","2","1","1","0","0","0","0","0"
"959","45","18C",0,3,13,0,"0","2","1","1","2","2","2","0","0","1","0","1"
"960","33A","18C",1,1,13,0,"0","2","2","0","2","1","1","0","0","0","0","0"
"961","25F","18C",0,2,13,0,"0","1","2","0","2","2","1","1","0","0","0","0"
"962","7B","18C",0,4,13,0,"0","1","2","1","2","2","1","0","0","0","0","1"
"963","18F","18C",2,6,13,1,"0","2","2","0","2","2","2","0","0","0","0","0"
"964","9A","18C",0,1,13,0,"1","2","2","0","2","1","1","0","0","0","1","1"
"965","19F","18C",2,51,13,0,"0","1","2","0","2","2","1","0","0","0","1","1"
"966","20A","18C",0,9,13,0,"0","2","2","1","2","1","1","0","0","0","0","1"
"967","31","18C",1,4,13,0,"1","2","1","0","2","2","1","0","0","0","0","0"
"968","34","18C",0,23,13,0,"0","2","2","0","2","1","1","1","0","0","0","0"
"969","9L","18C",0,10,13,0,"1","2","2","1","2","1","1","0","0","0","1","1"
"970","15B/C","18C",3,32,13,0,"0","2","2","1","2","1","2","0","0","0","0","1"
"971","14","18C",2,21,13,0,"0","2","2","1","2","1","1","0","0","0","0","1"
"972","15F","18C",0,2,13,0,"0","2","2","1","2","1","1","0","1","0","0","1"
"973","28F","18C",0,9,13,0,"0","1","2","0","2","2","2","0","1","0","0","0"
"974","35B","18C",0,18,13,0,"0","2","2","0","2","1","1","1","0","0","0","1"
"975","9V","18C",1,9,13,0,"1","2","2","0","2","1","1","0","0","0","1","1"
"976","10B","18C",0,5,13,0,"0","2","1","0","2","1","1","1","0","0","0","1"
"977","18B","18C",4,4,13,1,"0","2","2","0","2","2","2","0","0","0","0","0"
"978","10A","18C",1,18,13,0,"0","2","1","0","2","1","1","1","0","0","0","1"
"979","18C","18C",0,13,13,1,"0","2","2","0","2","2","2","0","0","0","0","0"
"980","17F","18C",4,15,13,0,"0","2","2","0","2","2","1","0","0","0","0","0"
"981","16F","18C",0,23,13,0,"0","2","2","0","2","2","2","0","0","0","0","0"
"982","20B","18C",1,5,13,0,"0","2","2","1","2","1","1","0","0","0","0","1"
"983","35F","18C",0,13,13,0,"0","2","1","0","2","1","1","1","0","0","0","0"
"984","12F","18C",1,7,13,0,"0","2","2","0","2","1","1","0","0","1","0","1"
"985","35A","18C",1,8,13,0,"0","2","2","0","2","1","1","0","0","0","0","0"
"986","7F","18C",1,4,13,0,"0","2","2","1","2","2","1","0","0","0","0","1"
"987","25F","18F",0,2,6,0,"0","1","2","0","2","2","1","1","0","0","0","0"
"988","35C","18F",0,4,6,0,"0","2","2","0","2","1","1","0","0","0","0","0"
"989","33C","18F",0,2,6,0,"0","2","1","0","2","1","1","1","0","0","0","1"
"990","14","18F",0,21,6,0,"0","2","2","1","2","1","1","0","0","0","0","1"
"991","9N","18F",0,7,6,0,"1","1","2","1","2","1","1","0","0","0","1","1"
"992","7F","18F",0,4,6,0,"0","2","2","1","2","2","1","0","0","0","0","1"
"993","29","18F",0,10,6,0,"0","2","1","0","2","1","1","1","0","0","0","1"
"994","45","18F",0,3,6,0,"0","2","1","1","2","2","2","0","0","1","0","1"
"995","17F","18F",0,15,6,0,"0","2","2","0","2","2","1","0","0","0","0","0"
"996","6C","18F",0,28,6,0,"0","1","2","0","2","2","1","1","0","0","0","0"
"997","31","18F",0,4,6,0,"1","2","1","0","2","2","1","0","0","0","0","0"
"998","35B","18F",0,18,6,0,"0","2","2","0","2","1","1","1","0","0","0","1"
"999","20A","18F",0,9,6,0,"0","2","2","1","2","1","1","0","0","0","0","1"
"1000","19F","18F",0,51,6,0,"0","1","2","0","2","2","1","0","0","0","1","1"
"1001","18B","18F",0,4,6,1,"0","2","2","0","2","2","2","0","0","0","0","0"
"1002","10B","18F",0,5,6,0,"0","2","1","0","2","1","1","1","0","0","0","1"
"1003","6D","18F",0,2,6,0,"0","1","2","0","2","2","1","1","0","0","0","0"
"1004","6B","18F",0,60,6,0,"0","2","2","0","2","2","1","1","0","0","0","0"
"1005","20B","18F",1,5,6,0,"0","2","2","1","2","1","1","0","0","0","0","1"
"1006","42","18F",0,1,6,0,"0","2","2","0","2","1","1","0","0","0","0","0"
"1007","13","18F",0,24,6,0,"0","2","2","1","2","1","1","1","0","0","0","1"
"1008","15F","18F",0,2,6,0,"0","2","2","1","2","1","1","0","1","0","0","1"
"1009","12F","18F",0,7,6,0,"0","2","2","0","2","1","1","0","0","1","0","1"
"1010","19A","18F",1,59,6,0,"0","1","2","0","2","2","1","0","0","0","1","1"
"1011","18F","18F",0,6,6,1,"0","2","2","0","2","2","2","0","0","0","0","0"
"1012","46","18F",0,2,6,0,"0","2","1","1","2","1","1","0","0","1","0","1"
"1013","9L","18F",0,10,6,0,"1","2","2","1","2","1","1","0","0","0","1","1"
"1014","35F","18F",0,13,6,0,"0","2","1","0","2","1","1","1","0","0","0","0"
"1015","8","18F",0,7,6,0,"1","2","2","0","2","1","1","0","0","0","0","0"
"1016","7B","18F",0,4,6,0,"0","1","2","1","2","2","1","0","0","0","0","1"
"1017","34","18F",0,23,6,0,"0","2","2","0","2","1","1","1","0","0","0","0"
"1018","3","18F",1,18,6,0,"1","1","2","0","2","1","1","0","0","0","0","0"
"1019","4","18F",0,14,6,0,"0","2","1","0","2","1","1","0","0","1","1","1"
"1020","19B","18F",0,8,6,0,"0","1","2","0","2","2","1","0","0","0","1","1"
"1021","33F","18F",0,3,6,0,"0","2","2","0","2","1","1","0","0","0","0","0"
"1022","10A","18F",0,18,6,0,"0","2","1","0","2","1","1","1","0","0","0","1"
"1023","28F","18F",0,9,6,0,"0","1","2","0","2","2","2","0","1","0","0","0"
"1024","15A","18F",1,21,6,0,"0","2","2","1","2","1","2","0","0","0","0","1"
"1025","16F","18F",0,23,6,0,"0","2","2","0","2","2","2","0","0","0","0","0"
"1026","23F","18F",0,39,6,0,"0","2","2","0","2","2","2","0","0","0","0","0"
"1027","17A","18F",0,2,6,0,"1","2","2","0","2","2","1","0","0","0","0","0"
"1028","10F","18F",0,2,6,0,"0","2","1","0","2","1","1","1","0","0","0","1"
"1029","15B/C","18F",0,32,6,0,"0","2","2","1","2","1","2","0","0","0","0","1"
"1030","6A","18F",0,61,6,0,"0","2","2","0","2","2","1","1","0","0","0","0"
"1031","33A","18F",0,1,6,0,"0","2","2","0","2","1","1","0","0","0","0","0"
"1032","22F","18F",0,14,6,0,"1","2","2","0","2","2","1","0","0","0","0","0"
"1033","21","18F",0,10,6,0,"0","2","2","0","2","1","1","0","0","0","0","0"
"1034","28A","18F",0,3,6,0,"0","1","1","0","2","1","1","0","1","0","0","0"
"1035","9A","18F",0,1,6,0,"1","2","2","0","2","1","1","0","0","0","1","1"
"1036","39","18F",0,2,6,0,"0","2","1","0","2","1","1","1","0","0","0","1"
"1037","18A","18F",1,7,6,1,"0","2","2","1","2","2","2","0","0","0","0","1"
"1038","33B","18F",0,3,6,0,"0","2","2","0","2","1","1","1","0","0","0","1"
"1039","12A","18F",0,2,6,0,"0","1","2","1","2","1","1","0","0","1","0","1"
"1040","35A","18F",1,8,6,0,"0","2","2","0","2","1","1","0","0","0","0","0"
"1041","18C","18F",2,13,6,1,"0","2","2","0","2","2","2","0","0","0","0","0"
"1042","11A","18F",1,20,6,0,"0","2","2","0","2","1","2","0","0","0","0","0"
"1043","33D","18F",0,2,6,0,"0","2","2","0","2","1","1","1","0","0","0","1"
"1044","9V","18F",1,9,6,0,"1","2","2","0","2","1","1","0","0","0","1","1"
"1045","10A","19A",2,18,59,0,"0","1","1","0","0","1","0","1","0","0","1","2"
"1046","19B","19A",1,8,59,1,"0","0","2","0","0","2","0","0","0","0","2","2"
"1047","6C","19A",3,28,59,0,"0","0","2","0","0","2","0","1","0","0","1","1"
"1048","28A","19A",0,3,59,0,"0","0","1","0","0","1","0","0","1","0","1","1"
"1049","9N","19A",2,7,59,0,"1","0","2","1","0","1","0","0","0","0","2","2"
"1050","21","19A",2,10,59,0,"0","1","2","0","0","1","0","0","0","0","1","1"
"1051","18A","19A",1,7,59,0,"0","1","2","1","0","2","1","0","0","0","1","2"
"1052","15A","19A",9,21,59,0,"0","1","2","1","0","1","1","0","0","0","1","2"
"1053","7F","19A",0,4,59,0,"0","1","2","1","0","2","0","0","0","0","1","2"
"1054","11A","19A",5,20,59,0,"0","1","2","0","0","1","1","0","0","0","1","1"
"1055","14","19A",14,21,59,0,"0","1","2","1","0","1","0","0","0","0","1","2"
"1056","10F","19A",0,2,59,0,"0","1","1","0","0","1","0","1","0","0","1","2"
"1057","3","19A",6,18,59,0,"1","0","2","0","0","1","0","0","0","0","1","1"
"1058","45","19A",0,3,59,0,"0","1","1","1","0","2","1","0","0","1","1","2"
"1059","28F","19A",0,9,59,0,"0","0","2","0","0","2","1","0","1","0","1","1"
"1060","7B","19A",2,4,59,0,"0","0","2","1","0","2","0","0","0","0","1","2"
"1061","13","19A",5,24,59,0,"0","1","2","1","0","1","0","1","0","0","1","2"
"1062","33C","19A",1,2,59,0,"0","1","1","0","0","1","0","1","0","0","1","2"
"1063","12F","19A",0,7,59,0,"0","1","2","0","0","1","0","0","0","1","1","2"
"1064","23F","19A",9,39,59,0,"0","1","2","0","0","2","1","0","0","0","1","1"
"1065","12A","19A",0,2,59,0,"0","0","2","1","0","1","0","0","0","1","1","2"
"1066","15B/C","19A",8,32,59,0,"0","1","2","1","0","1","1","0","0","0","1","2"
"1067","17A","19A",0,2,59,0,"1","1","2","0","0","2","0","0","0","0","1","1"
"1068","20A","19A",1,9,59,0,"0","1","2","1","0","1","0","0","0","0","1","2"
"1069","18F","19A",1,6,59,0,"0","1","2","0","0","2","1","0","0","0","1","1"
"1070","18C","19A",3,13,59,0,"0","1","2","0","0","2","1","0","0","0","1","1"
"1071","6B","19A",4,60,59,0,"0","1","2","0","0","2","0","1","0","0","1","1"
"1072","35C","19A",0,4,59,0,"0","1","2","0","0","1","0","0","0","0","1","1"
"1073","42","19A",0,1,59,0,"0","1","2","0","0","1","0","0","0","0","1","1"
"1074","33F","19A",1,3,59,0,"0","1","2","0","0","1","0","0","0","0","1","1"
"1075","6D","19A",0,2,59,0,"0","0","2","0","0","2","0","1","0","0","1","1"
"1076","33D","19A",0,2,59,0,"0","1","2","0","0","1","0","1","0","0","1","2"
"1077","9A","19A",0,1,59,0,"1","1","2","0","0","1","0","0","0","0","2","2"
"1078","4","19A",3,14,59,0,"0","1","1","0","0","1","0","0","0","1","2","2"
"1079","39","19A",0,2,59,0,"0","1","1","0","0","1","0","1","0","0","1","2"
"1080","33A","19A",0,1,59,0,"0","1","2","0","0","1","0","0","0","0","1","1"
"1081","46","19A",1,2,59,0,"0","1","1","1","0","1","0","0","0","1","1","2"
"1082","15F","19A",0,2,59,0,"0","1","2","1","0","1","0","0","1","0","1","2"
"1083","8","19A",0,7,59,0,"1","1","2","0","0","1","0","0","0","0","1","1"
"1084","25F","19A",0,2,59,0,"0","0","2","0","0","2","0","1","0","0","1","1"
"1085","35B","19A",2,18,59,0,"0","1","2","0","0","1","0","1","0","0","1","2"
"1086","10B","19A",0,5,59,0,"0","1","1","0","0","1","0","1","0","0","1","2"
"1087","9V","19A",3,9,59,0,"1","1","2","0","0","1","0","0","0","0","2","2"
"1088","31","19A",0,4,59,0,"1","1","1","0","0","2","0","0","0","0","1","1"
"1089","29","19A",1,10,59,0,"0","1","1","0","0","1","0","1","0","0","1","2"
"1090","17F","19A",3,15,59,0,"0","1","2","0","0","2","0","0","0","0","1","1"
"1091","34","19A",0,23,59,0,"0","1","2","0","0","1","0","1","0","0","1","1"
"1092","33B","19A",0,3,59,0,"0","1","2","0","0","1","0","1","0","0","1","2"
"1093","22F","19A",0,14,59,0,"1","1","2","0","0","2","0","0","0","0","1","1"
"1094","19F","19A",20,51,59,1,"0","0","2","0","0","2","0","0","0","0","2","2"
"1095","6A","19A",8,61,59,0,"0","1","2","0","0","2","0","1","0","0","1","1"
"1096","20B","19A",1,5,59,0,"0","1","2","1","0","1","0","0","0","0","1","2"
"1097","18B","19A",1,4,59,0,"0","1","2","0","0","2","1","0","0","0","1","1"
"1098","9L","19A",3,10,59,0,"1","1","2","1","0","1","0","0","0","0","2","2"
"1099","35F","19A",0,13,59,0,"0","1","1","0","0","1","0","1","0","0","1","1"
"1100","35A","19A",2,8,59,0,"0","1","2","0","0","1","0","0","0","0","1","1"
"1101","19A","19A",0,59,59,1,"0","0","2","0","0","2","0","0","0","0","2","2"
"1102","16F","19A",3,23,59,0,"0","1","2","0","0","2","1","0","0","0","1","1"
"1103","29","19B",0,10,8,0,"0","1","1","0","0","1","0","1","0","0","1","2"
"1104","9L","19B",0,10,8,0,"1","1","2","1","0","1","0","0","0","0","2","2"
"1105","9V","19B",0,9,8,0,"1","1","2","0","0","1","0","0","0","0","2","2"
"1106","9N","19B",0,7,8,0,"1","0","2","1","0","1","0","0","0","0","2","2"
"1107","46","19B",0,2,8,0,"0","1","1","1","0","1","0","0","0","1","1","2"
"1108","6B","19B",0,60,8,0,"0","1","2","0","0","2","0","1","0","0","1","1"
"1109","11A","19B",0,20,8,0,"0","1","2","0","0","1","1","0","0","0","1","1"
"1110","33C","19B",0,2,8,0,"0","1","1","0","0","1","0","1","0","0","1","2"
"1111","18A","19B",0,7,8,0,"0","1","2","1","0","2","1","0","0","0","1","2"
"1112","19A","19B",1,59,8,1,"0","0","2","0","0","2","0","0","0","0","2","2"
"1113","34","19B",0,23,8,0,"0","1","2","0","0","1","0","1","0","0","1","1"
"1114","21","19B",0,10,8,0,"0","1","2","0","0","1","0","0","0","0","1","1"
"1115","6A","19B",0,61,8,0,"0","1","2","0","0","2","0","1","0","0","1","1"
"1116","3","19B",0,18,8,0,"1","0","2","0","0","1","0","0","0","0","1","1"
"1117","28F","19B",0,9,8,0,"0","0","2","0","0","2","1","0","1","0","1","1"
"1118","17A","19B",0,2,8,0,"1","1","2","0","0","2","0","0","0","0","1","1"
"1119","6D","19B",0,2,8,0,"0","0","2","0","0","2","0","1","0","0","1","1"
"1120","35F","19B",0,13,8,0,"0","1","1","0","0","1","0","1","0","0","1","1"
"1121","7B","19B",0,4,8,0,"0","0","2","1","0","2","0","0","0","0","1","2"
"1122","15A","19B",0,21,8,0,"0","1","2","1","0","1","1","0","0","0","1","2"
"1123","9A","19B",0,1,8,0,"1","1","2","0","0","1","0","0","0","0","2","2"
"1124","35A","19B",0,8,8,0,"0","1","2","0","0","1","0","0","0","0","1","1"
"1125","14","19B",1,21,8,0,"0","1","2","1","0","1","0","0","0","0","1","2"
"1126","31","19B",0,4,8,0,"1","1","1","0","0","2","0","0","0","0","1","1"
"1127","33D","19B",0,2,8,0,"0","1","2","0","0","1","0","1","0","0","1","2"
"1128","45","19B",0,3,8,0,"0","1","1","1","0","2","1","0","0","1","1","2"
"1129","7F","19B",0,4,8,0,"0","1","2","1","0","2","0","0","0","0","1","2"
"1130","10F","19B",0,2,8,0,"0","1","1","0","0","1","0","1","0","0","1","2"
"1131","25F","19B",0,2,8,0,"0","0","2","0","0","2","0","1","0","0","1","1"
"1132","15B/C","19B",1,32,8,0,"0","1","2","1","0","1","1","0","0","0","1","2"
"1133","10B","19B",0,5,8,0,"0","1","1","0","0","1","0","1","0","0","1","2"
"1134","33F","19B",0,3,8,0,"0","1","2","0","0","1","0","0","0","0","1","1"
"1135","16F","19B",0,23,8,0,"0","1","2","0","0","2","1","0","0","0","1","1"
"1136","23F","19B",1,39,8,0,"0","1","2","0","0","2","1","0","0","0","1","1"
"1137","18F","19B",0,6,8,0,"0","1","2","0","0","2","1","0","0","0","1","1"
"1138","17F","19B",0,15,8,0,"0","1","2","0","0","2","0","0","0","0","1","1"
"1139","19B","19B",0,8,8,1,"0","0","2","0","0","2","0","0","0","0","2","2"
"1140","6C","19B",0,28,8,0,"0","0","2","0","0","2","0","1","0","0","1","1"
"1141","15F","19B",0,2,8,0,"0","1","2","1","0","1","0","0","1","0","1","2"
"1142","42","19B",0,1,8,0,"0","1","2","0","0","1","0","0","0","0","1","1"
"1143","18B","19B",0,4,8,0,"0","1","2","0","0","2","1","0","0","0","1","1"
"1144","8","19B",0,7,8,0,"1","1","2","0","0","1","0","0","0","0","1","1"
"1145","39","19B",0,2,8,0,"0","1","1","0","0","1","0","1","0","0","1","2"
"1146","10A","19B",0,18,8,0,"0","1","1","0","0","1","0","1","0","0","1","2"
"1147","33A","19B",0,1,8,0,"0","1","2","0","0","1","0","0","0","0","1","1"
"1148","35C","19B",0,4,8,0,"0","1","2","0","0","1","0","0","0","0","1","1"
"1149","18C","19B",0,13,8,0,"0","1","2","0","0","2","1","0","0","0","1","1"
"1150","19F","19B",1,51,8,1,"0","0","2","0","0","2","0","0","0","0","2","2"
"1151","33B","19B",0,3,8,0,"0","1","2","0","0","1","0","1","0","0","1","2"
"1152","22F","19B",0,14,8,0,"1","1","2","0","0","2","0","0","0","0","1","1"
"1153","12F","19B",0,7,8,0,"0","1","2","0","0","1","0","0","0","1","1","2"
"1154","35B","19B",1,18,8,0,"0","1","2","0","0","1","0","1","0","0","1","2"
"1155","13","19B",0,24,8,0,"0","1","2","1","0","1","0","1","0","0","1","2"
"1156","4","19B",0,14,8,0,"0","1","1","0","0","1","0","0","0","1","2","2"
"1157","12A","19B",0,2,8,0,"0","0","2","1","0","1","0","0","0","1","1","2"
"1158","20A","19B",0,9,8,0,"0","1","2","1","0","1","0","0","0","0","1","2"
"1159","28A","19B",0,3,8,0,"0","0","1","0","0","1","0","0","1","0","1","1"
"1160","20B","19B",0,5,8,0,"0","1","2","1","0","1","0","0","0","0","1","2"
"1161","15A","19F",7,21,51,0,"0","1","2","1","0","1","1","0","0","0","1","2"
"1162","13","19F",4,24,51,0,"0","1","2","1","0","1","0","1","0","0","1","2"
"1163","33B","19F",0,3,51,0,"0","1","2","0","0","1","0","1","0","0","1","2"
"1164","14","19F",13,21,51,0,"0","1","2","1","0","1","0","0","0","0","1","2"
"1165","35F","19F",1,13,51,0,"0","1","1","0","0","1","0","1","0","0","1","1"
"1166","19F","19F",0,51,51,1,"0","0","2","0","0","2","0","0","0","0","2","2"
"1167","18F","19F",0,6,51,0,"0","1","2","0","0","2","1","0","0","0","1","1"
"1168","6C","19F",4,28,51,0,"0","0","2","0","0","2","0","1","0","0","1","1"
"1169","35C","19F",0,4,51,0,"0","1","2","0","0","1","0","0","0","0","1","1"
"1170","34","19F",0,23,51,0,"0","1","2","0","0","1","0","1","0","0","1","1"
"1171","45","19F",0,3,51,0,"0","1","1","1","0","2","1","0","0","1","1","2"
"1172","19B","19F",1,8,51,1,"0","0","2","0","0","2","0","0","0","0","2","2"
"1173","33D","19F",1,2,51,0,"0","1","2","0","0","1","0","1","0","0","1","2"
"1174","10A","19F",3,18,51,0,"0","1","1","0","0","1","0","1","0","0","1","2"
"1175","35B","19F",3,18,51,0,"0","1","2","0","0","1","0","1","0","0","1","2"
"1176","15B/C","19F",8,32,51,0,"0","1","2","1","0","1","1","0","0","0","1","2"
"1177","39","19F",0,2,51,0,"0","1","1","0","0","1","0","1","0","0","1","2"
"1178","9L","19F",1,10,51,0,"1","1","2","1","0","1","0","0","0","0","2","2"
"1179","18C","19F",2,13,51,0,"0","1","2","0","0","2","1","0","0","0","1","1"
"1180","23F","19F",10,39,51,0,"0","1","2","0","0","2","1","0","0","0","1","1"
"1181","17A","19F",0,2,51,0,"1","1","2","0","0","2","0","0","0","0","1","1"
"1182","21","19F",1,10,51,0,"0","1","2","0","0","1","0","0","0","0","1","1"
"1183","42","19F",0,1,51,0,"0","1","2","0","0","1","0","0","0","0","1","1"
"1184","18A","19F",1,7,51,0,"0","1","2","1","0","2","1","0","0","0","1","2"
"1185","31","19F",0,4,51,0,"1","1","1","0","0","2","0","0","0","0","1","1"
"1186","28F","19F",0,9,51,0,"0","0","2","0","0","2","1","0","1","0","1","1"
"1187","9N","19F",2,7,51,0,"1","0","2","1","0","1","0","0","0","0","2","2"
"1188","12F","19F",0,7,51,0,"0","1","2","0","0","1","0","0","0","1","1","2"
"1189","20A","19F",1,9,51,0,"0","1","2","1","0","1","0","0","0","0","1","2"
"1190","11A","19F",4,20,51,0,"0","1","2","0","0","1","1","0","0","0","1","1"
"1191","6D","19F",0,2,51,0,"0","0","2","0","0","2","0","1","0","0","1","1"
"1192","10F","19F",1,2,51,0,"0","1","1","0","0","1","0","1","0","0","1","2"
"1193","28A","19F",0,3,51,0,"0","0","1","0","0","1","0","0","1","0","1","1"
"1194","9V","19F",3,9,51,0,"1","1","2","0","0","1","0","0","0","0","2","2"
"1195","17F","19F",3,15,51,0,"0","1","2","0","0","2","0","0","0","0","1","1"
"1196","6B","19F",5,60,51,0,"0","1","2","0","0","2","0","1","0","0","1","1"
"1197","16F","19F",4,23,51,0,"0","1","2","0","0","2","1","0","0","0","1","1"
"1198","9A","19F",0,1,51,0,"1","1","2","0","0","1","0","0","0","0","2","2"
"1199","29","19F",1,10,51,0,"0","1","1","0","0","1","0","1","0","0","1","2"
