"","phylo.grp","In_Silico_Serotype"
"2634","6_1","14"
"2635","6_1","14"
"2636","6_1","14"
"2637","6_1","14"
"2638","6_1","19F"
"2639","6_1","14"
"2640","6_1","14"
"2641","6_1","14"
"2642","6_1","14"
"2643","6_1","14"
"2644","6_1","14"
"2645","6_1","9V"
"2646","6_1","9V"
"2647","6_1","9V"
"2648","6_1","14"
"2649","6_1","14"
"2650","6_1","9V"
"2651","6_1","14"
"2652","6_1","14"
"2653","6_1","14"
"2654","6_1","14"
"2655","6_1","14"
"2656","6_1","9V"
"2657","6_1","14"
"2658","6_1","14"
"2659","6_1","9V"
"2660","6_1","14"
"2661","6_1","14"
"2662","6_1","14"
"2663","6_1","9V"
"2664","6_1","14"
"2665","6_1","14"
"2666","6_1","14"
"2667","6_1","14"
"2668","6_1","14"
"2669","6_1","9V"
"2670","6_1","14"
"2671","6_1","14"
"2672","6_1","9V"
"2673","6_1","14"
"2674","6_1","14"
"2675","6_1","14"
"2676","6_1","14"
"2677","6_1","14"
"2678","6_1","14"
"2679","6_1","9V"
"2680","6_1","14"
"2681","6_1","9V"
"2682","6_1","23F"
"2683","6_1","9V"
"2684","6_1","14"
"2685","6_1","9V"
"2686","6_1","9V"
"2687","6_1","14"
"2688","6_1","14"
"2689","6_1","14"
"2690","6_1","9V"
"2691","6_1","9V"
"2692","6_1","23A"
"2693","6_1","15BC"
"2694","7_59","23F"
"2695","7_45","23B"
"2696","7_1","23A"
"2697","7_25","23F"
"2698","7_62","23F"
"2699","7_19","23F"
"2700","7_21","23F"
"2701","7_60","23F"
"2702","7_93","23F"
"2703","7_3","23A"
"2704","7_50","23F"
"2705","7_73","23F"
"2706","7_74","23F"
"2707","7_9","23F"
"2708","7_20","23F"
"2709","7_58","23F"
"2710","7_3","23A"
"2711","7_1","23A"
"2712","7_3","23A"
"2713","7_31","23B"
"2714","7_26","23B"
"2715","7_8","23F"
"2716","7_49","23F"
"2717","7_1","23A"
"2718","7_1","23A"
"2719","7_13","23F"
"2720","7_90","23F"
"2721","7_1","23A"
"2722","7_1","23A"
"2723","7_3","23A"
"2724","7_42","23B"
"2725","7_48","23A"
"2726","7_44","23B"
"2727","7_29","23B"
"2728","7_30","23B"
"2729","7_43","23B"
"2730","7_46","23B"
"2731","7_32","23B"
"2732","7_1","23A"
"2733","7_1","23A"
"2734","7_1","23A"
"2735","7_1","23A"
"2736","7_39","23B"
"2737","7_41","23B"
"2738","7_1","23A"
"2739","7_28","23B"
"2740","7_91","23F"
"2741","7_6","23A"
"2742","7_6","23A"
"2743","7_6","23A"
"2744","7_1","23A"
"2745","7_56","23F"
"2746","7_57","23F"
"2747","7_23","23F"
"2748","7_27","23B"
"2749","7_98","23F"
"2750","7_92","23F"
"2751","7_51","23A"
"2752","7_47","23A"
"2753","7_81","23F"
"2754","7_82","23F"
"2755","7_75","23F"
"2756","7_24","23F"
"2757","7_76","23F"
"2758","7_77","23F"
"2759","7_1","23A"
"2760","7_1","23A"
"2761","7_1","23A"
"2762","7_88","23F"
"2763","7_6","23A"
"2764","7_6","23A"
"2765","7_5","23A"
"2766","7_52","23F"
"2767","7_10","23F"
"2768","7_101","23F"
"2769","7_63","23F"
"2770","7_97","23F"
"2771","7_22","23F"
"2772","7_84","23F"
"2773","7_55","23F"
"2774","7_12","23F"
"2775","7_1","23F"
"2776","7_96","23F"
"2777","7_54","23F"
"2778","7_95","23F"
"2779","7_94","23F"
"2780","7_53","23F"
"2781","7_102","23F"
"2782","7_78","23F"
"2783","7_7","23F"
"2784","7_79","23F"
"2785","7_80","23F"
"2786","7_1","23F"
"2787","7_89","23F"
"2788","7_1","23A"
"2789","7_11","23F"
"2790","7_83","23F"
"2791","7_86","23F"
"2792","7_85","23F"
"2793","7_1","23A"
"2794","7_1","23A"
"2795","7_6","23A"
"2796","7_6","23A"
"2797","7_6","23A"
"2798","7_1","23A"
"2799","7_6","23A"
"2800","7_1","23A"
"2801","7_1","23A"
"2802","7_1","23A"
"2803","7_1","23A"
"2804","7_1","23A"
"2805","7_1","23A"
"2806","7_1","23A"
"2807","7_1","23A"
"2808","7_1","23A"
"2809","7_1","23A"
"2810","7_1","23A"
"2811","7_1","23A"
"2812","7_1","23A"
"2813","7_6","23A"
"2814","7_6","23A"
"2815","7_5","23A"
"2816","7_6","23A"
"2817","7_3","23A"
"2818","7_2","23A"
"2819","7_3","23A"
"2820","7_1","23A"
"2821","7_3","23A"
"2822","7_6","23A"
"2823","7_61","23F"
"2824","7_67","23F"
"2825","7_69","23F"
"2826","7_66","23F"
"2827","7_17","23F"
"2828","7_68","23F"
"2829","7_1","23A"
"2830","7_64","23F"
"2831","7_99","23F"
"2832","7_4","23A"
"2833","7_100","23F"
"2834","7_1","23A"
"2835","7_34","23B"
"2836","7_1","23A"
"2837","7_1","23A"
"2838","7_1","23A"
"2839","7_33","23B"
"2840","7_16","23F"
"2841","7_15","23F"
"2842","7_14","23F"
"2843","7_40","23B"
"2844","7_36","23B"
"2845","7_38","23B"
"2846","7_35","23B"
"2847","7_87","23F"
"2848","7_1","23A"
"2849","7_1","23A"
"2850","7_1","23A"
"2851","7_65","23F"
"2852","7_70","23F"
"2853","7_71","23F"
"2854","7_72","23F"
"2855","7_37","23B"
"2856","7_1","23A"
"2857","7_1","23A"
"2858","7_18","23F"
"2859","7_1","23A"
"2860","8_1","5"
"2861","8_1","5"
"2862","8_1","5"
"2863","8_1","5"
"2864","8_1","5"
"2865","8_1","5"
"2866","8_1","5"
"2867","8_1","5"
"2868","8_1","5"
"2869","8_1","5"
"2870","8_1","5"
"2871","8_1","5"
"2872","8_1","5"
"2873","8_1","5"
"2874","8_1","5"
"2875","8_1","5"
"2876","8_1","5"
"2877","8_1","5"
"2878","8_1","5"
"2879","8_1","5"
"2880","8_1","5"
"2881","8_1","5"
"2882","8_1","5"
"2883","8_1","5"
"2884","8_1","5"
"2885","8_1","5"
"2886","8_1","5"
"2887","8_1","5"
"2888","8_1","5"
"2889","8_1","5"
"2890","8_1","5"
"2891","8_1","5"
"2892","8_1","5"
"2893","8_1","5"
"2894","8_1","5"
"2895","8_1","5"
"2896","8_1","5"
"2897","8_1","5"
"2898","8_1","5"
"2899","8_1","5"
"2900","8_1","5"
"2901","8_1","5"
"2902","8_1","5"
"2903","8_1","5"
"2904","8_1","5"
"2905","8_1","5"
"2906","8_1","5"
"2907","8_1","5"
"2908","8_1","5"
"2909","8_1","5"
"2910","8_1","5"
"2911","8_1","5"
"2912","8_1","5"
"2913","8_1","5"
"2914","8_1","5"
"2915","8_1","5"
"2916","8_1","5"
"2917","8_1","5"
"2918","8_1","5"
"2919","8_1","5"
"2920","8_1","5"
"2921","8_1","5"
"2922","8_1","5"
"2923","8_1","5"
"2924","8_1","5"
"2925","8_1","5"
"2926","8_1","5"
"2927","8_1","5"
"2928","8_1","5"
"2929","8_1","5"
"2930","8_1","5"
"2931","8_1","5"
"2932","8_1","5"
"2933","8_1","5"
"2934","8_1","5"
"2935","8_1","5"
"2936","8_1","5"
"2937","8_1","5"
"2938","8_1","5"
"2939","8_1","5"
"2940","8_1","5"
"2941","8_1","5"
"2942","8_1","5"
"2943","8_1","5"
"2944","8_1","5"
"2945","8_1","5"
"2946","8_1","5"
"2947","8_1","5"
"2948","8_1","5"
"2949","8_1","5"
"2950","8_1","5"
"2951","8_1","5"
"2952","8_1","5"
"2953","8_1","5"
"2954","8_1","5"
"2955","8_1","5"
"2956","8_1","5"
"2957","8_1","5"
"2958","8_1","5"
"2959","8_1","5"
"2960","8_1","5"
"2961","8_1","5"
"2962","8_1","5"
"2963","8_1","5"
"2964","8_1","5"
"2965","8_1","5"
"2966","8_1","5"
"2967","8_1","5"
"2968","8_1","5"
"2969","8_1","5"
"2970","8_1","5"
"2971","8_1","5"
"2972","8_1","5"
"2973","8_1","5"
"2974","8_1","5"
"2975","8_1","5"
"2976","8_1","5"
"2977","8_1","5"
"2978","8_1","5"
"2979","8_1","5"
"2980","8_1","5"
"2981","8_1","5"
"2982","8_1","5"
"2983","8_1","5"
"2984","8_1","5"
"2985","8_1","5"
"2986","8_1","5"
"2987","8_1","5"
"2988","8_1","5"
"2989","8_1","5"
"2990","8_1","5"
"2991","8_1","5"
"2992","8_1","5"
"2993","8_1","5"
"2994","8_1","5"
"2995","8_1","5"
"2996","8_1","5"
"2997","8_1","5"
"2998","8_1","5"
"2999","8_1","5"
"3000","8_1","5"
"3001","8_1","5"
"3002","8_1","5"
"3003","8_1","5"
"3004","8_1","5"
"3005","8_1","5"
"3006","8_1","5"
"3007","8_1","5"
"3008","8_1","5"
"3009","8_1","5"
"3010","8_1","5"
"3011","8_1","5"
"3012","8_1","5"
"3013","8_1","5"
"3014","8_1","5"
"3015","8_1","5"
"3016","8_1","5"
"3017","8_1","5"
"3018","8_1","5"
"3019","8_1","5"
"3020","8_1","5"
"3021","8_1","5"
"3022","8_1","5"
"3023","8_1","5"
"3024","8_1","5"
"3025","8_1","5"
"3026","8_1","5"
"3027","8_1","5"
"3028","8_1","5"
"3029","8_1","5"
"3030","8_1","5"
"3031","8_1","5"
"3032","8_1","5"
"3033","8_1","5"
"3034","8_1","5"
"3035","8_1","5"
"3036","8_1","5"
"3037","8_1","5"
"3038","8_1","5"
"3039","8_1","5"
"3040","8_1","5"
"3041","8_1","5"
"3042","8_1","5"
"3043","8_1","5"
"3044","8_1","5"
"3045","8_1","5"
"3046","8_1","5"
"3047","8_1","5"
"3048","8_1","5"
"3049","8_1","5"
"3050","8_1","5"
"3051","8_1","5"
"3052","8_1","5"
"3053","8_1","5"
"3054","8_1","5"
"3055","8_1","5"
"3056","8_1","5"
"3057","8_1","5"
"3058","8_1","5"
"3059","8_1","5"
"3060","8_1","5"
"3061","8_1","5"
"3062","8_1","5"
"3063","8_1","5"
"3064","8_1","5"
"3065","8_1","5"
"3066","8_1","5"
"3067","8_1","5"
"3068","8_1","5"
"3069","8_1","5"
"3070","8_1","5"
"3071","8_1","5"
"3072","8_1","5"
"3073","8_1","5"
"3074","8_1","5"
"3075","8_1","5"
"3076","8_1","5"
"3077","8_1","5"
"3078","8_1","5"
"3079","8_1","5"
"3080","8_1","5"
"3081","8_1","5"
"3082","8_1","5"
"3083","8_1","5"
"3084","8_1","5"
"3085","8_1","5"
"3086","8_1","5"
"3087","8_1","5"
"3088","8_1","5"
"3089","8_1","5"
"3090","8_1","5"
"3091","8_1","5"
"3092","8_1","5"
"3093","8_1","5"
"3094","8_1","5"
"3095","8_1","5"
"3096","8_1","5"
"3097","8_1","5"
"3098","8_1","5"
"3099","8_1","5"
"3100","8_1","5"
"3101","8_1","5"
"3102","8_1","5"
"3103","8_1","5"
"3104","8_1","5"
"3105","8_1","5"
"3106","8_1","5"
"3107","8_1","5"
"3108","8_1","5"
"3109","8_1","5"
"3110","8_1","5"
"3111","8_1","5"
"3112","8_1","5"
"3113","8_1","5"
"3114","8_1","5"
"3115","8_1","5"
"3116","8_1","5"
"3117","8_1","5"
"3118","8_1","5"
"3119","8_1","5"
"3120","8_1","5"
"3121","8_1","5"
"3122","8_1","5"
"3123","8_1","5"
"3124","8_1","5"
"3125","8_1","5"
"3126","8_1","5"
"3127","8_1","5"
"3128","8_1","5"
"3129","8_1","5"
"3130","8_1","5"
"3131","8_1","5"
"3132","8_1","5"
"3133","8_1","5"
"3134","8_1","5"
"3135","8_1","5"
"3136","8_1","5"
"3137","8_1","5"
"3138","8_1","5"
"3139","8_1","5"
"3140","8_1","5"
"3141","8_1","5"
"3142","8_1","5"
"3143","8_1","5"
"3144","8_1","5"
"3145","8_1","5"
"3146","8_1","5"
"3147","8_1","5"
"3148","8_1","5"
"3149","8_1","5"
"3150","8_1","5"
"3151","8_1","5"
"3152","8_1","5"
"3153","8_1","5"
"3154","8_1","5"
"3155","8_1","5"
"3156","8_1","5"
"3157","8_1","5"
"3158","8_1","5"
"3159","8_1","5"
"3160","8_1","5"
"3161","8_1","5"
"3162","8_1","5"
"3163","8_1","5"
"3164","8_1","5"
"3165","8_1","5"
"3166","8_1","5"
"3167","8_1","5"
"3168","8_1","5"
"3169","8_1","5"
"3170","8_1","5"
"3171","8_1","5"
"3172","8_1","5"
"3173","8_1","5"
"3174","8_1","5"
"3175","8_1","5"
"3176","8_1","5"
"3177","8_1","5"
"3178","8_1","5"
"3179","8_1","5"
"3180","8_1","5"
"3181","8_1","5"
"3182","8_1","5"
"3183","8_1","5"
"3184","8_1","5"
"3185","8_1","5"
"3186","8_1","5"
"3187","8_1","5"
"3188","8_1","5"
"3189","8_1","5"
"3190","8_1","5"
"3191","8_1","5"
"3192","8_1","5"
"3193","8_1","5"
"3194","8_1","5"
"3195","8_1","5"
"3196","8_1","5"
"3197","8_1","5"
"3198","8_1","5"
"3199","8_1","5"
"3200","8_1","5"
"3201","8_1","5"
"3202","8_1","5"
"3203","8_1","5"
"3204","8_1","5"
"3205","8_1","5"
"3206","8_1","5"
"3207","8_1","5"
"3208","8_1","5"
"3209","8_1","5"
"3210","8_1","5"
"3211","8_1","5"
"3212","8_1","5"
"3213","8_1","5"
"3214","8_1","5"
"3215","8_1","5"
"3216","8_1","5"
"3217","8_1","5"
"3218","8_1","5"
"3219","8_1","5"
"3220","8_1","5"
"3221","8_1","5"
"3222","8_1","5"
"3223","8_1","5"
"3224","8_1","5"
"3225","8_1","5"
"3226","8_1","5"
"3227","8_1","5"
"3228","8_1","5"
"3229","8_1","5"
"3230","8_1","5"
"3231","8_1","5"
"3232","8_1","5"
"3233","8_1","5"
"3234","8_1","5"
"3235","8_1","5"
"3236","8_1","5"
"3237","8_1","5"
"3238","8_1","5"
"3239","8_1","5"
"3240","8_1","5"
"3241","8_1","5"
"3242","8_1","5"
"3243","8_1","5"
"3244","8_1","5"
"3245","8_1","5"
"3246","8_1","5"
"3247","8_1","5"
"3248","8_1","5"
"3249","8_1","5"
"3250","9_4","14"
"3251","9_4","14"
"3252","9_4","14"
"3253","9_4","14"
"3254","9_4","15A"
"3255","9_4","14"
"3256","9_4","14"
"3257","9_4","14"
"3258","9_4","14"
"3259","9_4","14"
"3260","9_4","15A"
"3261","9_4","14"
"3262","9_4","14"
"3263","9_4","14"
"3264","9_4","14"
"3265","9_4","14"
"3266","9_4","14"
"3267","9_4","14"
"3268","9_4","14"
"3269","9_4","14"
"3270","9_4","14"
"3271","9_4","14"
"3272","9_4","15A"
"3273","9_4","15A"
"3274","9_4","15A"
"3275","9_4","15A"
"3276","9_4","14"
"3277","9_4","19A"
"3278","9_4","14"
"3279","9_4","14"
"3280","9_4","14"
"3281","9_4","14"
"3282","9_4","14"
"3283","9_4","14"
"3284","9_4","14"
"3285","9_4","14"
"3286","9_4","14"
"3287","9_4","14"
"3288","9_4","15A"
"3289","9_4","15A"
"3290","9_4","15A"
"3291","9_4","15A"
"3292","9_4","14"
"3293","9_4","14"
"3294","9_4","14"
"3295","9_4","14"
"3296","9_4","14"
"3297","9_4","14"
"3298","9_4","14"
"3299","9_4","14"
"3300","9_4","14"
"3301","9_4","14"
"3302","9_4","14"
"3303","9_4","14"
"3304","9_4","14"
"3305","9_4","14"
"3306","9_4","14"
"3307","9_4","14"
"3308","9_4","14"
"3309","9_4","14"
"3310","9_4","14"
"3311","9_4","14"
"3312","9_4","14"
"3313","9_4","14"
"3314","9_4","14"
"3315","9_4","14"
"3316","9_4","14"
"3317","9_4","14"
"3318","9_4","14"
"3319","9_4","14"
"3320","9_4","14"
"3321","9_4","14"
"3322","9_4","14"
"3323","9_4","14"
"3324","9_4","14"
"3325","9_4","14"
"3326","9_4","14"
"3327","9_4","14"
"3328","9_4","14"
"3329","9_4","14"
"3330","9_4","14"
"3331","9_4","14"
"3332","9_4","14"
"3333","9_4","14"
"3334","9_4","14"
"3335","9_4","14"
"3336","9_4","14"
"3337","9_4","15A"
"3338","9_4","14"
"3339","9_4","15A"
"3340","9_4","23B"
"3341","9_4","15A"
"3342","9_4","14"
"3343","9_4","14"
"3344","9_4","14"
"3345","9_4","14"
"3346","9_4","14"
"3347","9_4","14"
"3348","9_4","14"
"3349","9_4","14"
"3350","9_4","14"
"3351","9_4","14"
"3352","9_4","14"
"3353","9_4","14"
"3354","9_4","14"
"3355","9_4","14"
"3356","9_4","14"
"3357","9_4","14"
"3358","9_4","14"
"3359","9_4","14"
"3360","9_4","14"
"3361","9_4","14"
"3362","9_4","14"
"3363","9_4","14"
"3364","9_4","14"
"3365","9_4","14"
"3366","9_4","15A"
"3367","9_4","15A"
"3368","9_3","3"
"3369","9_4","14"
"3370","9_4","14"
"3371","9_4","14"
"3372","9_3","33F"
"3373","9_4","14"
"3374","9_4","14"
"3375","9_4","14"
"3376","9_4","14"
"3377","9_4","14"
"3378","9_2","33F"
"3379","9_2","33F"
"3380","9_4","14"
"3381","9_4","14"
"3382","9_4","14"
"3383","9_3","3"
"3384","9_4","14"
"3385","9_4","14"
"3386","9_4","14"
"3387","9_4","14"
"3388","9_4","14"
"3389","9_4","14"
"3390","9_4","14"
"3391","9_4","14"
"3392","9_4","14"
"3393","9_4","14"
"3394","9_4","19F"
"3395","9_4","14"
"3396","9_4","14"
"3397","9_4","14"
"3398","9_4","14"
"3399","9_4","14"
"3400","9_4","14"
"3401","9_4","14"
"3402","9_4","14"
"3403","9_4","14"
"3404","9_4","14"
"3405","9_4","14"
"3406","9_4","14"
"3407","9_4","14"
"3408","9_4","14"
"3409","9_4","14"
"3410","9_4","14"
"3411","9_4","14"
"3412","9_4","14"
"3413","9_4","14"
"3414","9_4","14"
"3415","9_4","14"
"3416","9_4","14"
"3417","9_4","14"
"3418","9_4","14"
"3419","9_4","NT"
"3420","9_4","14"
"3421","9_4","14"
"3422","9_4","14"
"3423","9_4","14"
"3424","9_4","NT"
"3425","9_4","14"
"3426","9_4","14"
"3427","9_4","14"
"3428","9_4","14"
"3429","9_4","14"
"3430","9_4","14"
"3431","9_4","14"
"3432","9_4","14"
"3433","9_4","14"
"3434","9_4","14"
"3435","9_4","NT"
"3436","9_4","NT"
"3437","9_4","14"
"3438","9_4","14"
"3439","9_4","14"
"3440","9_4","14"
"3441","9_4","14"
"3442","9_4","14"
"3443","9_4","14"
"3444","9_4","15A"
"3445","9_4","14"
"3446","9_4","14"
"3447","9_4","14"
"3448","9_4","14"
"3449","9_4","14"
"3450","9_4","14"
"3451","9_4","15A"
"3452","9_4","15A"
"3453","9_4","14"
"3454","9_4","14"
"3455","9_4","14"
"3456","9_4","14"
"3457","9_3","3"
"3458","9_4","14"
"3459","9_4","14"
"3460","9_4","14"
"3461","9_4","14"
"3462","9_4","14"
"3463","9_1","33F"
"3464","9_4","14"
"3465","9_4","14"
"3466","9_4","14"
"3467","9_4","15A"
"3468","9_4","19A"
"3469","9_4","14"
"3470","9_4","14"
"3471","9_4","14"
"3472","9_4","15A"
"3473","9_3","3"
"3474","9_3","3"
"3475","9_4","14"
"3476","9_4","19F"
"3477","9_4","14"
"3478","9_4","15A"
"3479","9_4","15A"
"3480","9_4","14"
"3481","9_4","15A"
"3482","9_4","15A"
"3483","9_4","15A"
"3484","9_4","15A"
"3485","9_4","15A"
"3486","9_4","15A"
"3487","9_4","15A"
"3488","9_4","15A"
"3489","9_4","15A"
"3490","9_4","15A"
"3491","9_4","15A"
"3492","9_4","15A"
"3493","9_4","15A"
"3494","9_4","15A"
"3495","9_4","14"
"3496","9_4","14"
"3497","9_4","14"
"3498","9_4","14"
"3499","9_4","14"
"3500","9_4","23F"
"3501","9_4","15A"
"3502","9_4","15A"
"3503","9_4","19F"
"3504","9_4","15A"
"3505","9_4","15A"
"3506","9_4","19A"
"3507","9_4","15A"
"3508","9_4","15A"
"3509","9_4","15A"
"3510","9_4","15A"
"3511","9_4","15A"
"3512","9_4","15A"
"3513","9_4","15A"
"3514","9_4","15A"
"3515","9_4","15A"
"3516","9_4","15A"
"3517","9_4","15A"
"3518","9_4","15A"
"3519","9_4","14"
"3520","9_4","14"
"3521","9_4","14"
"3522","9_4","14"
"3523","9_4","14"
"3524","9_3","3"
"3525","9_4","14"
"3526","9_4","14"
"3527","10_2","24"
"3528","10_2","19A"
"3529","10_2","19F"
"3530","10_2","19A"
"3531","10_2","19A"
"3532","10_2","24"
"3533","10_2","19A"
"3534","10_2","14"
"3535","10_2","14"
"3536","10_2","14"
"3537","10_2","24"
"3538","10_2","19A"
"3539","10_2","14"
"3540","10_2","19A"
"3541","10_2","14"
"3542","10_2","14"
"3543","10_2","14"
"3544","10_2","14"
"3545","10_2","14"
"3546","10_2","14"
"3547","10_2","14"
"3548","10_2","14"
"3549","10_2","14"
"3550","10_2","14"
"3551","10_2","14"
"3552","10_2","14"
"3553","10_2","14"
"3554","10_2","14"
"3555","10_2","14"
"3556","10_2","14"
"3557","10_2","14"
"3558","10_2","14"
"3559","10_2","14"
"3560","10_2","14"
"3561","10_2","14"
"3562","10_2","14"
"3563","10_2","14"
"3564","10_2","14"
"3565","10_2","14"
"3566","10_2","14"
"3567","10_2","14"
"3568","10_2","14"
"3569","10_2","14"
"3570","10_2","19A"
"3571","10_2","19A"
"3572","10_2","19A"
"3573","10_2","19A"
"3574","10_2","14"
"3575","10_2","14"
"3576","10_2","14"
"3577","10_2","19A"
"3578","10_2","14"
"3579","10_2","14"
"3580","10_2","14"
"3581","10_2","14"
"3582","10_2","14"
"3583","10_2","14"
"3584","10_2","14"
"3585","10_2","14"
"3586","10_2","14"
"3587","10_2","14"
"3588","10_2","14"
"3589","10_2","14"
"3590","10_2","14"
"3591","10_2","14"
"3592","10_2","14"
"3593","10_2","14"
"3594","10_2","14"
"3595","10_2","14"
"3596","10_2","14"
"3597","10_2","14"
"3598","10_2","14"
"3599","10_2","14"
"3600","10_2","14"
"3601","10_2","14"
"3602","10_2","14"
"3603","10_2","14"
"3604","10_2","14"
"3605","10_2","14"
"3606","10_2","14"
"3607","10_2","14"
"3608","10_2","14"
"3609","10_2","14"
"3610","10_2","14"
"3611","10_2","14"
"3612","10_2","14"
"3613","10_2","14"
"3614","10_2","14"
"3615","10_2","14"
"3616","10_2","14"
"3617","10_2","14"
"3618","10_2","14"
"3619","10_2","14"
"3620","10_2","23F"
"3621","10_2","19A"
"3622","10_2","19F"
"3623","10_2","14"
"3624","10_2","14"
"3625","10_2","14"
"3626","10_2","14"
"3627","10_2","14"
"3628","10_2","14"
"3629","10_2","14"
"3630","10_2","14"
"3631","10_2","14"
"3632","10_2","3"
"3633","10_2","14"
"3634","10_2","14"
"3635","10_2","14"
"3636","10_2","14"
"3637","10_2","14"
"3638","10_2","14"
"3639","10_2","14"
"3640","10_2","14"
"3641","10_2","14"
"3642","10_2","14"
"3643","10_2","14"
"3644","10_2","14"
"3645","10_2","14"
"3646","10_2","14"
"3647","10_2","14"
"3648","10_2","3"
"3649","10_2","14"
"3650","10_2","14"
"3651","10_2","14"
"3652","10_2","14"
"3653","10_2","14"
"3654","10_2","14"
"3655","10_2","14"
"3656","10_2","14"
"3657","10_2","14"
"3658","10_2","3"
"3659","10_2","14"
"3660","10_2","14"
"3661","10_2","14"
"3662","10_2","14"
"3663","10_2","14"
"3664","10_2","14"
"3665","10_2","3"
"3666","10_2","14"
"3667","10_2","3"
"3668","10_2","3"
"3669","10_2","3"
"3670","10_2","19F"
"3671","10_2","14"
"3672","10_2","14"
"3673","10_2","14"
"3674","10_2","3"
"3675","10_2","3"
"3676","10_2","3"
"3677","10_2","3"
"3678","10_1","10A"
"3679","10_2","19A"
"3680","10_2","19A"
"3681","10_2","19A"
"3682","10_2","19F"
"3683","10_2","19A"
"3684","10_2","23A"
"3685","10_2","14"
"3686","10_2","14"
"3687","10_2","14"
"3688","10_2","3"
"3689","10_2","3"
"3690","10_1","10A"
"3691","10_2","7B"
"3692","10_1","10A"
"3693","10_2","19A"
"3694","10_2","7B"
"3695","10_1","10A"
"3696","10_2","19F"
"3697","10_2","19F"
"3698","10_2","7B"
"3699","10_1","10A"
"3700","10_1","10A"
"3701","10_1","10A"
"3702","10_2","14"
"3703","10_2","14"
"3704","10_2","14"
"3705","10_2","14"
"3706","10_2","14"
"3707","10_2","14"
"3708","10_2","14"
"3709","10_2","19F"
"3710","10_1","10A"
"3711","10_2","7B"
"3712","10_2","7B"
"3713","10_2","14"
"3714","10_2","14"
"3715","10_2","14"
"3716","10_2","14"
"3717","10_2","14"
"3718","10_2","14"
"3719","10_2","24"
"3720","10_2","23A"
"3721","10_2","23A"
"3722","10_2","14"
"3723","10_2","14"
"3724","10_2","14"
"3725","10_2","14"
"3726","10_2","14"
"3727","10_1","10A"
"3728","10_2","3"
"3729","10_2","3"
"3730","10_2","19A"
"3731","10_2","19A"
"3732","10_2","14"
"3733","10_2","24"
"3734","10_2","19A"
"3735","10_2","24"
"3736","10_2","24"
"3737","10_2","3"
"3738","10_2","3"
"3739","10_2","19F"
"3740","10_2","19F"
"3741","10_2","3"
"3742","10_2","3"
"3743","10_2","3"
"3744","10_2","3"
"3745","10_2","3"
"3746","10_2","3"
"3747","10_2","3"
"3748","10_2","14"
"3749","10_2","19A"
"3750","10_2","24"
"3751","10_2","19A"
"3752","10_2","19A"
"3753","10_2","23F"
"3754","10_2","19A"
"3755","10_2","19A"
"3756","10_2","17F"
"3757","10_2","19A"
"3758","10_2","19A"
"3759","10_2","3"
"3760","10_2","3"
"3761","10_2","19A"
"3762","10_1","10A"
"3763","10_2","19A"
"3764","10_2","19A"
"3765","10_2","7B"
"3766","10_1","10A"
"3767","10_2","19F"
"3768","10_2","14"
"3769","10_2","19F"
"3770","10_2","19A"
"3771","10_2","19A"
"3772","10_2","19F"
"3773","10_2","19F"
"3774","10_2","19A"
"3775","10_2","19F"
"3776","10_2","19A"
"3777","10_2","19A"
"3778","10_2","19F"
"3779","10_2","19A"
"3780","10_2","24"
"3781","10_2","19A"
"3782","10_2","14"
"3783","10_2","14"
"3784","10_2","23F"
"3785","10_2","14"
"3786","10_2","19A"
"3787","10_2","14"
"3788","10_2","19A"
"3789","10_2","14"
"3790","10_2","14"
"3791","10_2","14"
"3792","10_2","19A"
"3793","10_2","24"
"3794","10_2","19A"
"3795","10_2","19A"
"3796","10_2","24"
"3797","10_2","14"
"3798","10_2","24"
"3799","10_2","19A"
"3800","10_2","17F"
"3801","10_2","24"
"3802","10_2","17F"
"3803","10_2","19F"
"3804","10_2","19A"
"3805","10_2","14"
"3806","10_2","24"
"3807","10_2","3"
"3808","10_2","3"
"3809","10_2","3"
"3810","10_2","3"
"3811","10_2","3"
"3812","10_2","3"
"3813","10_2","3"
"3814","11_54","18C"
"3815","11_56","19A"
"3816","11_55","18C"
"3817","11_7","11A"
"3818","11_51","21"
"3819","11_162","15BC"
"3820","11_58","19A"
"3821","11_82","18C"
"3822","11_109","18A"
"3823","11_109","21"
"3824","11_8","11A"
"3825","11_13","21"
"3826","11_14","21"
"3827","11_52","15BC"
"3828","11_62","18C"
"3829","11_166","15BC"
"3830","11_47","21"
"3831","11_126","15BC"
"3832","11_143","15BC"
"3833","11_88","21"
"3834","11_112","21"
"3835","11_67","18C"
"3836","11_111","21"
"3837","11_76","18C"
"3838","11_89","21"
"3839","11_87","18C"
"3840","11_81","18C"
"3841","11_9","11A"
"3842","11_3","15A"
"3843","11_75","18C"
"3844","11_79","18C"
"3845","11_108","21"
"3846","11_64","18C"
"3847","11_70","18C"
"3848","11_84","18C"
"3849","11_46","15A"
"3850","11_71","18C"
"3851","11_107","21"
"3852","11_85","18C"
"3853","11_74","18C"
"3854","11_80","18C"
"3855","11_53","15BC"
"3856","11_19","19A"
"3857","11_59","33C"
"3858","11_108","21"
"3859","11_83","18C"
"3860","11_77","18C"
"3861","11_97","21"
"3862","11_48","21"
"3863","11_99","21"
"3864","11_165","15BC"
"3865","11_163","15BC"
"3866","11_78","18C"
"3867","11_164","15BC"
"3868","11_109","21"
