"","Serotype1","Serotype2","Freq","975tile"
"1902","18A","7B/C",2,0
"1903","18A","7F",1,0
"1904","18A","8",2,0
"1905","18A","9A",2,0
"1906","18A","9L",2,0
"1907","18A","9N",2,0
"1908","18A","9V",3,0
"1909","18B","18C",6,0
"1910","18B","18F",5,0
"1911","18B","19A",4,0
"1912","18B","19B",1,0
"1913","18B","19C",1,0
"1914","18B","19F",2,0
"1915","18B","2",1,0
"1918","18B","21",4,0
"1919","18B","22A",3,0
"1920","18B","22F",4,0
"1921","18B","23A",3,0
"1922","18B","23B",1,0
"1923","18B","23F",3,0
"1925","18B","24B",1,0
"1926","18B","24F",2,0
"1931","18B","28F",1,0
"1932","18B","29",1,0
"1933","18B","3",3,0
"1934","18B","31",2,0
"1941","18B","34",2,0
"1942","18B","35A",2,0
"1943","18B","35B",2,0
"1944","18B","35C",2,0
"1945","18B","35F",1,0
"1948","18B","38",1,0
"1950","18B","4",2,0
"1954","18B","42",2,0
"1962","18B","6A",2,0
"1963","18B","6B",5,0
"1964","18B","6C/D",2,0
"1965","18B","6E",1,0
"1966","18B","6F",1,0
"1967","18B","6G",1,0
"1968","18B","7A",1,0
"1969","18B","7B/C",1,0
"1970","18B","7F",3,0
"1971","18B","8",3,0
"1972","18B","9A",1,0
"1973","18B","9L",2,0
"1974","18B","9N",2,0
"1975","18B","9V",2,0
"1976","18C","18F",5,0
"1977","18C","19A",11,4
"1978","18C","19B",1,0
"1979","18C","19C",1,0
"1980","18C","19F",8,3
"1981","18C","2",1,0
"1984","18C","21",6,0
"1985","18C","22A",6,0
"1986","18C","22F",6,0
"1987","18C","23A",5,0
"1988","18C","23B",4,0
"1989","18C","23F",10,2
"1991","18C","24B",1,0
"1992","18C","24F",2,0
"1995","18C","27",1,0
"1997","18C","28F",2,0
"1998","18C","29",2,0
"1999","18C","3",7,1
"2000","18C","31",3,0
"2002","18C","33A",2,0
"2003","18C","33B",1,0
"2006","18C","33F",2,0
"2007","18C","34",4,0
"2008","18C","35A",6,0
"2009","18C","35B",2,0
"2010","18C","35C",4,0
"2011","18C","35F",3,0
"2014","18C","38",3,0
"2016","18C","4",6,1
"2020","18C","42",2,0
"2022","18C","45",1,0
"2027","18C","5",2,0
"2028","18C","6A",7,4
"2029","18C","6B",8,4
"2030","18C","6C/D",6,2
"2031","18C","6E",3,0
"2032","18C","6F",1,0
"2033","18C","6G",1,0
"2034","18C","7A",2,0
"2035","18C","7B/C",2,0
"2036","18C","7F",5,0
"2037","18C","8",5,0
"2038","18C","9A",1,0
"2039","18C","9L",2,0
"2040","18C","9N",2,0
"2041","18C","9V",5,0
"2042","18F","19A",3,0
"2043","18F","19B",1,0
"2044","18F","19C",1,0
"2045","18F","19F",2,0
"2046","18F","2",1,0
"2049","18F","21",4,0
"2050","18F","22A",3,0
"2051","18F","22F",3,0
"2052","18F","23A",2,0
"2053","18F","23B",1,0
"2054","18F","23F",3,0
"2056","18F","24B",1,0
"2057","18F","24F",2,0
"2062","18F","28F",1,0
"2063","18F","29",1,0
"2064","18F","3",2,0
"2065","18F","31",1,0
"2072","18F","34",2,0
"2073","18F","35A",1,0
"2074","18F","35B",2,0
"2075","18F","35C",2,0
"2076","18F","35F",1,0
"2079","18F","38",1,0
"2081","18F","4",2,0
"2085","18F","42",2,0
"2093","18F","6A",2,0
"2094","18F","6B",4,0
"2095","18F","6C/D",2,0
"2096","18F","6E",1,0
"2097","18F","6F",1,0
"2098","18F","6G",1,0
"2100","18F","7B/C",1,0
"2101","18F","7F",2,0
"2102","18F","8",2,0
"2103","18F","9A",1,0
"2104","18F","9L",2,0
"2105","18F","9N",1,0
"2106","18F","9V",2,0
"2107","19A","19B",2,0
"2108","19A","19C",2,0
"2109","19A","19F",39,26.025
"2110","19A","2",1,0
"2112","19A","20B",1,0
"2113","19A","21",9,2
"2114","19A","22A",4,0
"2115","19A","22F",8,2
"2116","19A","23A",14,4
"2117","19A","23B",11,2
"2118","19A","23F",19,17
"2119","19A","24A",1,0
"2120","19A","24B",2,0
"2121","19A","24F",4,0
"2124","19A","27",2,0
"2126","19A","28F",2,0
"2127","19A","29",4,1.025
"2128","19A","3",19,9
"2129","19A","31",4,0
"2131","19A","33A",2,0
"2132","19A","33B",2,0
"2134","19A","33D",2,0
"2135","19A","33F",5,1
"2136","19A","34",7,5
"2137","19A","35A",3,0
"2138","19A","35B",5,3
"2139","19A","35C",4,1
"2140","19A","35F",6,2
"2141","19A","36",1,0
"2142","19A","37",4,0
"2143","19A","38",3,0
"2145","19A","4",9,10
"2149","19A","42",4,0
"2151","19A","45",1,0
"2156","19A","5",5,0
"2157","19A","6A",31,30.025
"2158","19A","6B",28,31
"2159","19A","6C/D",19,14
"2160","19A","6E",8,1
"2161","19A","6F",2,0
"2162","19A","6G",1,0
"2163","19A","7A",3,0
"2164","19A","7B/C",5,1
"2165","19A","7F",9,2
"2166","19A","8",8,2
"2167","19A","9A",3,0
"2168","19A","9L",4,0
"2169","19A","9N",4,1
"2170","19A","9V",12,4
"2171","19B","19C",1,0
"2172","19B","19F",2,0
"2173","19B","2",1,0
"2176","19B","21",1,0
"2177","19B","22A",1,0
"2178","19B","22F",1,0
"2179","19B","23A",2,0
"2180","19B","23B",1,0
"2181","19B","23F",3,0
"2183","19B","24B",1,0
"2184","19B","24F",1,0
"2190","19B","29",1,0
"2191","19B","3",2,0
"2192","19B","31",1,0
"2199","19B","34",1,0
"2201","19B","35B",1,0
"2203","19B","35F",1,0
"2206","19B","38",1,0
"2208","19B","4",2,0
"2209","19B","40",1,0
"2212","19B","42",1,0
"2219","19B","5",1,0
"2220","19B","6A",2,0
"2221","19B","6B",2,0
"2222","19B","6C/D",2,0
"2223","19B","6E",1,0
"2224","19B","6F",1,0
"2225","19B","6G",1,0
"2227","19B","7B/C",4,0
"2228","19B","7F",1,0
"2229","19B","8",1,0
"2230","19B","9A",2,0
"2231","19B","9L",1,0
"2232","19B","9N",1,0
"2233","19B","9V",2,0
"2234","19C","19F",2,0
"2235","19C","2",1,0
"2238","19C","21",1,0
"2239","19C","22A",1,0
"2240","19C","22F",1,0
"2241","19C","23A",1,0
"2242","19C","23B",1,0
"2243","19C","23F",1,0
"2245","19C","24B",1,0
"2246","19C","24F",1,0
"2252","19C","29",1,0
"2253","19C","3",1,0
"2254","19C","31",1,0
"2261","19C","34",1,0
"2263","19C","35B",1,0
"2265","19C","35F",2,0
"2268","19C","38",1,0
"2270","19C","4",1,0
"2274","19C","42",1,0
"2282","19C","6A",1,0
"2283","19C","6B",1,0
"2284","19C","6C/D",1,0
"2285","19C","6E",1,0
"2286","19C","6F",1,0
"2287","19C","6G",1,0
"2289","19C","7B/C",1,0
"2290","19C","7F",1,0
"2291","19C","8",1,0
"2292","19C","9A",1,0
"2293","19C","9L",1,0
"2294","19C","9N",1,0
"2295","19C","9V",1,0
"2296","19F","2",2,0
"2299","19F","21",6,1
"2300","19F","22A",4,0
"2301","19F","22F",8,2
"2302","19F","23A",13,3
"2303","19F","23B",8,2
"2304","19F","23F",21,15
"2305","19F","24A",1,0
"2306","19F","24B",2,0
"2307","19F","24F",4,0
"2310","19F","27",1,0
"2311","19F","28A",1,0
"2312","19F","28F",2,0
"2313","19F","29",3,1
"2314","19F","3",16,9
"2315","19F","31",3,0
"2317","19F","33A",1,0
"2318","19F","33B",2,0
"2320","19F","33D",2,0
"2321","19F","33F",4,1
"2322","19F","34",7,4
"2323","19F","35A",3,0
"2324","19F","35B",6,2
"2325","19F","35C",3,1
"2326","19F","35F",5,2
"2327","19F","36",1,0
"2328","19F","37",3,0
"2329","19F","38",4,0
"2331","19F","4",9,9
"2335","19F","42",2,0
"2337","19F","45",1,0
"2341","19F","48",1,0
"2342","19F","5",5,0
"2343","19F","6A",25,28
"2344","19F","6B",24,28
"2345","19F","6C/D",13,12
"2346","19F","6E",6,1
"2347","19F","6F",1,0
"2348","19F","6G",1,0
"2350","19F","7B/C",6,1
"2351","19F","7F",5,2
"2352","19F","8",5,2
"2353","19F","9A",2,0
"2354","19F","9L",3,0
"2355","19F","9N",4,1
"2356","19F","9V",13,4
"2359","2","21",1,0
"2360","2","22A",1,0
"2361","2","22F",1,0
"2362","2","23A",1,0
"2363","2","23B",1,0
"2364","2","23F",2,0
"2366","2","24B",1,0
"2367","2","24F",1,0
"2373","2","29",1,0
"2374","2","3",1,0
"2375","2","31",1,0
"2382","2","34",2,0
"2384","2","35B",2,0
"2386","2","35F",1,0
"2389","2","38",1,0
"2391","2","4",1,0
"2395","2","42",1,0
"2403","2","6A",1,0
"2404","2","6B",2,0
"2405","2","6C/D",1,0
"2406","2","6E",1,0
"2407","2","6F",1,0
"2408","2","6G",1,0
"2410","2","7B/C",2,0
"2411","2","7F",1,0
"2412","2","8",1,0
"2413","2","9A",1,0
"2414","2","9L",1,0
"2415","2","9N",1,0
"2416","2","9V",1,0
"2475","20A","9V",1,0
"2516","20B","47A",1,0
"2521","20B","6B",1,0
"2527","20B","7B/C",1,0
"2534","21","22A",5,0
"2535","21","22F",6,0
"2536","21","23A",3,0
"2537","21","23B",3,0
"2538","21","23F",6,1
"2540","21","24B",1,0
"2541","21","24F",2,0
"2547","21","29",1,0
"2548","21","3",5,0
"2549","21","31",2,0
"2555","21","33F",1,0
"2556","21","34",4,0
"2557","21","35A",1,0
"2558","21","35B",3,0
"2559","21","35C",3,0
"2560","21","35F",3,0
"2561","21","36",1,0
"2562","21","37",1,0
"2563","21","38",1,0
"2565","21","4",4,0
"2569","21","42",2,0
"2571","21","45",1,0
"2576","21","5",1,0
"2577","21","6A",5,2
"2578","21","6B",6,2
"2579","21","6C/D",5,0
"2580","21","6E",1,0
"2581","21","6F",1,0
"2582","21","6G",1,0
"2584","21","7B/C",2,0
"2585","21","7F",3,0
"2586","21","8",3,0
"2587","21","9A",1,0
"2588","21","9L",3,0
"2589","21","9N",2,0
"2590","21","9V",5,0
"2591","22A","22F",7,0
"2592","22A","23A",3,0
"2593","22A","23B",2,0
"2594","22A","23F",7,0
"2596","22A","24B",1,0
"2597","22A","24F",2,0
"2603","22A","29",1,0
"2604","22A","3",3,0
"2605","22A","31",1,0
"2606","22A","32F",1,0
"2612","22A","34",3,0
"2613","22A","35A",1,0
"2614","22A","35B",3,0
"2615","22A","35C",4,0
"2616","22A","35F",3,0
"2619","22A","38",1,0
"2621","22A","4",4,0
"2625","22A","42",3,0
"2627","22A","45",1,0
"2633","22A","6A",3,0
"2634","22A","6B",3,0
"2635","22A","6C/D",3,0
"2636","22A","6E",1,0
"2637","22A","6F",1,0
"2638","22A","6G",1,0
"2640","22A","7B/C",2,0
"2641","22A","7F",3,0
"2642","22A","8",3,0
"2643","22A","9A",1,0
"2644","22A","9L",2,0
"2645","22A","9N",2,0
"2646","22A","9V",3,0
"2647","22F","23A",7,0
"2648","22F","23B",5,0
"2649","22F","23F",11,1
"2650","22F","24A",1,0
"2651","22F","24B",2,0
"2652","22F","24F",4,0
"2658","22F","29",2,0
"2659","22F","3",7,0
"2660","22F","31",4,0
"2662","22F","33A",1,0
"2666","22F","33F",2,0
"2667","22F","34",4,0
"2668","22F","35A",3,0
"2669","22F","35B",5,0
"2670","22F","35C",6,0
"2671","22F","35F",5,0
"2672","22F","36",2,0
"2674","22F","38",1,0
"2676","22F","4",5,0
"2680","22F","42",3,0
"2682","22F","45",1,0
"2686","22F","48",1,0
"2688","22F","6A",6,2
"2689","22F","6B",8,2
"2690","22F","6C/D",7,1
"2691","22F","6E",1,0
"2692","22F","6F",1,0
"2693","22F","6G",1,0
"2694","22F","7A",2,0
"2695","22F","7B/C",3,0
"2696","22F","7F",5,0
"2697","22F","8",4,0
"2698","22F","9A",1,0
"2699","22F","9L",4,0
"2700","22F","9N",4,0
"2701","22F","9V",5,0
"2702","23A","23B",6,0
"2703","23A","23F",12,1
"2704","23A","24A",1,0
"2705","23A","24B",2,0
"2706","23A","24F",2,0
"2709","23A","27",1,0
"2712","23A","29",2,0
"2713","23A","3",8,1
"2714","23A","31",4,0
"2716","23A","33A",2,0
"2717","23A","33B",1,0
"2720","23A","33F",4,0
"2721","23A","34",2,0
"2722","23A","35A",4,0
"2723","23A","35B",4,0
"2724","23A","35C",2,0
"2725","23A","35F",2,0
"2726","23A","36",1,0
"2727","23A","37",1,0
"2728","23A","38",3,0
"2730","23A","4",6,1
"2734","23A","42",2,0
"2741","23A","5",1,0
"2742","23A","6A",12,4
"2743","23A","6B",9,4
"2744","23A","6C/D",6,1
"2745","23A","6E",2,0
"2746","23A","6F",1,0
"2747","23A","6G",1,0
"2749","23A","7B/C",4,0
"2750","23A","7F",1,0
"2751","23A","8",6,0
"2752","23A","9A",2,0
"2753","23A","9L",4,0
"2754","23A","9N",3,0
"2755","23A","9V",5,0
"2756","23B","23F",9,1
"2757","23B","24A",1,0
"2758","23B","24B",2,0
"2759","23B","24F",2,0
"2762","23B","27",1,0
"2765","23B","29",2,0
"2766","23B","3",5,0
"2767","23B","31",2,0
"2769","23B","33A",1,0
"2770","23B","33B",1,0
"2772","23B","33D",1,0
"2773","23B","33F",1,0
"2774","23B","34",4,0
"2775","23B","35A",1,0
"2776","23B","35B",2,0
"2777","23B","35C",1,0
"2778","23B","35F",3,0
"2779","23B","36",1,0
"2781","23B","38",2,0
"2783","23B","4",4,0
"2787","23B","42",1,0
"2789","23B","45",1,0
"2794","23B","5",3,0
"2795","23B","6A",8,2
"2796","23B","6B",8,2
"2797","23B","6C/D",8,1
"2798","23B","6E",2,0
"2799","23B","6F",1,0
"2800","23B","6G",1,0
"2802","23B","7B/C",3,0
"2803","23B","7F",3,0
"2804","23B","8",3,0
"2805","23B","9A",1,0
"2806","23B","9L",2,0
"2807","23B","9N",2,0
"2808","23B","9V",4,0
"2809","23F","24A",1,0
"2810","23F","24B",2,0
"2811","23F","24F",5,0
"2812","23F","25A",1,0
"2814","23F","27",1,0
"2816","23F","28F",1,0
"2817","23F","29",4,1
"2818","23F","3",13,5
"2819","23F","31",3,0
"2820","23F","32F",1,0
"2821","23F","33A",1,0
"2822","23F","33B",3,0
"2824","23F","33D",1,0
"2825","23F","33F",2,0
"2826","23F","34",7,2
"2827","23F","35A",3,0
"2828","23F","35B",7,1
"2829","23F","35C",4,0
"2830","23F","35F",6,1
"2831","23F","36",2,0
"2832","23F","37",3,0
"2833","23F","38",3,0
"2834","23F","39",1,0
"2835","23F","4",8,5
"2839","23F","42",3,0
"2841","23F","45",1,0
"2845","23F","48",1,0
"2846","23F","5",3,0
"2847","23F","6A",18,18
"2848","23F","6B",18,18.025
"2849","23F","6C/D",14,8
"2850","23F","6E",5,1
"2851","23F","6F",1,0
"2852","23F","6G",1,0
"2854","23F","7B/C",6,0
"2855","23F","7F",6,1
"2856","23F","8",4,1
"2857","23F","9A",3,0
"2858","23F","9L",4,0
"2859","23F","9N",2,0
"2860","23F","9V",10,2
"2861","24A","24B",1,0
"2862","24A","24F",1,0
"2869","24A","3",1,0
"2896","24A","48",1,0
"2898","24A","6A",1,0
"2899","24A","6B",1,0
"2900","24A","6C/D",1,0
"2905","24A","7B/C",1,0
"2911","24A","9V",1,0
"2912","24B","24F",2,0
"2918","24B","29",1,0
"2919","24B","3",2,0
"2920","24B","31",1,0
"2927","24B","34",1,0
"2929","24B","35B",1,0
"2931","24B","35F",1,0
"2934","24B","38",1,0
"2936","24B","4",1,0
"2940","24B","42",1,0
"2948","24B","6A",2,0
"2949","24B","6B",2,0
"2950","24B","6C/D",2,0
"2951","24B","6E",1,0
"2952","24B","6F",1,0
"2953","24B","6G",1,0
"2955","24B","7B/C",2,0
"2956","24B","7F",1,0
"2957","24B","8",1,0
"2958","24B","9A",1,0
"2959","24B","9L",1,0
"2960","24B","9N",1,0
"2961","24B","9V",2,0
"2967","24F","29",1,0
"2968","24F","3",4,0
"2969","24F","31",1,0
"2976","24F","34",2,0
"2978","24F","35B",1,0
"2979","24F","35C",1,0
"2980","24F","35F",1,0
"2983","24F","38",1,0
"2985","24F","4",2,0
"2989","24F","42",2,0
"2995","24F","48",1,0
"2997","24F","6A",3,0
"2998","24F","6B",3,1
"2999","24F","6C/D",3,0
"3000","24F","6E",1,0
"3001","24F","6F",1,0
"3002","24F","6G",1,0
"3004","24F","7B/C",3,0
"3005","24F","7F",2,0
"3006","24F","8",1,0
"3007","24F","9A",1,0
"3008","24F","9L",1,0
"3009","24F","9N",1,0
"3010","24F","9V",3,0
"3011","25A","25F",1,0
"3015","25A","29",1,0
"3031","25A","38",2,0
"3045","25A","6A",1,0
"3053","25A","7F",1,0
"3078","25F","38",2,0
"3108","27","29",1,0
"3124","27","38",1,0
"3126","27","4",1,0
"3127","27","40",1,0
"3137","27","5",1,0
"3138","27","6A",1,0
"3139","27","6B",1,0
"3140","27","6C/D",1,0
"3141","27","6E",1,0
"3152","28A","28F",2,0
"3202","28F","33B",1,0
"3204","28F","33D",1,0
"3206","28F","34",1,0
"3207","28F","35A",1,0
"3215","28F","4",1,0
"3227","28F","6A",1,0
"3228","28F","6B",3,0
"3229","28F","6C/D",1,0
"3230","28F","6E",2,0
"3236","28F","8",1,0
"3240","28F","9V",1,0
"3241","29","3",4,0
"3242","29","31",1,0
"3245","29","33B",1,0
"3249","29","34",2,0
"3251","29","35B",9,0
"3252","29","35C",4,0
"3253","29","35F",3,0
"3254","29","36",2,0
"3255","29","37",1,0
"3256","29","38",2,0
"3258","29","4",2,0
"3262","29","42",1,0
"3269","29","5",1,0
"3270","29","6A",4,1
"3271","29","6B",5,2
"3272","29","6C/D",4,0
"3273","29","6E",3,0
"3274","29","6F",1,0
"3275","29","6G",1,0
"3276","29","7A",1,0
"3277","29","7B/C",1,0
"3278","29","7F",1,0
"3279","29","8",1,0
"3280","29","9A",1,0
"3281","29","9L",1,0
"3282","29","9N",1,0
"3283","29","9V",3,0
"3284","3","31",3,0
"3286","3","33A",2,0
"3287","3","33B",2,0
"3288","3","33C",1,0
"3289","3","33D",1,0
"3290","3","33F",6,0
"3291","3","34",5,1
"3292","3","35A",2,0
"3293","3","35B",5,1
"3294","3","35C",4,0
"3295","3","35F",5,0
"3296","3","36",1,0
"3297","3","37",5,0
"3298","3","38",2,0
"3299","3","39",1,0
"3300","3","4",7,3
"3301","3","40",1,0
"3304","3","42",2,0
"3306","3","45",1,0
"3307","3","46",1,0
"3310","3","48",1,0
"3311","3","5",2,0
"3312","3","6A",17,10
"3313","3","6B",15,10
"3314","3","6C/D",11,4
"3315","3","6E",4,0
"3316","3","6F",2,0
"3317","3","6G",1,0
"3318","3","7A",2,0
"3319","3","7B/C",5,0
"3320","3","7F",8,0
"3321","3","8",6,0
"3322","3","9A",2,0
"3323","3","9L",2,0
"3324","3","9N",3,0
"3325","3","9V",10,1
"3327","31","33A",1,0
"3331","31","33F",1,0
"3332","31","34",2,0
"3333","31","35A",2,0
"3334","31","35B",2,0
"3336","31","35F",1,0
"3337","31","36",1,0
"3339","31","38",1,0
"3341","31","4",2,0
"3345","31","42",1,0
"3353","31","6A",2,0
"3354","31","6B",3,0
"3355","31","6C/D",2,0
"3356","31","6E",1,0
"3357","31","6F",1,0
"3358","31","6G",1,0
"3360","31","7B/C",1,0
"3361","31","7F",1,0
"3362","31","8",3,0
"3363","31","9A",1,0
"3364","31","9L",2,0
"3365","31","9N",3,0
"3366","31","9V",2,0
"3376","32F","35F",1,0
"3407","33A","33B",1,0
"3410","33A","33F",3,0
"3412","33A","35A",2,0
"3415","33A","35F",1,0
"3432","33A","6A",1,0
"3434","33A","6C/D",1,0
"3441","33A","8",2,0
"3447","33B","33D",2,0
"3448","33B","33F",1,0
"3450","33B","35A",1,0
"3451","33B","35B",1,0
"3453","33B","35F",1,0
"3470","33B","6A",3,0
"3471","33B","6B",2,0
"3472","33B","6C/D",3,0
"3473","33B","6E",1,0
"3479","33B","8",1,0
"3508","33C","6B",1,0
"3517","33C","9A",1,0
"3520","33C","9V",1,0
"3522","33D","34",1,0
"3542","33D","5",1,0
"3543","33D","6A",3,0
"3544","33D","6B",3,0
"3545","33D","6C/D",2,0
"3546","33D","6E",1,0
"3558","33F","35A",2,0
"3560","33F","35C",1,0
"3561","33F","35F",1,0
"3563","33F","37",3,0
"3566","33F","4",1,0
"3578","33F","6A",2,1
"3579","33F","6B",1,1
"3580","33F","6C/D",1,0
"3586","33F","7F",1,0
"3587","33F","8",3,0
"3590","33F","9N",1,0
"3591","33F","9V",2,0
"3592","34","35A",1,0
"3593","34","35B",3,0
"3594","34","35C",2,0
"3595","34","35F",4,0
"3596","34","36",1,0
"3597","34","37",1,0
"3598","34","38",1,0
"3600","34","4",6,1
"3604","34","42",2,0
"3606","34","45",1,0
"3611","34","5",2,0
"3612","34","6A",7,5
"3613","34","6B",10,5
"3614","34","6C/D",4,2
"3615","34","6E",2,0
"3616","34","6F",1,0
"3617","34","6G",1,0
"3619","34","7B/C",3,0
"3620","34","7F",3,0
"3621","34","8",2,0
"3622","34","9A",1,0
"3623","34","9L",3,0
"3624","34","9N",2,0
"3625","34","9V",5,0
"3626","35A","35B",3,0
"3627","35A","35C",3,0
"3628","35A","35F",2,0
"3633","35A","4",1,0
"3637","35A","42",1,0
"3645","35A","6A",2,0
"3646","35A","6B",3,0
"3647","35A","6C/D",1,0
"3648","35A","6E",1,0
"3654","35A","8",3,0
"3656","35A","9L",1,0
"3657","35A","9N",1,0
"3658","35A","9V",3,0
"3659","35B","35C",6,0
"3660","35B","35F",4,0
"3661","35B","36",2,0
"3663","35B","38",1,0
"3664","35B","39",1,0
"3665","35B","4",2,0
"3669","35B","42",2,0
"3677","35B","6A",5,3
"3678","35B","6B",6,3
"3679","35B","6C/D",6,1
"3680","35B","6E",1,0
"3681","35B","6F",1,0
"3682","35B","6G",1,0
"3683","35B","7A",1,0
"3684","35B","7B/C",2,0
"3685","35B","7F",1,0
"3686","35B","8",3,0
"3687","35B","9A",1,0
"3688","35B","9L",3,0
"3689","35B","9N",1,0
"3690","35B","9V",4,0
"3691","35C","35F",3,0
"3692","35C","36",1,0
"3696","35C","4",2,0
"3700","35C","42",5,0
"3702","35C","45",1,0
"3708","35C","6A",2,1
"3709","35C","6B",3,1
"3710","35C","6C/D",3,0
"3714","35C","7A",1,0
"3715","35C","7B/C",1,0
"3716","35C","7F",2,0
"3717","35C","8",1,0
"3719","35C","9L",1,0
"3720","35C","9N",1,0
"3721","35C","9V",4,0
"3722","35F","36",1,0
"3723","35F","37",1,0
"3724","35F","38",1,0
"3726","35F","4",3,0
"3730","35F","42",1,0
"3732","35F","45",1,0
"3738","35F","6A",5,2
"3739","35F","6B",4,2
"3740","35F","6C/D",5,1
"3741","35F","6E",1,0
"3742","35F","6F",2,0
"3743","35F","6G",1,0
"3744","35F","7A",2,0
"3745","35F","7B/C",2,0
"3746","35F","7F",4,0
"3747","35F","8",2,0
"3748","35F","9A",1,0
"3749","35F","9L",2,0
"3750","35F","9N",3,0
"3751","35F","9V",2,0
"3755","36","4",1,0
"3767","36","6A",1,0
"3768","36","6B",1,0
"3769","36","6C/D",1,0
"3773","36","7A",1,0
"3776","36","8",1,0
"3778","36","9L",1,0
"3780","36","9V",1,0
"3783","37","4",1,0
"3795","37","6A",2,0
"3796","37","6B",2,0
"3797","37","6C/D",1,0
"3798","37","6E",1,0
"3804","37","8",1,0
"3807","37","9N",1,0
"3808","37","9V",3,0
"3810","38","4",4,0
"3814","38","42",1,0
"3821","38","5",1,0
"3822","38","6A",4,1
"3823","38","6B",2,0
"3824","38","6C/D",2,0
"3825","38","6E",2,0
"3826","38","6F",1,0
"3827","38","6G",1,0
"3828","38","7A",1,0
"3829","38","7B/C",1,0
"3830","38","7F",4,0
"3831","38","8",1,0
"3832","38","9A",1,0
"3833","38","9L",1,0
"3834","38","9N",1,0
"3835","38","9V",2,0
"3856","39","7F",1,0
"3865","4","42",3,0
"3867","4","45",1,0
"3872","4","5",2,0
"3873","4","6A",9,10
"3874","4","6B",11,10
"3875","4","6C/D",7,4
"3876","4","6E",4,0
"3877","4","6F",1,0
"3878","4","6G",1,0
"3879","4","7A",1,0
"3880","4","7B/C",3,0
"3881","4","7F",5,0
"3882","4","8",3,0
"3883","4","9A",1,0
"3884","4","9L",3,0
"3885","4","9N",4,0
"3886","4","9V",8,1
"3892","40","46",1,0
"3896","40","5",1,0
"3898","40","6B",1,0
"3904","40","7B/C",1,0
"3963","42","6A",3,0
"3964","42","6B",3,0
"3965","42","6C/D",2,0
"3966","42","6E",1,0
"3967","42","6F",1,0
"3968","42","6G",1,0
"3970","42","7B/C",1,0
"3971","42","7F",2,0
"3972","42","8",1,0
"3973","42","9A",1,0
"3974","42","9L",1,0
"3975","42","9N",1,0
"3976","42","9V",3,0
"4002","45","6A",1,0
"4003","45","6B",1,0
"4004","45","6C/D",1,0
"4009","45","7B/C",1,0
"4010","45","7F",1,0
"4014","45","9N",1,0
"4015","45","9V",1,0
"4021","46","6B",1,0
"4038","47A","6B",1,0
"4044","47A","7B/C",1,0
"4082","5","6A",3,0
"4083","5","6B",2,0
"4084","5","6C/D",1,0
"4085","5","6E",1,0
"4089","5","7B/C",1,0
"4096","6A","6B",44,34
"4097","6A","6C/D",33,15
"4098","6A","6E",10,1
"4099","6A","6F",2,0
"4100","6A","6G",1,0
"4101","6A","7A",1,0
"4102","6A","7B/C",5,2
"4103","6A","7F",7,2
"4104","6A","8",5,3
"4105","6A","9A",3,0
"4106","6A","9L",3,0.0250000000000021
"4107","6A","9N",3,1
"4108","6A","9V",10,4
"4109","6B","6C/D",29,15
"4110","6B","6E",13,1
"4111","6B","6F",2,0
"4112","6B","6G",1,0
"4113","6B","7A",1,0
"4114","6B","7B/C",6,1
"4115","6B","7F",7,2.025
"4116","6B","8",3,3
"4117","6B","9A",3,0
"4118","6B","9L",3,1
"4119","6B","9N",5,1
"4120","6B","9V",14,3
"4121","6C/D","6E",5,0
"4122","6C/D","6F",2,0
"4123","6C/D","6G",1,0
"4124","6C/D","7A",1,0
"4125","6C/D","7B/C",4,0
"4126","6C/D","7F",6,1
"4127","6C/D","8",4,1
"4128","6C/D","9A",2,0
"4129","6C/D","9L",3,0
"4130","6C/D","9N",3,0
"4131","6C/D","9V",8,2
"4132","6E","6F",1,0
"4133","6E","6G",1,0
"4135","6E","7B/C",1,0
"4136","6E","7F",1,0
"4137","6E","8",1,0
"4138","6E","9A",2,0
"4139","6E","9L",1,0
"4140","6E","9N",1,0
"4141","6E","9V",3,0
"4142","6F","6G",1,0
"4144","6F","7B/C",1,0
"4145","6F","7F",2,0
"4146","6F","8",1,0
"4147","6F","9A",1,0
"4148","6F","9L",1,0
"4149","6F","9N",1,0
"4150","6F","9V",1,0
"4152","6G","7B/C",1,0
"4153","6G","7F",1,0
"4154","6G","8",1,0
"4155","6G","9A",1,0
"4156","6G","9L",1,0
"4157","6G","9N",1,0
"4158","6G","9V",1,0
"4160","7A","7F",4,0
"4161","7A","8",2,0
"4163","7A","9L",1,0
"4164","7A","9N",1,0
"4166","7B/C","7F",3,0
"4167","7B/C","8",1,0
"4168","7B/C","9A",2,0
"4169","7B/C","9L",1,0
"4170","7B/C","9N",2,0
"4171","7B/C","9V",4,0
"4172","7F","8",3,0
"4173","7F","9A",1,0
"4174","7F","9L",2,0
"4175","7F","9N",3,0
"4176","7F","9V",5,0
"4177","8","9A",1,0
"4178","8","9L",3,0
"4179","8","9N",2,0
"4180","8","9V",3,0
"4181","9A","9L",1,0
"4182","9A","9N",1,0
"4183","9A","9V",4,0
"4184","9L","9N",5,0
"4185","9L","9V",2,0
"4186","9N","9V",4,0
